:TYPE,:START_ID,:END_ID,actions:string,known_action:string
EBEL_DRUGBANK_RELATION,17500,42978,agonist,yes
EBEL_DRUGBANK_RELATION,18000,3635,antagonist,unknown
EBEL_DRUGBANK_RELATION,25883,36638,inhibitor,unknown
EBEL_DRUGBANK_RELATION,25998,7823,antagonist,yes
EBEL_DRUGBANK_RELATION,22897,40737,agonist,yes
EBEL_DRUGBANK_RELATION,17715,43138,inhibitor,yes
EBEL_DRUGBANK_RELATION,22540,36745,positive allosteric modulator,yes
EBEL_DRUGBANK_RELATION,22898,43228,antagonist,yes
EBEL_DRUGBANK_RELATION,26197,39374,inhibitor,yes
EBEL_DRUGBANK_RELATION,26098,39198,antagonist,yes
EBEL_DRUGBANK_RELATION,17939,42616,inhibitor,unknown
EBEL_DRUGBANK_RELATION,22804,38176,inhibitor,yes
EBEL_DRUGBANK_RELATION,25678,35828,antagonist,no
EBEL_DRUGBANK_RELATION,17824,37803,antagonist,no
EBEL_DRUGBANK_RELATION,22641,38523,antagonist,unknown
EBEL_DRUGBANK_RELATION,26002,32680,inhibitor,yes
EBEL_DRUGBANK_RELATION,22642,35553,inhibitor,yes
EBEL_DRUGBANK_RELATION,26100,34974,antagonist,unknown
EBEL_DRUGBANK_RELATION,17886,29208,agonist,unknown
EBEL_DRUGBANK_RELATION,22757,34489,antagonist,unknown
EBEL_DRUGBANK_RELATION,17555,30883,antagonist,unknown
EBEL_DRUGBANK_RELATION,25888,43138,inhibitor,yes
EBEL_DRUGBANK_RELATION,22647,16582,antagonist,yes
EBEL_DRUGBANK_RELATION,17721,36745,positive allosteric modulator,yes
EBEL_DRUGBANK_RELATION,25682,39967,agonist,yes
EBEL_DRUGBANK_RELATION,17722,28959,inhibitor,yes
EBEL_DRUGBANK_RELATION,25736,32696,antagonist,yes
EBEL_DRUGBANK_RELATION,26103,43618,antagonist,yes
EBEL_DRUGBANK_RELATION,22762,36266,agonist,unknown
EBEL_DRUGBANK_RELATION,25684,36745,positive allosteric modulator,yes
EBEL_DRUGBANK_RELATION,26008,29043,positive allosteric modulator,yes
EBEL_DRUGBANK_RELATION,25791,35351,antagonist,yes
EBEL_DRUGBANK_RELATION,17950,36468,inhibitor,unknown
EBEL_DRUGBANK_RELATION,25953,43228,antagonist,yes
EBEL_DRUGBANK_RELATION,25894,8052,inhibitor,unknown
EBEL_DRUGBANK_RELATION,17836,10921,inhibitor,unknown
EBEL_DRUGBANK_RELATION,17836,7952,inhibitor,unknown
EBEL_DRUGBANK_RELATION,17836,29284,inhibitor,unknown
EBEL_DRUGBANK_RELATION,17836,7834,inhibitor,unknown
EBEL_DRUGBANK_RELATION,17836,16425,inhibitor,unknown
EBEL_DRUGBANK_RELATION,17836,40781,inhibitor,unknown
EBEL_DRUGBANK_RELATION,17836,30930,inhibitor,unknown
EBEL_DRUGBANK_RELATION,22813,36745,positive allosteric modulator,yes
EBEL_DRUGBANK_RELATION,25843,11103,agonist,unknown
EBEL_DRUGBANK_RELATION,26060,39893,inhibitor,unknown
EBEL_DRUGBANK_RELATION,12502,38193,inhibitor,yes
EBEL_DRUGBANK_RELATION,22435,42416,inhibitor,yes
EBEL_DRUGBANK_RELATION,17669,44220,inhibitor,unknown
EBEL_DRUGBANK_RELATION,26156,21209,inhibitor,unknown
EBEL_DRUGBANK_RELATION,26109,41699,agonist,unknown
EBEL_DRUGBANK_RELATION,22710,42809,antagonist,unknown
EBEL_DRUGBANK_RELATION,26015,21038,inhibitor,yes
EBEL_DRUGBANK_RELATION,17564,21135,inhibitor,unknown
EBEL_DRUGBANK_RELATION,22436,7701,inhibitor,unknown
EBEL_DRUGBANK_RELATION,25689,7823,antagonist,yes
EBEL_DRUGBANK_RELATION,17672,20795,positive allosteric modulator,yes
EBEL_DRUGBANK_RELATION,17894,30883,inhibitor,yes
EBEL_DRUGBANK_RELATION,25898,29060,inhibitor,unknown
EBEL_DRUGBANK_RELATION,17674,41542,agonist,yes
EBEL_DRUGBANK_RELATION,25690,34974,agonist,unknown
EBEL_DRUGBANK_RELATION,17675,35132,inhibitor,yes
EBEL_DRUGBANK_RELATION,22713,40970,inhibitor,yes
EBEL_DRUGBANK_RELATION,26158,39329,agonist,yes
EBEL_DRUGBANK_RELATION,17617,35828,antagonist,no
EBEL_DRUGBANK_RELATION,17957,37803,antagonist,unknown
EBEL_DRUGBANK_RELATION,25692,38430,inhibitor,yes
EBEL_DRUGBANK_RELATION,26112,7853,inhibitor,unknown
EBEL_DRUGBANK_RELATION,22498,3635,antagonist;inhibitor,unknown
EBEL_DRUGBANK_RELATION,22659,16772,agonist,unknown
EBEL_DRUGBANK_RELATION,25902,8022,agonist,yes
EBEL_DRUGBANK_RELATION,17733,43401,inhibitor,unknown
EBEL_DRUGBANK_RELATION,22819,43138,inhibitor,yes
EBEL_DRUGBANK_RELATION,26066,35549,antagonist,unknown
EBEL_DRUGBANK_RELATION,12507,37803,antagonist,unknown
EBEL_DRUGBANK_RELATION,22388,36954,antagonist,unknown
EBEL_DRUGBANK_RELATION,25904,36060,agonist,yes
EBEL_DRUGBANK_RELATION,12509,7823,antagonist,unknown
EBEL_DRUGBANK_RELATION,22442,39165,antagonist,unknown
EBEL_DRUGBANK_RELATION,22822,21054,positive allosteric modulator,yes
EBEL_DRUGBANK_RELATION,17786,37980,antagonist,yes
EBEL_DRUGBANK_RELATION,17518,36266,antagonist,unknown
EBEL_DRUGBANK_RELATION,17518,33319,inhibitor,unknown
EBEL_DRUGBANK_RELATION,17737,11103,positive allosteric modulator,yes
EBEL_DRUGBANK_RELATION,22719,21054,positive allosteric modulator,yes
EBEL_DRUGBANK_RELATION,25851,41699,agonist,unknown
EBEL_DRUGBANK_RELATION,17572,41713,inhibitor,yes
EBEL_DRUGBANK_RELATION,22445,38837,agonist,yes
EBEL_DRUGBANK_RELATION,22560,41699,agonist,unknown
EBEL_DRUGBANK_RELATION,26165,37528,inhibitor,yes
EBEL_DRUGBANK_RELATION,17903,42830,inhibitor,unknown
EBEL_DRUGBANK_RELATION,22721,43816,antagonist,unknown
EBEL_DRUGBANK_RELATION,25911,7908,positive allosteric modulator,yes
EBEL_DRUGBANK_RELATION,17685,35549,antagonist,unknown
EBEL_DRUGBANK_RELATION,22393,8083,agonist,unknown
EBEL_DRUGBANK_RELATION,22506,11077,agonist,yes
EBEL_DRUGBANK_RELATION,22825,42978,antagonist,yes
EBEL_DRUGBANK_RELATION,17474,8083,antagonist,unknown
EBEL_DRUGBANK_RELATION,17906,43315,agonist,unknown
EBEL_DRUGBANK_RELATION,17627,42069,antagonist,yes
EBEL_DRUGBANK_RELATION,25704,38837,positive allosteric modulator,yes
EBEL_DRUGBANK_RELATION,26070,11438,positive allosteric modulator,yes
EBEL_DRUGBANK_RELATION,17853,35634,antagonist,unknown
EBEL_DRUGBANK_RELATION,22616,35549,agonist,yes
EBEL_DRUGBANK_RELATION,22827,36474,agonist,yes
EBEL_DRUGBANK_RELATION,26071,40716,inhibitor,yes
EBEL_DRUGBANK_RELATION,22453,29202,inhibitor,yes
EBEL_DRUGBANK_RELATION,22875,37594,negative modulator,yes
EBEL_DRUGBANK_RELATION,22565,35634,agonist,unknown
EBEL_DRUGBANK_RELATION,26172,3497,activator,unknown
EBEL_DRUGBANK_RELATION,17631,16598,antagonist;inhibitor,unknown
EBEL_DRUGBANK_RELATION,22782,42069,agonist,yes
EBEL_DRUGBANK_RELATION,17479,32696,positive allosteric modulator,yes
EBEL_DRUGBANK_RELATION,17578,43138,inhibitor,unknown
EBEL_DRUGBANK_RELATION,22876,39973,agonist,yes
EBEL_DRUGBANK_RELATION,22455,36745,agonist;positive allosteric modulator,yes
EBEL_DRUGBANK_RELATION,22512,40967,inhibitor,yes
EBEL_DRUGBANK_RELATION,26127,37492,inhibitor,yes
EBEL_DRUGBANK_RELATION,17976,40515,inhibitor,yes
EBEL_DRUGBANK_RELATION,22784,11261,agonist,yes
EBEL_DRUGBANK_RELATION,26128,35549,agonist,yes
EBEL_DRUGBANK_RELATION,17860,35634,antagonist,unknown
EBEL_DRUGBANK_RELATION,22459,38413,agonist,unknown
EBEL_DRUGBANK_RELATION,26076,7853,inhibitor,yes
EBEL_DRUGBANK_RELATION,17748,42436,inhibitor,unknown
EBEL_DRUGBANK_RELATION,25817,44475,inhibitor,unknown
EBEL_DRUGBANK_RELATION,22787,36416,inhibitor,unknown
EBEL_DRUGBANK_RELATION,25819,36132,positive allosteric modulator,yes
EBEL_DRUGBANK_RELATION,22405,35828,antagonist,yes
EBEL_DRUGBANK_RELATION,17532,44560,antagonist,unknown
EBEL_DRUGBANK_RELATION,17864,43505,antagonist,unknown
EBEL_DRUGBANK_RELATION,25867,38093,agonist,yes
EBEL_DRUGBANK_RELATION,17638,7746,agonist,yes
EBEL_DRUGBANK_RELATION,22462,7823,antagonist,yes
EBEL_DRUGBANK_RELATION,22522,34974,antagonist,yes
EBEL_DRUGBANK_RELATION,25715,43870,antagonist,yes
EBEL_DRUGBANK_RELATION,26181,43730,inhibitor,unknown
EBEL_DRUGBANK_RELATION,17804,36060,antagonist,unknown
EBEL_DRUGBANK_RELATION,22681,31112,antagonist,yes
EBEL_DRUGBANK_RELATION,25980,16582,inhibitor,yes
EBEL_DRUGBANK_RELATION,26184,43713,inhibitor,yes
EBEL_DRUGBANK_RELATION,22572,43228,antagonist,yes
EBEL_DRUGBANK_RELATION,22839,21131,antagonist,yes
EBEL_DRUGBANK_RELATION,25982,35549,antagonist,yes
EBEL_DRUGBANK_RELATION,17806,41542,agonist,unknown
EBEL_DRUGBANK_RELATION,17921,21054,positive allosteric modulator,yes
EBEL_DRUGBANK_RELATION,22573,36216,antagonist,no
EBEL_DRUGBANK_RELATION,25717,42978,antagonist,yes
EBEL_DRUGBANK_RELATION,25770,36132,positive allosteric modulator,yes
EBEL_DRUGBANK_RELATION,26133,25385,inhibitor,yes
EBEL_DRUGBANK_RELATION,17587,33686,positive allosteric modulator,yes
EBEL_DRUGBANK_RELATION,22409,25323,antagonist,yes
EBEL_DRUGBANK_RELATION,17808,39967,antagonist,unknown
EBEL_DRUGBANK_RELATION,22841,33715,inhibitor,unknown
EBEL_DRUGBANK_RELATION,26038,3648,agonist,yes
EBEL_DRUGBANK_RELATION,17925,11322,agonist,yes
EBEL_DRUGBANK_RELATION,22469,34974,agonist,unknown
EBEL_DRUGBANK_RELATION,22630,20795,antagonist,unknown
EBEL_DRUGBANK_RELATION,22843,35828,antagonist,yes
EBEL_DRUGBANK_RELATION,26039,3502,inhibitor,yes
EBEL_DRUGBANK_RELATION,17758,36474,positive allosteric modulator,yes
EBEL_DRUGBANK_RELATION,22577,21036,antagonist,unknown
EBEL_DRUGBANK_RELATION,22414,36658,inhibitor,unknown
EBEL_DRUGBANK_RELATION,25666,3484,activator,yes
EBEL_DRUGBANK_RELATION,17992,38523,agonist,yes
EBEL_DRUGBANK_RELATION,22745,44207,antagonist,unknown
EBEL_DRUGBANK_RELATION,22797,42978,agonist,unknown
EBEL_DRUGBANK_RELATION,26188,34489,antagonist,yes
EBEL_DRUGBANK_RELATION,17993,44560,antagonist,yes
EBEL_DRUGBANK_RELATION,22746,43228,agonist,yes
EBEL_DRUGBANK_RELATION,25775,29043,antagonist,unknown
EBEL_DRUGBANK_RELATION,17874,29043,positive allosteric modulator,yes
EBEL_DRUGBANK_RELATION,25827,40789,positive allosteric modulator,yes
EBEL_DRUGBANK_RELATION,17931,35549,antagonist,unknown
EBEL_DRUGBANK_RELATION,22580,16582,antagonist,yes
EBEL_DRUGBANK_RELATION,12535,38837,positive allosteric modulator,yes
EBEL_DRUGBANK_RELATION,25723,43943,agonist,yes
EBEL_DRUGBANK_RELATION,17709,36553,inhibitor,yes
EBEL_DRUGBANK_RELATION,22636,7853,antagonist,unknown
EBEL_DRUGBANK_RELATION,22583,7823,antagonist,yes
EBEL_DRUGBANK_RELATION,25779,33551,antagonist,unknown
EBEL_DRUGBANK_RELATION,26193,43315,positive allosteric modulator,yes
EBEL_DRUGBANK_RELATION,25780,40716,antagonist,yes
EBEL_DRUGBANK_RELATION,26094,38701,agonist,yes
EBEL_DRUGBANK_RELATION,17936,7899,activator,unknown
EBEL_DRUGBANK_RELATION,17500,43047,agonist,unknown
EBEL_DRUGBANK_RELATION,18000,11408,antagonist,unknown
EBEL_DRUGBANK_RELATION,25998,36216,antagonist,yes
EBEL_DRUGBANK_RELATION,22897,42808,agonist,unknown
EBEL_DRUGBANK_RELATION,17715,7701,inhibitor,unknown
EBEL_DRUGBANK_RELATION,22540,11438,positive allosteric modulator,yes
EBEL_DRUGBANK_RELATION,12539,25323,inverse agonist,unknown
EBEL_DRUGBANK_RELATION,26098,40211,antagonist,yes
EBEL_DRUGBANK_RELATION,22804,44121,antagonist,unknown
EBEL_DRUGBANK_RELATION,25678,7823,antagonist,no
EBEL_DRUGBANK_RELATION,17824,42978,antagonist,no
EBEL_DRUGBANK_RELATION,26002,29404,inhibitor,yes
EBEL_DRUGBANK_RELATION,22699,37524,agonist,yes
EBEL_DRUGBANK_RELATION,26100,44121,antagonist,unknown
EBEL_DRUGBANK_RELATION,17886,39967,antagonist,unknown
EBEL_DRUGBANK_RELATION,22757,32719,antagonist,unknown
EBEL_DRUGBANK_RELATION,17555,29040,antagonist,unknown
EBEL_DRUGBANK_RELATION,25888,44554,inhibitor,unknown
EBEL_DRUGBANK_RELATION,22647,42954,antagonist,yes
EBEL_DRUGBANK_RELATION,17721,11438,positive allosteric modulator,yes
EBEL_DRUGBANK_RELATION,22432,38413,partial agonist,yes
EBEL_DRUGBANK_RELATION,25682,38701,agonist,unknown
EBEL_DRUGBANK_RELATION,17722,36403,inhibitor,yes
EBEL_DRUGBANK_RELATION,25736,21054,antagonist,yes
EBEL_DRUGBANK_RELATION,26103,35248,antagonist,yes
EBEL_DRUGBANK_RELATION,22762,11261,agonist,unknown
EBEL_DRUGBANK_RELATION,25684,11438,positive allosteric modulator,yes
EBEL_DRUGBANK_RELATION,26008,40789,positive allosteric modulator,yes
EBEL_DRUGBANK_RELATION,17558,20871,agonist,yes
EBEL_DRUGBANK_RELATION,18011,32419,inhibitor,yes
EBEL_DRUGBANK_RELATION,25953,34974,antagonist,yes
EBEL_DRUGBANK_RELATION,26205,34974,antagonist,unknown
EBEL_DRUGBANK_RELATION,25894,41955,inhibitor,unknown
EBEL_DRUGBANK_RELATION,17561,34751,inhibitor,unknown
EBEL_DRUGBANK_RELATION,17836,20991,inhibitor,unknown
EBEL_DRUGBANK_RELATION,17836,29474,inhibitor,unknown
EBEL_DRUGBANK_RELATION,17836,34568,inhibitor,unknown
EBEL_DRUGBANK_RELATION,17836,29118,inhibitor,unknown
EBEL_DRUGBANK_RELATION,17836,32305,inhibitor,unknown
EBEL_DRUGBANK_RELATION,17836,29312,inhibitor,unknown
EBEL_DRUGBANK_RELATION,17836,25382,inhibitor,unknown
EBEL_DRUGBANK_RELATION,22813,11438,positive allosteric modulator,yes
EBEL_DRUGBANK_RELATION,25843,32696,agonist,unknown
EBEL_DRUGBANK_RELATION,26060,7908,inhibitor,unknown
EBEL_DRUGBANK_RELATION,12502,29136,inhibitor,yes
EBEL_DRUGBANK_RELATION,22435,36954,inhibitor,no
EBEL_DRUGBANK_RELATION,22765,37443,inhibitor,yes
EBEL_DRUGBANK_RELATION,26015,39680,activator,unknown
EBEL_DRUGBANK_RELATION,17564,31112,antagonist,unknown
EBEL_DRUGBANK_RELATION,22436,10938,inhibitor,unknown
EBEL_DRUGBANK_RELATION,25689,35828,antagonist,yes
EBEL_DRUGBANK_RELATION,17729,35351,agonist,yes
EBEL_DRUGBANK_RELATION,17894,37705,agonist,unknown
EBEL_DRUGBANK_RELATION,25898,36398,inhibitor,unknown
EBEL_DRUGBANK_RELATION,17674,44560,antagonist,unknown
EBEL_DRUGBANK_RELATION,25690,11261,agonist,unknown
EBEL_DRUGBANK_RELATION,17732,37594,antagonist;inhibitor,yes
EBEL_DRUGBANK_RELATION,22713,7834,inhibitor,yes
EBEL_DRUGBANK_RELATION,26158,38093,agonist,yes
EBEL_DRUGBANK_RELATION,17617,7823,antagonist,no
EBEL_DRUGBANK_RELATION,25692,38176,inhibitor,yes
EBEL_DRUGBANK_RELATION,26112,43401,inhibitor,unknown
EBEL_DRUGBANK_RELATION,22498,42700,antagonist;inhibitor,yes
EBEL_DRUGBANK_RELATION,22659,21133,agonist,yes
EBEL_DRUGBANK_RELATION,25902,43168,agonist,yes
EBEL_DRUGBANK_RELATION,26065,40882,inhibitor,unknown
EBEL_DRUGBANK_RELATION,22867,25527,inhibitor,yes
EBEL_DRUGBANK_RELATION,26066,43047,antagonist,unknown
EBEL_DRUGBANK_RELATION,12507,42978,antagonist,unknown
EBEL_DRUGBANK_RELATION,22388,38523,antagonist,unknown
EBEL_DRUGBANK_RELATION,25904,43228,agonist,yes
EBEL_DRUGBANK_RELATION,12557,37702,inhibitor,yes
EBEL_DRUGBANK_RELATION,17900,36474,positive allosteric modulator,yes
EBEL_DRUGBANK_RELATION,22442,42076,antagonist,unknown
EBEL_DRUGBANK_RELATION,22822,39893,positive allosteric modulator,yes
EBEL_DRUGBANK_RELATION,17849,35868,inhibitor,yes
EBEL_DRUGBANK_RELATION,22919,3497,inhibitor,no
EBEL_DRUGBANK_RELATION,26117,25547,inhibitor,yes
EBEL_DRUGBANK_RELATION,17518,40846,antagonist,unknown
EBEL_DRUGBANK_RELATION,17518,43315,inhibitor,unknown
EBEL_DRUGBANK_RELATION,17737,32696,positive allosteric modulator,yes
EBEL_DRUGBANK_RELATION,22719,39893,positive allosteric modulator,yes
EBEL_DRUGBANK_RELATION,25908,33560,inhibitor,yes
EBEL_DRUGBANK_RELATION,17623,37594,inhibitor,yes
EBEL_DRUGBANK_RELATION,22445,40482,agonist,yes
EBEL_DRUGBANK_RELATION,12512,39967,antagonist,yes
EBEL_DRUGBANK_RELATION,17964,32598,inhibitor,yes
EBEL_DRUGBANK_RELATION,22721,43505,antagonist,unknown
EBEL_DRUGBANK_RELATION,25911,36745,positive allosteric modulator,yes
EBEL_DRUGBANK_RELATION,17685,34974,antagonist,unknown
EBEL_DRUGBANK_RELATION,22393,44207,agonist,unknown
EBEL_DRUGBANK_RELATION,22722,11267,antagonist,unknown
EBEL_DRUGBANK_RELATION,22506,41257,agonist,yes
EBEL_DRUGBANK_RELATION,22825,8083,antagonist,unknown
EBEL_DRUGBANK_RELATION,26069,42502,agonist,yes
EBEL_DRUGBANK_RELATION,17474,44207,antagonist,unknown
EBEL_DRUGBANK_RELATION,17968,42042,inducer,yes
EBEL_DRUGBANK_RELATION,17627,42881,antagonist,yes
EBEL_DRUGBANK_RELATION,25704,40482,positive allosteric modulator,yes
EBEL_DRUGBANK_RELATION,26070,36132,positive allosteric modulator,yes
EBEL_DRUGBANK_RELATION,17853,44121,antagonist,unknown
EBEL_DRUGBANK_RELATION,22616,43047,agonist,yes
EBEL_DRUGBANK_RELATION,25858,40776,antagonist;inhibitor,yes
EBEL_DRUGBANK_RELATION,22452,25387,agonist,yes
EBEL_DRUGBANK_RELATION,22827,41713,inhibitor,yes
EBEL_DRUGBANK_RELATION,26071,34560,inhibitor,yes
EBEL_DRUGBANK_RELATION,22453,37273,inhibitor,unknown
EBEL_DRUGBANK_RELATION,22875,38176,negative modulator,yes
EBEL_DRUGBANK_RELATION,26172,33462,activator,unknown
EBEL_DRUGBANK_RELATION,17631,42714,antagonist;inhibitor,unknown
EBEL_DRUGBANK_RELATION,22782,34752,agonist,yes
EBEL_DRUGBANK_RELATION,17479,21054,positive allosteric modulator,yes
EBEL_DRUGBANK_RELATION,17578,7701,inhibitor,unknown
EBEL_DRUGBANK_RELATION,22876,41257,agonist,unknown
EBEL_DRUGBANK_RELATION,22455,11438,agonist;positive allosteric modulator,yes
EBEL_DRUGBANK_RELATION,22671,16678,antagonist,yes
EBEL_DRUGBANK_RELATION,26127,30910,inhibitor,unknown
EBEL_DRUGBANK_RELATION,17976,38524,inhibitor,yes
EBEL_DRUGBANK_RELATION,22784,41505,agonist,yes
EBEL_DRUGBANK_RELATION,26128,43047,agonist,yes
EBEL_DRUGBANK_RELATION,17860,44121,antagonist,unknown
EBEL_DRUGBANK_RELATION,25709,35732,inhibitor,unknown
EBEL_DRUGBANK_RELATION,17528,39491,activator,unknown
EBEL_DRUGBANK_RELATION,22516,43228,antagonist,yes
EBEL_DRUGBANK_RELATION,25817,38338,inhibitor,unknown
EBEL_DRUGBANK_RELATION,22787,37957,inhibitor,unknown
EBEL_DRUGBANK_RELATION,22460,43764,agonist,yes
EBEL_DRUGBANK_RELATION,25819,38837,positive allosteric modulator,yes
EBEL_DRUGBANK_RELATION,17636,38273,inhibitor,unknown
EBEL_DRUGBANK_RELATION,22405,7823,antagonist,yes
EBEL_DRUGBANK_RELATION,17532,40563,antagonist,unknown
EBEL_DRUGBANK_RELATION,17864,42594,antagonist,unknown
EBEL_DRUGBANK_RELATION,25867,35828,agonist,yes
EBEL_DRUGBANK_RELATION,22462,36216,antagonist,unknown
EBEL_DRUGBANK_RELATION,22570,32394,inhibitor,yes
EBEL_DRUGBANK_RELATION,25715,44114,antagonist,yes
EBEL_DRUGBANK_RELATION,12525,39427,agonist,yes
EBEL_DRUGBANK_RELATION,22738,43806,antagonist,yes
EBEL_DRUGBANK_RELATION,25980,3551,inhibitor,unknown
EBEL_DRUGBANK_RELATION,22627,10979,inhibitor,yes
EBEL_DRUGBANK_RELATION,22883,38869,antagonist,unknown
EBEL_DRUGBANK_RELATION,25982,43047,antagonist,yes
EBEL_DRUGBANK_RELATION,17806,35549,antagonist,unknown
EBEL_DRUGBANK_RELATION,17921,39893,positive allosteric modulator,yes
EBEL_DRUGBANK_RELATION,22573,37803,antagonist,no
EBEL_DRUGBANK_RELATION,25717,35549,antagonist,unknown
EBEL_DRUGBANK_RELATION,25770,38837,positive allosteric modulator,yes
EBEL_DRUGBANK_RELATION,26133,32394,inhibitor,unknown
EBEL_DRUGBANK_RELATION,17535,33631,inhibitor,unknown
EBEL_DRUGBANK_RELATION,17587,29043,positive allosteric modulator,yes
EBEL_DRUGBANK_RELATION,17808,38701,antagonist,unknown
EBEL_DRUGBANK_RELATION,22574,40737,agonist,yes
EBEL_DRUGBANK_RELATION,22841,42834,negative modulator,unknown
EBEL_DRUGBANK_RELATION,26038,34571,agonist,yes
EBEL_DRUGBANK_RELATION,22742,36584,inhibitor,unknown
EBEL_DRUGBANK_RELATION,17810,38176,inhibitor,unknown
EBEL_DRUGBANK_RELATION,22630,37436,antagonist,unknown
EBEL_DRUGBANK_RELATION,22843,7823,antagonist,yes
EBEL_DRUGBANK_RELATION,26086,42042,inhibitor,yes
EBEL_DRUGBANK_RELATION,17758,11103,positive allosteric modulator,yes
EBEL_DRUGBANK_RELATION,22631,11007,agonist,yes
EBEL_DRUGBANK_RELATION,22414,37616,inhibitor,unknown
EBEL_DRUGBANK_RELATION,25666,35454,activator,yes
EBEL_DRUGBANK_RELATION,22415,36648,inhibitor,yes
EBEL_DRUGBANK_RELATION,22745,35828,antagonist,unknown
EBEL_DRUGBANK_RELATION,22797,8083,agonist,unknown
EBEL_DRUGBANK_RELATION,26188,43505,antagonist,yes
EBEL_DRUGBANK_RELATION,17993,34974,antagonist,yes
EBEL_DRUGBANK_RELATION,22746,36060,agonist,yes
EBEL_DRUGBANK_RELATION,25775,40789,antagonist,unknown
EBEL_DRUGBANK_RELATION,17874,40789,positive allosteric modulator,yes
EBEL_DRUGBANK_RELATION,25876,29341,agonist,yes
EBEL_DRUGBANK_RELATION,17931,34974,antagonist,unknown
EBEL_DRUGBANK_RELATION,22580,42978,agonist,unknown
EBEL_DRUGBANK_RELATION,25939,39747,negative modulator,yes
EBEL_DRUGBANK_RELATION,12535,40482,positive allosteric modulator,yes
EBEL_DRUGBANK_RELATION,25723,41686,agonist,yes
EBEL_DRUGBANK_RELATION,12536,25527,inhibitor,yes
EBEL_DRUGBANK_RELATION,25829,35549,agonist,yes
EBEL_DRUGBANK_RELATION,22692,39673,antagonist,yes
EBEL_DRUGBANK_RELATION,22583,38093,antagonist,yes
EBEL_DRUGBANK_RELATION,25881,38093,antagonist,yes
EBEL_DRUGBANK_RELATION,26193,33686,positive allosteric modulator,yes
EBEL_DRUGBANK_RELATION,17598,7853,inhibitor,yes
EBEL_DRUGBANK_RELATION,25780,34560,antagonist,yes
EBEL_DRUGBANK_RELATION,26094,29208,agonist,yes
EBEL_DRUGBANK_RELATION,17547,40267,inhibitor,yes
EBEL_DRUGBANK_RELATION,18000,39722,inhibitor,unknown
EBEL_DRUGBANK_RELATION,25998,37803,antagonist,yes
EBEL_DRUGBANK_RELATION,25677,36266,agonist,yes
EBEL_DRUGBANK_RELATION,17715,44554,inhibitor,unknown
EBEL_DRUGBANK_RELATION,22540,36132,positive allosteric modulator,yes
EBEL_DRUGBANK_RELATION,12539,34974,inverse agonist,unknown
EBEL_DRUGBANK_RELATION,26145,32302,antagonist,yes
EBEL_DRUGBANK_RELATION,22482,34974,agonist,unknown
EBEL_DRUGBANK_RELATION,22804,11077,agonist,unknown
EBEL_DRUGBANK_RELATION,25678,36216,antagonist,no
EBEL_DRUGBANK_RELATION,26001,38093,antagonist,yes
EBEL_DRUGBANK_RELATION,17824,8083,antagonist,no
EBEL_DRUGBANK_RELATION,26002,38157,inhibitor,yes
EBEL_DRUGBANK_RELATION,22756,41731,agonist,unknown
EBEL_DRUGBANK_RELATION,26100,44560,antagonist,unknown
EBEL_DRUGBANK_RELATION,17941,41042,inhibitor,yes
EBEL_DRUGBANK_RELATION,22757,37594,inhibitor,unknown
EBEL_DRUGBANK_RELATION,17942,39474,antagonist,unknown
EBEL_DRUGBANK_RELATION,17555,16453,antagonist,unknown
EBEL_DRUGBANK_RELATION,17943,39973,agonist,yes
EBEL_DRUGBANK_RELATION,25888,7701,inhibitor,unknown
EBEL_DRUGBANK_RELATION,17660,42700,antagonist,yes
EBEL_DRUGBANK_RELATION,22647,40716,antagonist,yes
EBEL_DRUGBANK_RELATION,17721,36132,positive allosteric modulator,yes
EBEL_DRUGBANK_RELATION,22432,39747,partial agonist,yes
EBEL_DRUGBANK_RELATION,25682,42978,agonist,yes
EBEL_DRUGBANK_RELATION,17775,37492,inhibitor,yes
EBEL_DRUGBANK_RELATION,25736,39893,antagonist,yes
EBEL_DRUGBANK_RELATION,26103,37467,antagonist,yes
EBEL_DRUGBANK_RELATION,17663,42524,inhibitor,yes
EBEL_DRUGBANK_RELATION,22762,20798,agonist,unknown
EBEL_DRUGBANK_RELATION,25684,36132,positive allosteric modulator,yes
EBEL_DRUGBANK_RELATION,17558,38247,agonist,yes
EBEL_DRUGBANK_RELATION,22434,36837,inhibitor,yes
EBEL_DRUGBANK_RELATION,25953,44560,antagonist,yes
EBEL_DRUGBANK_RELATION,26205,43410,inhibitor,unknown
EBEL_DRUGBANK_RELATION,22598,29312,inhibitor,yes
EBEL_DRUGBANK_RELATION,25894,32445,inhibitor,unknown
EBEL_DRUGBANK_RELATION,17561,32394,inhibitor,unknown
EBEL_DRUGBANK_RELATION,17836,29404,inhibitor,unknown
EBEL_DRUGBANK_RELATION,17836,16850,inhibitor,unknown
EBEL_DRUGBANK_RELATION,17836,42235,inhibitor,unknown
EBEL_DRUGBANK_RELATION,17836,39142,inhibitor,unknown
EBEL_DRUGBANK_RELATION,17836,42687,inhibitor,unknown
EBEL_DRUGBANK_RELATION,17836,38903,inhibitor,unknown
EBEL_DRUGBANK_RELATION,17836,11200,inhibitor,unknown
EBEL_DRUGBANK_RELATION,22813,36132,positive allosteric modulator,yes
EBEL_DRUGBANK_RELATION,25843,36132,agonist,unknown
EBEL_DRUGBANK_RELATION,26060,36745,inhibitor,unknown
