:TYPE,:START_ID,:END_ID,publication_year:float,pmid:int,hdac6:boolean,autophagy:boolean,anatabine:boolean,evidence:string,document:string,pmc:string,citation:string,annotation:string,tau:boolean
DIRECTLY_INCREASES,2054,2132,2017.0,27794524,False,False,False,"Because pathology findings and number of transected axons correlate with degree of inflammation in acute multiple sclerosis lesions (Trapp et al., 1998; Frischer et al., 2009), great interest has been focused on neurotoxic products released by innate immune cells, particularly ROS, RNS and nitric oxide (NO) produced by macrophages, microglia, and astrocytes, both in multiple sclerosis and in EAE (Haider et al., 2011).",#61:20,,"{""full_journal_name"": ""Brain : a journal of neurology"", ""pub_date"": ""2017-05-29"", ""ref"": ""27794524"", ""pub_year"": 2017, ""last_author"": ""Fiol MP"", ""type"": ""PubMed"", ""author_list"": [""Correale J"", ""Gait\u00e1n MI"", ""Ysrraelit MC"", ""Fiol MP""], ""title"": ""Progressive multiple sclerosis: from pathogenic mechanisms to treatment."", ""doi"": ""10.1093/brain/aww258""}","{""Confidence"": [""High""], ""Disease"": [""multiple sclerosis""], ""MeSHDisease"": [""Encephalomyelitis, Autoimmune, Experimental""], ""mesh"": [""Disease Progression"", ""Humans"", ""Magnetic Resonance Imaging"", ""Multiple Sclerosis""]}",False
DIRECTLY_INCREASES,27080,32340,2012.0,22272245,False,False,False,"Differentiated neural cultures derived from KLC1-suppressed hESC contained neural rosettes but further differentiation revealed obvious morphological changes along with reduced levels of microtubule- associated neural proteins, including Tau and less secreted Abeta, supporting the previously established connection between KLC1, Tau and Abeta",#59:5,PMC3260181,"{""full_journal_name"": ""PloS one"", ""pub_date"": ""2012-06-11"", ""ref"": ""22272245"", ""pub_year"": 2012, ""last_author"": ""Goldstein LS"", ""type"": ""PubMed"", ""author_list"": [""Killian RL"", ""Flippin JD"", ""Herrera CM"", ""Almenar-Queralt A"", ""Goldstein LS""], ""title"": ""Kinesin light chain 1 suppression impairs human embryonic stem cell neural differentiation and amyloid precursor protein metabolism."", ""doi"": ""10.1371/journal.pone.0029755""}","{""Condition"": [""Normal Healthy State""], ""Subgraph"": [""Amyloidogenic subgraph"", ""Tau protein subgraph""], ""mesh"": [""Amyloid beta-Protein Precursor"", ""Antigens, Surface"", ""Blotting, Western"", ""Cell Differentiation"", ""Cell Line"", ""Cell Proliferation"", ""Embryonic Stem Cells"", ""Flow Cytometry"", ""Humans"", ""Karyotyping"", ""Kinesins"", ""Microtubule-Associated Proteins"", ""Neural Stem Cells"", ""Neurites"", ""Neurons"", ""Octamer Transcription Factor-3"", ""Pluripotent Stem Cells"", ""RNA Interference"", ""tau Proteins""], ""substances"": [""Amyloid beta-Protein Precursor"", ""Antigens, Surface"", ""KLC1 protein, human"", ""MAPT protein, human"", ""Microtubule-Associated Proteins"", ""Octamer Transcription Factor-3"", ""POU5F1 protein, human"", ""TRA-1-81 antigen, human"", ""tau Proteins"", ""Kinesins""]}",False
DIRECTLY_INCREASES,858,10651,2019.0,29158945,False,False,False,"In particular, the TLR4 ligand lipopolysaccharide (LPS) promotes macrophage differentiation toward M1 phenotype.24",#57:0,PMC5661633,"{""full_journal_name"": ""Signal transduction and targeted therapy"", ""pub_date"": ""2021-02-02"", ""ref"": ""29158945"", ""pub_year"": 2021, ""last_author"": ""Sun SC"", ""type"": ""PubMed"", ""author_list"": [""Liu T"", ""Zhang L"", ""Joo D"", ""Sun SC""], ""title"": ""NF-\u03baB signaling in inflammation."", ""doi"": ""10.1038/sigtrans.2017.23""}","{""PublicationType"": [""Review""], ""Section"": [""Function of NF-\u03baB in innate immune cells""]}",False
DIRECTLY_INCREASES,5381,6834,2019.0,29158945,False,False,False,"Upon activation, CD4+ T cells differentiate into different subsets of effector T cells, including Th1, Th2, Th17 and T follicular (Tfh) cells, which secrete distinct cytokines and mediate different aspects of immune responses.37",#57:0,PMC5661633,"{""full_journal_name"": ""Signal transduction and targeted therapy"", ""pub_date"": ""2021-02-02"", ""ref"": ""29158945"", ""pub_year"": 2021, ""last_author"": ""Sun SC"", ""type"": ""PubMed"", ""author_list"": [""Liu T"", ""Zhang L"", ""Joo D"", ""Sun SC""], ""title"": ""NF-\u03baB signaling in inflammation."", ""doi"": ""10.1038/sigtrans.2017.23""}","{""PublicationType"": [""Review""], ""Section"": [""NF-\u03baB function in T cells""]}",False
DIRECTLY_INCREASES,8216,29140,2013.0,23758787,False,False,False,"Phosphorylation of TRAF1 (at Ser 139 in mouse and Ser 146 in human by PKN1) inhibits TNF-R2-dependent tonic NF-κB and JNK signaling in HeLa cells [233], and also has a negative impact on the recruitment of TBK1 to the 4-1BB signaling complex and the subsequent NF-κB activation in T cells [234].",#57:0,PMC3697994,"{""full_journal_name"": ""Journal of molecular signaling"", ""pub_date"": ""2013-07-03"", ""ref"": ""23758787"", ""pub_year"": 2013, ""last_author"": ""Xie P"", ""type"": ""PubMed"", ""author_list"": [""Xie P""], ""title"": ""TRAF molecules in cell signaling and in human diseases."", ""doi"": ""10.1186/1750-2187-8-7""}","{""CellLine"": [""HeLa cell""], ""PublicationType"": [""Review""], ""Section"": [""TRAFs in cytokine receptor signaling""], ""SignalingPathway"": [""TNF-R2""]}",False
DIRECTLY_INCREASES,9769,13401,2013.0,23758787,False,False,False,"TRAF6-generated free K63-polyubiquitin chains also bind to TAB2/3 to activate TAK1, and bind to NEMO to activate IKKα/β in the receptor complex.",#57:0,PMC3697994,"{""full_journal_name"": ""Journal of molecular signaling"", ""pub_date"": ""2013-07-03"", ""ref"": ""23758787"", ""pub_year"": 2013, ""last_author"": ""Xie P"", ""type"": ""PubMed"", ""author_list"": [""Xie P""], ""title"": ""TRAF molecules in cell signaling and in human diseases."", ""doi"": ""10.1186/1750-2187-8-7""}","{""PublicationType"": [""Review""], ""Section"": [""TRAFs in TLR signaling""]}",False
DIRECTLY_INCREASES,44315,6446,2013.0,23758787,False,False,False,"Mal (also known as TIRAP) facilitates the recruitment of MyD88 to TLR4, while TRAM acts as a bridging adaptor between TRIF and endocytosed TLR4.",#57:0,PMC3697994,"{""full_journal_name"": ""Journal of molecular signaling"", ""pub_date"": ""2013-07-03"", ""ref"": ""23758787"", ""pub_year"": 2013, ""last_author"": ""Xie P"", ""type"": ""PubMed"", ""author_list"": [""Xie P""], ""title"": ""TRAF molecules in cell signaling and in human diseases."", ""doi"": ""10.1186/1750-2187-8-7""}","{""PublicationType"": [""Review""], ""Section"": [""TRAFs in TLR signaling""]}",False
DIRECTLY_INCREASES,1047,30376,2013.0,23758787,False,False,False,"In response to BAFF stimulation, a signaling pathway of c-Raf-MEK-ERK- dependent phosphorylation and down-regulation of the pro-apoptotic protein Bim also contributes to B cell survival [76].",#57:0,PMC3697994,"{""full_journal_name"": ""Journal of molecular signaling"", ""pub_date"": ""2013-07-03"", ""ref"": ""23758787"", ""pub_year"": 2013, ""last_author"": ""Xie P"", ""type"": ""PubMed"", ""author_list"": [""Xie P""], ""title"": ""TRAF molecules in cell signaling and in human diseases."", ""doi"": ""10.1186/1750-2187-8-7""}","{""PublicationType"": [""Review""], ""Section"": [""TRAFs in signaling by the TNF-R superfamily""]}",False
DIRECTLY_INCREASES,7540,1650,2013.0,23533697,False,False,False,"Beta-amyloid is formed following sequential cleavage of the amyloid precursor protein (APP) by two proteases, β-secretase and γ-secretase.",#57:0,PMC3606781,"{""full_journal_name"": ""Oxidative medicine and cellular longevity"", ""pub_date"": ""2013-08-20"", ""ref"": ""23533697"", ""pub_year"": 2013, ""last_author"": ""Rohn TT"", ""type"": ""PubMed"", ""author_list"": [""Rohn TT""], ""title"": ""The triggering receptor expressed on myeloid cells 2: \""TREM-ming\"" the inflammatory component associated with Alzheimer's disease."", ""doi"": ""10.1155/2013/860959""}","{""Section"": [""2. Pathology Associated with AD""], ""mesh"": [""Alzheimer Disease"", ""Cytokines"", ""Humans"", ""Inflammation"", ""Membrane Glycoproteins"", ""Microglia"", ""Oxidative Stress"", ""Plaque, Amyloid"", ""Reactive Oxygen Species"", ""Receptors, Immunologic""], ""substances"": [""Cytokines"", ""Membrane Glycoproteins"", ""Reactive Oxygen Species"", ""Receptors, Immunologic"", ""TREM2 protein, human""]}",False
DIRECTLY_INCREASES,10890,20916,2004.0,14642273,False,False,False,"Tau peptides containing phosphorylated S202, T205, and T396 were found only in Tg mice, supporting our results using AT8 and PHF1 antibodies",#60:23,,"{""full_journal_name"": ""Neuron"", ""pub_date"": ""2004-01-05"", ""ref"": ""14642273"", ""pub_year"": 2004, ""last_author"": ""Tsai LH"", ""type"": ""PubMed"", ""author_list"": [""Cruz JC"", ""Tseng HC"", ""Goldman JA"", ""Shih H"", ""Tsai LH""], ""title"": ""Aberrant Cdk5 activation by p25 triggers pathological events leading to neurodegeneration and neurofibrillary tangles.""}","{""Confidence"": [""Medium""], ""Research_Model"": [""p25 transgenic mice""], ""Species"": [""10090""], ""mesh"": [""Animals"", ""Brain"", ""Caspase 3"", ""Caspases"", ""Cell Count"", ""Cell Fractionation"", ""Cyclin-Dependent Kinase 5"", ""Cyclin-Dependent Kinases"", ""Detergents"", ""Green Fluorescent Proteins"", ""Humans"", ""Immunoblotting"", ""Immunohistochemistry"", ""Leucine"", ""Luminescent Proteins"", ""Mass Spectrometry"", ""Mice"", ""Mice, Inbred C57BL"", ""Mice, Transgenic"", ""Microscopy, Immunoelectron"", ""Microtubules"", ""Models, Neurological"", ""Nerve Degeneration"", ""Nerve Tissue Proteins"", ""Neurofibrillary Tangles"", ""Neurons"", ""Phosphorylation"", ""Proline"", ""Sarcosine"", ""Time Factors"", ""tau Proteins""], ""substances"": [""Detergents"", ""Luminescent Proteins"", ""Nerve Tissue Proteins"", ""neuronal Cdk5 activator (p25-p35)"", ""tau Proteins"", ""Green Fluorescent Proteins"", ""sarkosyl"", ""Proline"", ""Cyclin-Dependent Kinase 5"", ""CDK5 protein, human"", ""Cdk5 protein, mouse"", ""Cyclin-Dependent Kinases"", ""CASP3 protein, human"", ""Casp3 protein, mouse"", ""Caspase 3"", ""Caspases"", ""Leucine"", ""Sarcosine""]}",False
DIRECTLY_INCREASES,24258,8101,2014.0,24113872,False,False,False,"Using mass spectrometry, we identified multiple sites on recombinant tau that are phosphorylated by LRRK2 in vitro, including pT149 and pT153, which are phospho-epitopes that to date have been largely unexplored. Importantly, we demonstrate that expression of transgenic LRRK2 in a mouse model of tauopathy increased the aggregation of insoluble tau and its phosphorylation at T149, T153, T205, and S199/S202/T205 epitopes.",#60:23,PMC3830748,"{""full_journal_name"": ""Acta neuropathologica"", ""pub_date"": ""2014-07-10"", ""ref"": ""24113872"", ""pub_year"": 2014, ""last_author"": ""Lewis J"", ""type"": ""PubMed"", ""author_list"": [""Bailey RM"", ""Covy JP"", ""Melrose HL"", ""Rousseau L"", ""Watkinson R"", ""Knight J"", ""Miles S"", ""Farrer MJ"", ""Dickson DW"", ""Giasson BI"", ""Lewis J""], ""title"": ""LRRK2 phosphorylates novel tau epitopes and promotes tauopathy."", ""doi"": ""10.1007/s00401-013-1188-4""}","{""Confidence"": [""Medium""], ""Research_Model"": [""LRRK2 transgenic mice""], ""Species"": [""10090""], ""mesh"": [""Aged"", ""Aged, 80 and over"", ""Animals"", ""Brain"", ""Epitopes"", ""Female"", ""HEK293 Cells"", ""Humans"", ""Leucine-Rich Repeat Serine-Threonine Protein Kinase-2"", ""Male"", ""Mice"", ""Mice, Transgenic"", ""Middle Aged"", ""Phosphorylation"", ""Protein Serine-Threonine Kinases"", ""Tauopathies"", ""tau Proteins""], ""substances"": [""Epitopes"", ""tau Proteins"", ""LRRK2 protein, human"", ""Leucine-Rich Repeat Serine-Threonine Protein Kinase-2"", ""Protein Serine-Threonine Kinases""]}",False
DIRECTLY_INCREASES,43753,12832,2016.0,26631930,False,False,False,"In adult neurons, tau mainly distributes into axons, where it interacts with microtubules through the repeat-domain and flanking regions.",#59:49,,"{""full_journal_name"": ""Nature reviews. Neuroscience"", ""pub_date"": ""2016-04-20"", ""ref"": ""26631930"", ""pub_year"": 2016, ""last_author"": ""Mandelkow E"", ""type"": ""PubMed"", ""author_list"": [""Wang Y"", ""Mandelkow E""], ""title"": ""Tau in physiology and pathology."", ""doi"": ""10.1038/nrn.2015.1""}","{""Confidence"": [""High""], ""MeSHAnatomy"": [""Axons""], ""mesh"": [""Animals"", ""Humans"", ""Phosphorylation"", ""Protein Processing, Post-Translational"", ""Tauopathies"", ""tau Proteins""], ""substances"": [""tau Proteins""]}",False
DIRECTLY_INCREASES,29201,32595,1994.0,8282104,False,False,False,"The reaction with the diagnostic antibodies (Fig. 4) is similar to the examples shown previously for cdk2 (Fig. 2), MAP kinase [8], or GSK-3 [26], indicating the phosphorylation of the SP motifs for which these antibodies are sensitive (serines 199, 202, 235, 396, 404; see Fig. 1)",#57:72,,"{""full_journal_name"": ""FEBS letters"", ""pub_date"": ""1994-02-14"", ""ref"": ""8282104"", ""pub_year"": 1994, ""last_author"": ""Mandelkow E"", ""type"": ""PubMed"", ""author_list"": [""Baumann K"", ""Mandelkow EM"", ""Biernat J"", ""Piwnica-Worms H"", ""Mandelkow E""], ""title"": ""Abnormal Alzheimer-like phosphorylation of tau-protein by cyclin-dependent kinases cdk2 and cdk5.""}","{""Confidence"": [""High""], ""mesh"": [""Alzheimer Disease"", ""Amino Acid Sequence"", ""Animals"", ""Brain"", ""CDC2-CDC28 Kinases"", ""Calcium-Calmodulin-Dependent Protein Kinases"", ""Central Nervous System"", ""Chromatography, Gel"", ""Chromatography, Ion Exchange"", ""Cyclin-Dependent Kinase 2"", ""Cyclin-Dependent Kinase 5"", ""Cyclin-Dependent Kinases"", ""Electrophoresis, Polyacrylamide Gel"", ""Humans"", ""Microtubules"", ""Phosphorylation"", ""Protein Kinases"", ""Protein Serine-Threonine Kinases"", ""Recombinant Proteins"", ""Swine"", ""tau Proteins""], ""substances"": [""Recombinant Proteins"", ""tau Proteins"", ""Protein Kinases"", ""Cyclin-Dependent Kinase 5"", ""Protein Serine-Threonine Kinases"", ""Calcium-Calmodulin-Dependent Protein Kinases"", ""CDC2-CDC28 Kinases"", ""CDK2 protein, human"", ""CDK5 protein, human"", ""Cyclin-Dependent Kinase 2"", ""Cyclin-Dependent Kinases""]}",False
DIRECTLY_INCREASES,29201,40328,1994.0,8282104,False,False,False,"The Mr shifts up with time in several stages, very similar to our earlier observations with the brain kinase activity, MAP kinase and GSK3 (Fig. 2,)",#57:72,,"{""full_journal_name"": ""FEBS letters"", ""pub_date"": ""1994-02-14"", ""ref"": ""8282104"", ""pub_year"": 1994, ""last_author"": ""Mandelkow E"", ""type"": ""PubMed"", ""author_list"": [""Baumann K"", ""Mandelkow EM"", ""Biernat J"", ""Piwnica-Worms H"", ""Mandelkow E""], ""title"": ""Abnormal Alzheimer-like phosphorylation of tau-protein by cyclin-dependent kinases cdk2 and cdk5.""}","{""Confidence"": [""High""], ""mesh"": [""Alzheimer Disease"", ""Amino Acid Sequence"", ""Animals"", ""Brain"", ""CDC2-CDC28 Kinases"", ""Calcium-Calmodulin-Dependent Protein Kinases"", ""Central Nervous System"", ""Chromatography, Gel"", ""Chromatography, Ion Exchange"", ""Cyclin-Dependent Kinase 2"", ""Cyclin-Dependent Kinase 5"", ""Cyclin-Dependent Kinases"", ""Electrophoresis, Polyacrylamide Gel"", ""Humans"", ""Microtubules"", ""Phosphorylation"", ""Protein Kinases"", ""Protein Serine-Threonine Kinases"", ""Recombinant Proteins"", ""Swine"", ""tau Proteins""], ""substances"": [""Recombinant Proteins"", ""tau Proteins"", ""Protein Kinases"", ""Cyclin-Dependent Kinase 5"", ""Protein Serine-Threonine Kinases"", ""Calcium-Calmodulin-Dependent Protein Kinases"", ""CDC2-CDC28 Kinases"", ""CDK2 protein, human"", ""CDK5 protein, human"", ""Cyclin-Dependent Kinase 2"", ""Cyclin-Dependent Kinases""]}",False
DIRECTLY_INCREASES,26854,30326,2017.0,26979166,False,False,False,"Alternatively, downstream signaling towards NFkB may involve JAK2 activation of STAT3 [65–68] (see Fig. 1). Finally, activation of a7 nAChRs can result in inhibition of p38 MAP-kinase [8, 10, 19]. A functional consequence of this latter pathway is inhibition of the release of inflammatory mediators like TNFa and HMGB1 [8, 10, 19].",#58:34,PMC4894934,"{""full_journal_name"": ""Cellular and molecular life sciences : CMLS"", ""pub_date"": ""2017-02-15"", ""ref"": ""26979166"", ""pub_year"": 2017, ""last_author"": ""Feuerbach D"", ""type"": ""PubMed"", ""author_list"": [""Kalkman HO"", ""Feuerbach D""], ""title"": ""Modulatory effects of \u03b17 nAChRs on the immune system and its relevance for CNS disorders."", ""doi"": ""10.1007/s00018-016-2175-4""}","{""Confidence"": [""High""], ""mesh"": [""Animals"", ""Central Nervous System Diseases"", ""Drug Discovery"", ""Humans"", ""Immune System"", ""Signal Transduction"", ""alpha7 Nicotinic Acetylcholine Receptor""], ""substances"": [""alpha7 Nicotinic Acetylcholine Receptor""]}",False
DIRECTLY_INCREASES,40989,6503,2014.0,25036637,False,False,False,"BAG3 and BAG4 showed a strong association only with the small heat shock protein Hsp27 (Figure 5F) and the mRNA decapping complex member DCP1B, respectively (Figure 5G), whereas BAG1 interacted with several proteasome subunits (Figure S4C)",#58:38,PMC4104544,"{""full_journal_name"": ""Cell"", ""pub_date"": ""2014-10-21"", ""ref"": ""25036637"", ""pub_year"": 2014, ""last_author"": ""Lindquist S"", ""type"": ""PubMed"", ""author_list"": [""Taipale M"", ""Tucker G"", ""Peng J"", ""Krykbaeva I"", ""Lin ZY"", ""Larsen B"", ""Choi H"", ""Berger B"", ""Gingras AC"", ""Lindquist S""], ""title"": ""A quantitative chaperone interaction network reveals the architecture of cellular protein homeostasis pathways."", ""doi"": ""10.1016/j.cell.2014.05.039""}","{""Confidence"": [""Low""], ""mesh"": [""HSP70 Heat-Shock Proteins"", ""HSP90 Heat-Shock Proteins"", ""Humans"", ""Protein Folding"", ""Protein Interaction Maps"", ""Tacrolimus Binding Proteins""], ""substances"": [""FKBP6 protein, human"", ""HSP70 Heat-Shock Proteins"", ""HSP90 Heat-Shock Proteins"", ""Tacrolimus Binding Proteins""]}",False
DIRECTLY_INCREASES,38050,6401,2009.0,19277525,False,False,False,"Except the B′′′ subunits, direct interactions between the PP2A core enzyme and the regulatory subunits have been demonstrated",#57:33,,"{""full_journal_name"": ""Science in China. Series C, Life sciences"", ""pub_date"": ""2009-05-19"", ""ref"": ""19277525"", ""pub_year"": 2009, ""last_author"": ""Shi Y"", ""type"": ""PubMed"", ""author_list"": [""Shi Y""], ""title"": ""Assembly and structure of protein phosphatase 2A."", ""doi"": ""10.1007/s11427-009-0018-3""}","{""Confidence"": [""High""], ""mesh"": [""Biopolymers"", ""Catalytic Domain"", ""Models, Molecular"", ""Protein Conformation"", ""Protein Phosphatase 2""], ""substances"": [""Biopolymers"", ""Protein Phosphatase 2""]}",False
DIRECTLY_INCREASES,41118,1003,2014.0,25036637,False,False,False,"For example, we identified several protein kinases that copurified with CDC37, a known kinase-specific Hsp90 cochaperone (Taipale et al., 2012)",#58:38,PMC4104544,"{""full_journal_name"": ""Cell"", ""pub_date"": ""2014-10-21"", ""ref"": ""25036637"", ""pub_year"": 2014, ""last_author"": ""Lindquist S"", ""type"": ""PubMed"", ""author_list"": [""Taipale M"", ""Tucker G"", ""Peng J"", ""Krykbaeva I"", ""Lin ZY"", ""Larsen B"", ""Choi H"", ""Berger B"", ""Gingras AC"", ""Lindquist S""], ""title"": ""A quantitative chaperone interaction network reveals the architecture of cellular protein homeostasis pathways."", ""doi"": ""10.1016/j.cell.2014.05.039""}","{""Confidence"": [""High""], ""mesh"": [""HSP70 Heat-Shock Proteins"", ""HSP90 Heat-Shock Proteins"", ""Humans"", ""Protein Folding"", ""Protein Interaction Maps"", ""Tacrolimus Binding Proteins""], ""substances"": [""FKBP6 protein, human"", ""HSP70 Heat-Shock Proteins"", ""HSP90 Heat-Shock Proteins"", ""Tacrolimus Binding Proteins""]}",False
DIRECTLY_INCREASES,1346,3286,2019.0,30962309,False,False,False,"A common manifestation of SLE, higher levels of miR-146a in glomeruli and miR-148a-3p in serum and glomeruli of patients with lupus nephritis have been reported relative to healthy controls (117, 118).",#69:46,,"{""full_journal_name"": ""Journal of immunology (Baltimore, Md. : 1950)"", ""pub_date"": ""2019-12-27"", ""ref"": ""30962309"", ""pub_year"": 2019, ""last_author"": ""Zettl UK"", ""type"": ""PubMed"", ""author_list"": [""Boxberger N"", ""Hecker M"", ""Zettl UK""], ""title"": ""Dysregulation of Inflammasome Priming and Activation by MicroRNAs in Human Immune-Mediated Diseases."", ""doi"": ""10.4049/jimmunol.1801416""}","{""Confidence"": [""High""], ""MeSHAnatomy"": [""Glomerular Basement Membrane"", ""Serum""], ""mesh"": [""Autoimmune Diseases"", ""Caspase 1"", ""Caspase 8"", ""Humans"", ""Inflammasomes"", ""MicroRNAs"", ""NLR Family, Pyrin Domain-Containing 3 Protein"", ""Receptors, Interleukin"", ""Signal Transduction"", ""Toll-Like Receptors""], ""substances"": [""Inflammasomes"", ""MIRN155 microRNA, human"", ""MIRN223 microRNA, human"", ""MicroRNAs"", ""NLR Family, Pyrin Domain-Containing 3 Protein"", ""NLRP3 protein, human"", ""Receptors, Interleukin"", ""Toll-Like Receptors"", ""CASP8 protein, human"", ""Caspase 8"", ""Caspase 1""]}",False
DIRECTLY_INCREASES,252,31679,1997.0,8892344,False,False,False,"Cytokines such as TGF beta 1 and interleukin 1 enhance the expression of clusterin, which may link clusterin to inflammatory mechanisms in AD",#59:5,,"{""full_journal_name"": ""Neurobiology of aging"", ""pub_date"": ""1997-02-18"", ""ref"": ""8892344"", ""pub_year"": 1997, ""last_author"": ""Oda T"", ""type"": ""PubMed"", ""author_list"": [""Choi-Miura NH"", ""Oda T""], ""title"": ""Relationship between multifunctional protein \""clusterin\"" and Alzheimer disease.""}","{""Subgraph"": [""Endosomal lysosomal subgraph"", ""Interleukin signaling subgraph""], ""mesh"": [""Alzheimer Disease"", ""Biomarkers"", ""Brain"", ""Brain Chemistry"", ""Clusterin"", ""Glycoproteins"", ""Humans"", ""Molecular Chaperones"", ""Nerve Tissue Proteins""], ""substances"": [""Biomarkers"", ""CLU protein, human"", ""Clusterin"", ""Glycoproteins"", ""Molecular Chaperones"", ""Nerve Tissue Proteins""]}",False
DIRECTLY_INCREASES,31830,16101,2012.0,22434822,False,False,False,"Processing of APP to produce Ab involves cleavage by b-site APP cleaving enzyme-1 (BACE1) and g-secretase that process APP at the N- and C-termini, respectively, of the Ab sequence.",#59:5,PMC3373235,"{""full_journal_name"": ""Human molecular genetics"", ""pub_date"": ""2012-12-13"", ""ref"": ""22434822"", ""pub_year"": 2012, ""last_author"": ""Miller CC"", ""type"": ""PubMed"", ""author_list"": [""Vagnoni A"", ""Perkinton MS"", ""Gray EH"", ""Francis PT"", ""Noble W"", ""Miller CC""], ""title"": ""Calsyntenin-1 mediates axonal transport of the amyloid precursor protein and regulates A\u03b2 production."", ""doi"": ""10.1093/hmg/dds109""}","{""Subgraph"": [""Amyloidogenic subgraph"", ""Gamma secretase subgraph""], ""mesh"": [""ADAM Proteins"", ""ADAM10 Protein"", ""Alzheimer Disease"", ""Amyloid Precursor Protein Secretases"", ""Amyloid beta-Peptides"", ""Amyloid beta-Protein Precursor"", ""Animals"", ""Aspartic Acid Endopeptidases"", ""Axonal Transport"", ""Axons"", ""Calcium-Binding Proteins"", ""Cells, Cultured"", ""Green Fluorescent Proteins"", ""Kinesins"", ""Membrane Glycoproteins"", ""Presenilin-1"", ""Protein Transport"", ""RNA Interference"", ""RNA, Small Interfering"", ""Rats""], ""substances"": [""Amyloid beta-Peptides"", ""Amyloid beta-Protein Precursor"", ""Calcium-Binding Proteins"", ""Clstn1 protein, rat"", ""Membrane Glycoproteins"", ""Presenilin-1"", ""RNA, Small Interfering"", ""enhanced green fluorescent protein"", ""nicastrin protein"", ""Green Fluorescent Proteins"", ""Amyloid Precursor Protein Secretases"", ""Aspartic Acid Endopeptidases"", ""Bace1 protein, rat"", ""ADAM Proteins"", ""ADAM10 Protein"", ""ADAM10 protein, rat"", ""Kinesins""]}",False
DIRECTLY_INCREASES,8162,751,2014.0,25036637,False,False,False,"The second cluster (URI1, POLR3A, and RPAP3) interacted also with RPAP3 and Hsp90 in addition to the prefoldins (Figure 6B)",#58:38,PMC4104544,"{""full_journal_name"": ""Cell"", ""pub_date"": ""2014-10-21"", ""ref"": ""25036637"", ""pub_year"": 2014, ""last_author"": ""Lindquist S"", ""type"": ""PubMed"", ""author_list"": [""Taipale M"", ""Tucker G"", ""Peng J"", ""Krykbaeva I"", ""Lin ZY"", ""Larsen B"", ""Choi H"", ""Berger B"", ""Gingras AC"", ""Lindquist S""], ""title"": ""A quantitative chaperone interaction network reveals the architecture of cellular protein homeostasis pathways."", ""doi"": ""10.1016/j.cell.2014.05.039""}","{""Confidence"": [""High""], ""mesh"": [""HSP70 Heat-Shock Proteins"", ""HSP90 Heat-Shock Proteins"", ""Humans"", ""Protein Folding"", ""Protein Interaction Maps"", ""Tacrolimus Binding Proteins""], ""substances"": [""FKBP6 protein, human"", ""HSP70 Heat-Shock Proteins"", ""HSP90 Heat-Shock Proteins"", ""Tacrolimus Binding Proteins""]}",False
DIRECTLY_INCREASES,30938,9320,2014.0,25036637,False,False,False,"First, FKBP51 interacted with a subset of the kinases that interacted with CDC37 (Figure 3B)",#58:38,PMC4104544,"{""full_journal_name"": ""Cell"", ""pub_date"": ""2014-10-21"", ""ref"": ""25036637"", ""pub_year"": 2014, ""last_author"": ""Lindquist S"", ""type"": ""PubMed"", ""author_list"": [""Taipale M"", ""Tucker G"", ""Peng J"", ""Krykbaeva I"", ""Lin ZY"", ""Larsen B"", ""Choi H"", ""Berger B"", ""Gingras AC"", ""Lindquist S""], ""title"": ""A quantitative chaperone interaction network reveals the architecture of cellular protein homeostasis pathways."", ""doi"": ""10.1016/j.cell.2014.05.039""}","{""Confidence"": [""Medium""], ""mesh"": [""HSP70 Heat-Shock Proteins"", ""HSP90 Heat-Shock Proteins"", ""Humans"", ""Protein Folding"", ""Protein Interaction Maps"", ""Tacrolimus Binding Proteins""], ""substances"": [""FKBP6 protein, human"", ""HSP70 Heat-Shock Proteins"", ""HSP90 Heat-Shock Proteins"", ""Tacrolimus Binding Proteins""]}",False
DIRECTLY_INCREASES,14470,1138,2017.0,27794524,False,False,False,"With increasing electrical traffic, axoplasmic Ca2+ will rise and eventually a Ca2+- mediated degenerative response will be initiated (Trapp and Stys, 2009).",#64:59,,"{""full_journal_name"": ""Brain : a journal of neurology"", ""pub_date"": ""2017-05-29"", ""ref"": ""27794524"", ""pub_year"": 2017, ""last_author"": ""Fiol MP"", ""type"": ""PubMed"", ""author_list"": [""Correale J"", ""Gait\u00e1n MI"", ""Ysrraelit MC"", ""Fiol MP""], ""title"": ""Progressive multiple sclerosis: from pathogenic mechanisms to treatment."", ""doi"": ""10.1093/brain/aww258""}","{""mesh"": [""Disease Progression"", ""Humans"", ""Magnetic Resonance Imaging"", ""Multiple Sclerosis""]}",False
