:ID,:LABEL,namespace:string,pure:boolean,involved_other:string,chebi:float,bel:string,name:string
2140,Abundance,CHEBI,False,87637,,"a(CHEBI:""87637"")",87637
2141,Abundance,MESH,False,Free Radicals,,"a(MESH:""Free Radicals"")",Free Radicals
2142,Abundance,CHEBI,False,90,,"a(CHEBI:""90"")",90
2143,Abundance,CHEBI,False,antigen,59132.0,"a(CHEBI:""antigen"")",antigen
2144,Abundance,PUBCHEM,False,400769,,"a(PUBCHEM:""400769"")",400769
2145,Abundance,GOCC,False,cyclin-dependent protein kinase holoenzyme complex,,"a(GOCC:""cyclin-dependent protein kinase holoenzyme complex"")",cyclin-dependent protein kinase holoenzyme complex
2146,Abundance,CHEBI,False,gefitinib,49668.0,"a(CHEBI:""gefitinib"")",gefitinib
2147,Abundance,CONSO,False,CONSO00100,,"a(CONSO:""CONSO00100"")",CONSO00100
2148,Abundance,CHEBI,False,"3-(4,5-dimethylthiazol-2-yl)-2,5-diphenyltetrazolium bromide",53233.0,"a(CHEBI:""3-(4,5-dimethylthiazol-2-yl)-2,5-diphenyltetrazolium bromide"")","3-(4,5-dimethylthiazol-2-yl)-2,5-diphenyltetrazolium bromide"
2149,Abundance,MESHA,,Microglia,,"a(MESHA:""Microglia"",loc(MESHA:""Brain""))",Microglia
2150,Abundance,HBP,,amyloid-beta aggregates,,"a(HBP:""amyloid-beta aggregates"",loc(MESH:""Extracellular Space""))",amyloid-beta aggregates
2151,Abundance,CHEBI,False,Resiniferatoxin,8809.0,"a(CHEBI:""Resiniferatoxin"")",Resiniferatoxin
2152,Abundance,CHEBI,False,acetylcysteine,22198.0,"a(CHEBI:""acetylcysteine"")",acetylcysteine
2153,Abundance,CHEBI,False,prostaglandin D2,15555.0,"a(CHEBI:""prostaglandin D2"")",prostaglandin D2
2154,Abundance,CHEBI,,Thrombin,,"a(CHEBI:""Thrombin"",loc(MESH:""Microvessels""))",Thrombin
2155,Abundance,MESH,False,Motor Neurons,,"a(MESH:""Motor Neurons"")",Motor Neurons
2156,Abundance,CHEBI,,calcium(2+),,"a(CHEBI:""calcium(2+)"",loc(MESHA:""Cytosol""))",calcium(2+)
2157,Abundance,CHEBI,False,cinnamaldehydes,23245.0,"a(CHEBI:""cinnamaldehydes"")",cinnamaldehydes
2158,Abundance,CHEBI,False,fatty acid,35366.0,"a(CHEBI:""fatty acid"")",fatty acid
2159,Abundance,MESH,False,3-methyladenine,,"a(MESH:""3-methyladenine"")",3-methyladenine
2160,Abundance,GO,False,phagophore,,"a(GO:""phagophore"")",phagophore
2161,Abundance,PUBCHEM,False,71361092,,"a(PUBCHEM:""71361092"")",71361092
2162,Abundance,CONSO,False,3-3 dityrosine cross-linking,,"a(CONSO:""3-3 dityrosine cross-linking"")",3-3 dityrosine cross-linking
2163,Abundance,CHEBI,False,pyrazole,14973.0,"a(CHEBI:""pyrazole"")",pyrazole
2164,Abundance,GO,False,autophagosome,,"a(GO:""autophagosome"")",autophagosome
2165,Abundance,CC,,GI254023X,,"a(CC:""GI254023X"",loc(MESHA:""Macrophages""))",GI254023X
2166,Abundance,CHEBI,False,folates,67011.0,"a(CHEBI:""folates"")",folates
2167,Abundance,CHEBI,False,dextran,52071.0,"a(CHEBI:""dextran"")",dextran
2168,Abundance,CHEBI,False,oxidopamine,78741.0,"a(CHEBI:""oxidopamine"")",oxidopamine
2169,Abundance,GO,False,autolysosome,,"a(GO:""autolysosome"")",autolysosome
2170,Abundance,CONSO,False,ID-8,,"a(CONSO:""ID-8"")",ID-8
2171,Abundance,ADO,False,beta-soluble amyloid precursor protein,,"a(ADO:""beta-soluble amyloid precursor protein"")",beta-soluble amyloid precursor protein
2172,Abundance,MESH,,Actins,,"a(MESH:""Actins"",loc(GO:""synapse""))",Actins
2173,Abundance,GO,False,mitochondrion,,"a(GO:""mitochondrion"")",mitochondrion
2174,Abundance,CONSO,False,Thiamet G,,"a(CONSO:""Thiamet G"")",Thiamet G
2175,Abundance,CHEBI,False,glycosaminoglycan,18085.0,"a(CHEBI:""glycosaminoglycan"")",glycosaminoglycan
2176,Abundance,CONSO,False,Phenylthiazolyl-hydrazide,,"a(CONSO:""Phenylthiazolyl-hydrazide"")",Phenylthiazolyl-hydrazide
2177,Abundance,PUBCHEM,False,57381425,,"a(PUBCHEM:""57381425"")",57381425
2178,Abundance,CHEBI,False,sorafenib,50924.0,"a(CHEBI:""sorafenib"")",sorafenib
2179,Abundance,CHEBI,False,beta-alanine,16958.0,"a(CHEBI:""beta-alanine"")",beta-alanine
2180,Abundance,CHEBI,False,cyclic ADP-ribose,,"a(CHEBI:""cyclic ADP-ribose"")",cyclic ADP-ribose
2181,Abundance,CONSO,False,C-30-27,,"a(CONSO:""C-30-27"")",C-30-27
2182,Abundance,CHEBI,False,bradykinin,3165.0,"a(CHEBI:""bradykinin"")",bradykinin
2183,Abundance,PUBCHEM,False,1056,,"a(PUBCHEM:""1056"")",1056
6552,Abundance,PUBCHEM,False,462382,,"a(PUBCHEM:""462382"")",462382
6553,Abundance,CHEBI,,(1->3)-beta-D-glucan,,"a(CHEBI:""(1->3)-beta-D-glucan"",loc(MESHA:""Macrophages""))",(1->3)-beta-D-glucan
6554,Abundance,PUBCHEM,False,56650312,,"a(PUBCHEM:""56650312"")",56650312
6555,Abundance,CHEBI,False,acetylsalicylic acid,15365.0,"a(CHEBI:""acetylsalicylic acid"")",acetylsalicylic acid
6556,Abundance,PUBCHEM,False,355052571,,"a(PUBCHEM:""355052571"")",355052571
6557,Abundance,CONSO,False,"Tau antibody, pS396",,"a(CONSO:""Tau antibody, pS396"")","Tau antibody, pS396"
6558,Abundance,PUBCHEM,False,91844718,,"a(PUBCHEM:""91844718"")",91844718
6559,Abundance,MESHA,,Microglia,,"a(MESHA:""Microglia"",loc(MGI:""Ccl21a""))",Microglia
6560,Abundance,SCOMP,False,gamma Secretase Complex,,"a(SCOMP:""gamma Secretase Complex"")",gamma Secretase Complex
6561,Abundance,PUBCHEM,False,24756910,,"a(PUBCHEM:""24756910"")",24756910
6562,Abundance,CONSO,False,RGFP136,,"a(CONSO:""RGFP136"")",RGFP136
6563,Abundance,CHEBI,False,thromboxane A2,15627.0,"a(CHEBI:""thromboxane A2"")",thromboxane A2
6564,Abundance,MESH,False,"Receptors, AMPA",,"a(MESH:""Receptors, AMPA"")","Receptors, AMPA"
6565,Abundance,PUBCHEM,False,4521392,,"a(PUBCHEM:""4521392"")",4521392
6566,Abundance,CHEBI,False,amyloid fibril,60425.0,"a(CHEBI:""amyloid fibril"")",amyloid fibril
6567,Abundance,CHEBI,False,N-retinylidene-N-retinylethanolamine,71980.0,"a(CHEBI:""N-retinylidene-N-retinylethanolamine"")",N-retinylidene-N-retinylethanolamine
6568,Abundance,CHEBI,False,8-hydroxy-2'-deoxyguanosine,40304.0,"a(CHEBI:""8-hydroxy-2'-deoxyguanosine"")",8-hydroxy-2'-deoxyguanosine
6569,Abundance,PUBCHEM,False,5311272,,"a(PUBCHEM:""5311272"")",5311272
6570,Abundance,PUBCHEM,False,799645,,"a(PUBCHEM:""799645"")",799645
6571,Abundance,CHEBI,False,sphingosine,16393.0,"a(CHEBI:""sphingosine"")",sphingosine
6572,Abundance,PUBCHEM,False,4878,,"a(PUBCHEM:""4878"")",4878
6573,Abundance,CONSO,False,huntingtin aggregates,,"a(CONSO:""huntingtin aggregates"")",huntingtin aggregates
6574,Abundance,CHEBI,False,"N-palmitoyl-S-[2,3-bis(palmitoyloxy)propyl]-Cys-Ser-Lys-Lys-Lys-Lys",134411.0,"a(CHEBI:""N-palmitoyl-S-[2,3-bis(palmitoyloxy)propyl]-Cys-Ser-Lys-Lys-Lys-Lys"")","N-palmitoyl-S-[2,3-bis(palmitoyloxy)propyl]-Cys-Ser-Lys-Lys-Lys-Lys"
6575,Abundance,CHEBI,False,progesterone,17026.0,"a(CHEBI:""progesterone"")",progesterone
6576,Abundance,PUBCHEM,False,135566354,,"a(PUBCHEM:""135566354"")",135566354
6577,Abundance,CHEBI,False,L-leucine,15603.0,"a(CHEBI:""L-leucine"")",L-leucine
6578,Abundance,TAXONOMY,False,8616,,"a(TAXONOMY:""8616"")",8616
6579,Abundance,MESH,False,Heparan Sulfate Proteoglycans,,"a(MESH:""Heparan Sulfate Proteoglycans"")",Heparan Sulfate Proteoglycans
6580,Abundance,MESH,False,Basal Ganglia,,"a(MESH:""Basal Ganglia"")",Basal Ganglia
6581,Abundance,MESH,False,Fetus,,"a(MESH:""Fetus"")",Fetus
6582,Abundance,PUBCHEM,False,162859,,"a(PUBCHEM:""162859"")",162859
6583,Abundance,CHEBI,False,calcineurin,53439.0,"a(CHEBI:""calcineurin"")",calcineurin
6584,Abundance,CHEBI,False,somatostatin,64628.0,"a(CHEBI:""somatostatin"")",somatostatin
6585,Abundance,CONSO,False,oxazolidinedione,,"a(CONSO:""oxazolidinedione"")",oxazolidinedione
6586,Abundance,GO,,inclusion body,,"a(GO:""inclusion body"",loc(MESH:""Neurons""))",inclusion body
6587,Abundance,MESHA,False,Erythrocytes,,"a(MESHA:""Erythrocytes"")",Erythrocytes
6588,Abundance,CHEBI,False,kynurenic acid,18344.0,"a(CHEBI:""kynurenic acid"")",kynurenic acid
6589,Abundance,CHEBI,False,myricetin,18152.0,"a(CHEBI:""myricetin"")",myricetin
6590,Abundance,CHEBI,False,lithium carbonate,6504.0,"a(CHEBI:""lithium carbonate"")",lithium carbonate
6591,Abundance,MESHA,,"T-Lymphocytes, Regulatory",,"a(MESHA:""T-Lymphocytes, Regulatory"",loc(MESHA:""Thymus Gland""))","T-Lymphocytes, Regulatory"
6592,Abundance,MESH,False,Acetylcholine,,"a(MESH:""Acetylcholine"")",Acetylcholine
6593,Abundance,CHEBI,False,Nicardipine,7550.0,"a(CHEBI:""Nicardipine"")",Nicardipine
6594,Abundance,MESH,False,Endosomes,,"a(MESH:""Endosomes"")",Endosomes
6595,Abundance,CHEBI,False,creatine,16919.0,"a(CHEBI:""creatine"")",creatine
6596,Abundance,MESHA,,Astrocytes,,"a(MESHA:""Astrocytes"",loc(MESHA:""Brain""))",Astrocytes
6597,Abundance,CHEBI,False,prostaglandin H2,15554.0,"a(CHEBI:""prostaglandin H2"")",prostaglandin H2
6598,Abundance,CHEBI,False,dopamine,18243.0,"a(CHEBI:""dopamine"")",dopamine
6599,Abundance,CHEBI,False,polyanionic polymer,61469.0,"a(CHEBI:""polyanionic polymer"")",polyanionic polymer
6600,Abundance,DRUGBANK,False,Robalzotan,,"a(DRUGBANK:""Robalzotan"")",Robalzotan
6601,Abundance,CHEBI,False,adenosine,16335.0,"a(CHEBI:""adenosine"")",adenosine
6602,Abundance,MESH,False,Nicotinic Antagonists,,"a(MESH:""Nicotinic Antagonists"")",Nicotinic Antagonists
6603,Abundance,CHEBI,False,indometacin,49662.0,"a(CHEBI:""indometacin"")",indometacin
6604,Abundance,MESH,False,"Receptors, Scavenger",,"a(MESH:""Receptors, Scavenger"")","Receptors, Scavenger"
6605,Abundance,CHEBI,False,levochlorpheniramine,52013.0,"a(CHEBI:""levochlorpheniramine"")",levochlorpheniramine
6606,Abundance,PUBCHEM,False,254741260,,"a(PUBCHEM:""254741260"")",254741260
6607,Abundance,CHEBI,False,taurine,15891.0,"a(CHEBI:""taurine"")",taurine
6608,Abundance,MESHC,False,Pore Forming Cytotoxic Proteins,,"a(MESHC:""Pore Forming Cytotoxic Proteins"")",Pore Forming Cytotoxic Proteins
6609,Abundance,CHEBI,False,4-(trimethylammonium)benzenediazonium,60610.0,"a(CHEBI:""4-(trimethylammonium)benzenediazonium"")",4-(trimethylammonium)benzenediazonium
6610,Abundance,CHEBI,False,omega-3 fatty acid,25681.0,"a(CHEBI:""omega-3 fatty acid"")",omega-3 fatty acid
6611,Abundance,PUBCHEM,False,6918822,,"a(PUBCHEM:""6918822"")",6918822
6612,Abundance,MESH,False,Ivermectin,,"a(MESH:""Ivermectin"")",Ivermectin
6613,Abundance,CHEBI,False,vorinostat,45716.0,"a(CHEBI:""vorinostat"")",vorinostat
6614,Abundance,CONSO,,protein aggregates,,"a(CONSO:""protein aggregates"",loc(MESH:""Central Nervous System""))",protein aggregates
6615,Abundance,MESH,False,"4-(3-(4-butylpiperidin-1-yl)propyl)-7-fluoro-4H-benzo(1,4)oxazin-3-one",,"a(MESH:""4-(3-(4-butylpiperidin-1-yl)propyl)-7-fluoro-4H-benzo(1,4)oxazin-3-one"")","4-(3-(4-butylpiperidin-1-yl)propyl)-7-fluoro-4H-benzo(1,4)oxazin-3-one"
6616,Abundance,CHEBI,False,thyroid hormone,60311.0,"a(CHEBI:""thyroid hormone"")",thyroid hormone
6617,Abundance,PUBCHEM,False,90479739,,"a(PUBCHEM:""90479739"")",90479739
6618,Abundance,CHEBI,,amyloid-beta polypeptide 40,,"a(CHEBI:""amyloid-beta polypeptide 40"",loc(GO:""secretory vesicle""))",amyloid-beta polypeptide 40
6619,Abundance,MESH,False,VU 0405652,,"a(MESH:""VU 0405652"")",VU 0405652
6620,Abundance,NIFT,False,Cerebral blood flow,,"a(NIFT:""Cerebral blood flow"")",Cerebral blood flow
6621,Abundance,PUBCHEM,False,17755052,,"a(PUBCHEM:""17755052"")",17755052
6622,Abundance,CHEBI,False,LPS with O-antigen,89981.0,"a(CHEBI:""LPS with O-antigen"")",LPS with O-antigen
6623,Abundance,CHEMBLA,False,CHEMBL38380,,"a(CHEMBLA:""CHEMBL38380"")",CHEMBL38380
6624,Abundance,MESH,False,"3-amino-5-chloro-6-methoxy-4-methyl-thieno(2,3-b)pyridine-2-carboxylic acid cyclopropylamide",,"a(MESH:""3-amino-5-chloro-6-methoxy-4-methyl-thieno(2,3-b)pyridine-2-carboxylic acid cyclopropylamide"")","3-amino-5-chloro-6-methoxy-4-methyl-thieno(2,3-b)pyridine-2-carboxylic acid cyclopropylamide"
6625,Abundance,NIFT,False,Hippocampal Formation,,"a(NIFT:""Hippocampal Formation"")",Hippocampal Formation
6626,Abundance,NCIT,False,Memory,,"a(NCIT:""Memory"")",Memory
6627,Abundance,NCIT,False,Curcumin,,"a(NCIT:""Curcumin"")",Curcumin
6628,Abundance,CHEBI,False,peptidoglycan,,"a(CHEBI:"" peptidoglycan"")",peptidoglycan
6629,Abundance,MESH,False,Fungi,,"a(MESH:""Fungi"")",Fungi
6630,Abundance,CHEMBLA,False,CHEMBL510275,,"a(CHEMBLA:""CHEMBL510275"")",CHEMBL510275
6631,Abundance,PUBCHEM,False,5311278,,"a(PUBCHEM:""5311278"")",5311278
6632,Abundance,BRCO,False,Gray_matter,,"a(BRCO:""Gray_matter"")",Gray_matter
6633,Abundance,MESH,False,Neuropathology,,"a(MESH:""Neuropathology"")",Neuropathology
6634,Abundance,FIXME,False,pep2m,,"a(FIXME:""pep2m"")",pep2m
6635,Abundance,MESH,False,3-(4-dimethylaminobenzylidene)anabaseine,,"a(MESH:""3-(4-dimethylaminobenzylidene)anabaseine"")",3-(4-dimethylaminobenzylidene)anabaseine
6636,Abundance,MESHC,False,2-butenal,,"a(MESHC:""2-butenal"")",2-butenal
6637,Abundance,MESH,False,B-Lymphocytes,,"a(MESH:""B-Lymphocytes"")",B-Lymphocytes
6638,Abundance,CHEBI,False,succinylcholine,45652.0,"a(CHEBI:""succinylcholine"")",succinylcholine
6639,Abundance,CHEBI,False,trichlorfon,6908.0,"a(CHEBI:""trichlorfon"")",trichlorfon
6640,Abundance,CHEBI,False,IMP,17202.0,"a(CHEBI:""IMP"")",IMP
6641,Abundance,MESH,False,Cerebral Cortex,,"a(MESH:""Cerebral Cortex"")",Cerebral Cortex
6642,Abundance,FIXME,False,acquisition performance,,"a(FIXME:""acquisition performance"")",acquisition performance
6643,Abundance,MESH,False,Quinuclidinyl Benzilate,,"a(MESH:""Quinuclidinyl Benzilate"")",Quinuclidinyl Benzilate
6644,Abundance,CHEBI,False,amphotericin B,2682.0,"a(CHEBI:""amphotericin B"")",amphotericin B
6645,Abundance,MESH,False,Th17 Cells,,"a(MESH:""Th17 Cells"")",Th17 Cells
6646,Abundance,CHEMBLA,False,CHEMBL177611,,"a(CHEMBLA:""CHEMBL177611"")",CHEMBL177611
6647,Abundance,CHEMBLA,False,CHEMBL257591,,"a(CHEMBLA:""CHEMBL257591"")",CHEMBL257591
6648,Abundance,CHEBI,False,poly(ethylene imine),53231.0,"a(CHEBI:""poly(ethylene imine)"")",poly(ethylene imine)
6649,Abundance,MESH,False,"RNA, Long Noncoding",,"a(MESH:""RNA, Long Noncoding"")","RNA, Long Noncoding"
6650,Abundance,CHEBI,False,Ile(5)-angiotensin II,2719.0,"a(CHEBI:""Ile(5)-angiotensin II"")",Ile(5)-angiotensin II
6651,Abundance,FIXME,False,"InChI=1S/C9H13NO3/c1-10-5-9(13)6-2-3-7(11)8(12)4-6/h2-4,9-13H,5H2,1H3/t9-/m0/s1",,"a(FIXME:""InChI=1S/C9H13NO3/c1-10-5-9(13)6-2-3-7(11)8(12)4-6/h2-4,9-13H,5H2,1H3/t9-/m0/s1"")","InChI=1S/C9H13NO3/c1-10-5-9(13)6-2-3-7(11)8(12)4-6/h2-4,9-13H,5H2,1H3/t9-/m0/s1"
6652,Abundance,CONSO,False,VU0029767,,"a(CONSO:""VU0029767"")",VU0029767
6653,Abundance,FIXME,False,"InChI=1S/C25H30N4O/c1-2-9-24-23(18-26-29(24)22-12-7-4-8-13-22)25(30)27-21-14-16-28(17-15-21)19-20-10-5-3-6-11-20/h3-8,10-13,18,21H,2,9,14-17,19H2,1H3,(H,27,30)",,"a(FIXME:""InChI=1S/C25H30N4O/c1-2-9-24-23(18-26-29(24)22-12-7-4-8-13-22)25(30)27-21-14-16-28(17-15-21)19-20-10-5-3-6-11-20/h3-8,10-13,18,21H,2,9,14-17,19H2,1H3,(H,27,30)"")","InChI=1S/C25H30N4O/c1-2-9-24-23(18-26-29(24)22-12-7-4-8-13-22)25(30)27-21-14-16-28(17-15-21)19-20-10-5-3-6-11-20/h3-8,10-13,18,21H,2,9,14-17,19H2,1H3,(H,27,30)"
6654,Abundance,HP,False,cholinergic neuron,,"a(HP:""cholinergic neuron"")",cholinergic neuron
6655,Abundance,CHEBI,False,HPV-16,,"a(CHEBI:""HPV-16"")",HPV-16
6656,Abundance,FIXME,False,"InChI=1S/C23H28N6O3S/c24-33(31,32)21-8-6-20(7-9-21)16-29-17-22(26-27-29)23(30)25-14-18-10-12-28(13-11-18)15-19-4-2-1-3-5-19/h1-9,17-18H,10-16H2,(H,25,30)(H2,24,31,32)",,"a(FIXME:""InChI=1S/C23H28N6O3S/c24-33(31,32)21-8-6-20(7-9-21)16-29-17-22(26-27-29)23(30)25-14-18-10-12-28(13-11-18)15-19-4-2-1-3-5-19/h1-9,17-18H,10-16H2,(H,25,30)(H2,24,31,32)"")","InChI=1S/C23H28N6O3S/c24-33(31,32)21-8-6-20(7-9-21)16-29-17-22(26-27-29)23(30)25-14-18-10-12-28(13-11-18)15-19-4-2-1-3-5-19/h1-9,17-18H,10-16H2,(H,25,30)(H2,24,31,32)"
6657,Abundance,CHEBI,False,pregnenolone sulfate,35420.0,"a(CHEBI:""pregnenolone sulfate"")",pregnenolone sulfate
6658,Abundance,NNS,False,ISF Abeta,,"a(NNS:""ISF Abeta"")",ISF Abeta
6659,Abundance,MESH,False,Oligoclonal Bands,,"a(MESH:""Oligoclonal Bands"")",Oligoclonal Bands
6660,Abundance,FIXME,False,"InChI=1S/C24H27N5O3/c30-23(22-15-26-29(27-22)17-20-6-8-21(9-7-20)24(31)32)25-14-18-10-12-28(13-11-18)16-19-4-2-1-3-5-19/h1-9,15,18H,10-14,16-17H2,(H,25,30)(H,31,32)",,"a(FIXME:""InChI=1S/C24H27N5O3/c30-23(22-15-26-29(27-22)17-20-6-8-21(9-7-20)24(31)32)25-14-18-10-12-28(13-11-18)16-19-4-2-1-3-5-19/h1-9,15,18H,10-14,16-17H2,(H,25,30)(H,31,32)"")","InChI=1S/C24H27N5O3/c30-23(22-15-26-29(27-22)17-20-6-8-21(9-7-20)24(31)32)25-14-18-10-12-28(13-11-18)16-19-4-2-1-3-5-19/h1-9,15,18H,10-14,16-17H2,(H,25,30)(H,31,32)"
6661,Abundance,CHEBI,False,4-oxo-4-(pyridin-3-yl)butanoic acid,66951.0,"a(CHEBI:""4-oxo-4-(pyridin-3-yl)butanoic acid"")",4-oxo-4-(pyridin-3-yl)butanoic acid
6662,Abundance,CHEBI,False,vitamin D,27300.0,"a(CHEBI:""vitamin D"")",vitamin D
6663,Abundance,PUBCHEM,False,637568,,"a(PUBCHEM:""637568"")",637568
6664,Abundance,PUBCHEM,False,3398121,,"a(PUBCHEM:""3398121"")",3398121
6665,Abundance,GO,False,synapse,,"a(GO:""synapse"")",synapse
6666,Abundance,DRUGBANK,False,Teriflunomide,,"a(DRUGBANK:""Teriflunomide"")",Teriflunomide
6667,Abundance,CHEBI,False,iron(2+),29033.0,"a(CHEBI:""iron(2+)"")",iron(2+)
6668,Abundance,DRUGBANK,False,Acyclovir,,"a(DRUGBANK:""Acyclovir"")",Acyclovir
6669,Abundance,CHEBI,False,nitrogen dioxide,33101.0,"a(CHEBI:""nitrogen dioxide"")",nitrogen dioxide
6670,Abundance,MESH,False,"3-(5,6-dichloropyridin-3-yl)-3,6-diazabicyclo(3.2.0)heptane",,"a(MESH:""3-(5,6-dichloropyridin-3-yl)-3,6-diazabicyclo(3.2.0)heptane"")","3-(5,6-dichloropyridin-3-yl)-3,6-diazabicyclo(3.2.0)heptane"
6671,Abundance,MESH,False,"Receptors, Nicotinic",,"a(MESH:""Receptors, Nicotinic"")","Receptors, Nicotinic"
6672,Abundance,PUBCHEM,False,5284373,,"a(PUBCHEM:""5284373"")",5284373
6673,Abundance,CHEBI,False,copper(2+),29036.0,"a(CHEBI:""copper(2+)"")",copper(2+)
6674,Abundance,MESH,False,alpha6beta2 nicotinic acetylcholine receptor,,"a(MESH:""alpha6beta2 nicotinic acetylcholine receptor"")",alpha6beta2 nicotinic acetylcholine receptor
6675,Abundance,PUBCHEM,False,172232576,,"a(PUBCHEM:""172232576"")",172232576
6676,Abundance,MESH,False,Blood Glucose,,"a(MESH:""Blood Glucose"")",Blood Glucose
6677,Abundance,MESH,False,CD4-Positive T-Lymphocytes,,"a(MESH:""CD4-Positive T-Lymphocytes"")",CD4-Positive T-Lymphocytes
6678,Abundance,CHEBI,False,phosphatidylinositol bisphosphate,37328.0,"a(CHEBI:""phosphatidylinositol bisphosphate"")",phosphatidylinositol bisphosphate
6679,Abundance,PUBCHEM,False,132228,,"a(PUBCHEM:""132228"")",132228
6680,Abundance,MESH,False,Lung,,"a(MESH:""Lung"")",Lung
6681,Abundance,CHEBI,False,minocycline,50694.0,"a(CHEBI:""minocycline"")",minocycline
6682,Abundance,MESH,False,nicotinic receptor alpha3beta2,,"a(MESH:""nicotinic receptor alpha3beta2"")",nicotinic receptor alpha3beta2
6683,Abundance,CHEBI,False,leflunomide,6402.0,"a(CHEBI:""leflunomide"")",leflunomide
6684,Abundance,CHEBI,False,streptozocin,9288.0,"a(CHEBI:""streptozocin"")",streptozocin
6685,Abundance,MESH,False,Placenta,,"a(MESH:""Placenta"")",Placenta
6686,Abundance,CHEBI,False,arginine,29016.0,"a(CHEBI:""arginine"")",arginine
6687,Abundance,GO,False,cytoskeleton,,"a(GO:""cytoskeleton"")",cytoskeleton
6688,Abundance,CHEBI,False,dorsomorphin,78510.0,"a(CHEBI:""dorsomorphin"")",dorsomorphin
6689,Abundance,CHEBI,,calcium cation,,"a(CHEBI:""calcium cation"",loc(GO:""intracellular""))",calcium cation
6690,Abundance,MESH,False,Progesterone,,"a(MESH:""Progesterone"")",Progesterone
6691,Abundance,NCIT,False,C120869,,"a(NCIT:""C120869"")",C120869
6692,Abundance,CHEBI,False,nutrient,33284.0,"a(CHEBI:""nutrient"")",nutrient
6693,Abundance,PUBCHEM,False,5310971,,"a(PUBCHEM:""5310971"")",5310971
6694,Abundance,CHEBI,False,non-steroidal anti-inflammatory drug,35475.0,"a(CHEBI:""non-steroidal anti-inflammatory drug"")",non-steroidal anti-inflammatory drug
6695,Abundance,PUBCHEM,False,46196517,,"a(PUBCHEM:""46196517"")",46196517
6696,Abundance,PUBCHEM,False,5757,,"a(PUBCHEM:""5757"")",5757
6697,Abundance,CHEBI,False,lixisenatide,85662.0,"a(CHEBI:""lixisenatide"")",lixisenatide
6698,Abundance,PUBCHEM,False,33334,,"a(PUBCHEM:""33334"")",33334
6699,Abundance,CHEBI,False,spermidine,16610.0,"a(CHEBI:""spermidine"")",spermidine
6700,Abundance,PMICHEM,False,N-AcGIP,,"a(PMICHEM:""N-AcGIP"")",N-AcGIP
6701,Abundance,MESH,False,Cytotoxins,,"a(MESH:""Cytotoxins"")",Cytotoxins
6702,Abundance,MESH,False,Cyclic AMP,,"a(MESH:""Cyclic AMP"")",Cyclic AMP
6703,Abundance,PUBCHEM,False,439400,,"a(PUBCHEM:""439400"")",439400
6704,Abundance,CHEBI,,sodium(1+),,"a(CHEBI:""sodium(1+)"",loc(GO:""axon""))",sodium(1+)
6705,Abundance,CHEBI,False,EC 3.1.1.7 (acetylcholinesterase) inhibitor,38462.0,"a(CHEBI:""EC 3.1.1.7 (acetylcholinesterase) inhibitor"")",EC 3.1.1.7 (acetylcholinesterase) inhibitor
6706,Abundance,CHEBI,,amyloid-beta,,"a(CHEBI:""amyloid-beta"",loc(GO:""extracellular space""))",amyloid-beta
6707,Abundance,PUBCHEM,False,439423,,"a(PUBCHEM:""439423"")",439423
6708,Abundance,CHEBI,,reactive oxygen species,,"a(CHEBI:""reactive oxygen species"",loc(GO:""mitochondrion""))",reactive oxygen species
6709,Abundance,CHEBI,False,fluvoxamine,5138.0,"a(CHEBI:""fluvoxamine"")",fluvoxamine
6710,Abundance,CHEBI,False,(-)-epigallocatechin 3-gallate,4806.0,"a(CHEBI:""(-)-epigallocatechin 3-gallate"")",(-)-epigallocatechin 3-gallate
6711,Abundance,PUBCHEM,False,65728,,"a(PUBCHEM:""65728"")",65728
6712,Abundance,PUBCHEM,False,3272524,,"a(PUBCHEM:""3272524"")",3272524
6713,Abundance,CHEBI,False,chlorpromazine,3647.0,"a(CHEBI:""chlorpromazine"")",chlorpromazine
6714,Abundance,CONSO,False,CONSO00038,,"a(CONSO:""CONSO00038"")",CONSO00038
6715,Abundance,MESH,False,Enzymes,,"a(MESH:""Enzymes"")",Enzymes
6716,Abundance,GO,False,Golgi apparatus,,"a(GO:""Golgi apparatus"")",Golgi apparatus
6717,Abundance,GO,False,dendrite,,"a(GO:""dendrite"")",dendrite
6718,Abundance,CHEBI,,amyloid-beta,,"a(CHEBI:""amyloid-beta"",loc(GO:""interstitial matrix""))",amyloid-beta
6719,Abundance,CHEBI,False,clozapine,3766.0,"a(CHEBI:""clozapine"")",clozapine
6720,Abundance,CHEBI,False,corticotropin,3892.0,"a(CHEBI:""corticotropin"")",corticotropin
6721,Abundance,CHEBI,False,zinc ion,27365.0,"a(CHEBI:""zinc ion"")",zinc ion
6722,Abundance,CHEBI,,calcium(2+),,"a(CHEBI:""calcium(2+)"",loc(GO:""presynapse""))",calcium(2+)
6723,Abundance,MESH,False,Transcription Factor AP-1,,"a(MESH:""Transcription Factor AP-1"")",Transcription Factor AP-1
6724,Abundance,CHEBI,False,(R)-adrenaline,28918.0,"a(CHEBI:""(R)-adrenaline"")",(R)-adrenaline
6725,Abundance,PUBCHEM,False,9568077,,"a(PUBCHEM:""9568077"")",9568077
6726,Abundance,CHEBI,False,2-arachidonoylglycerol,52392.0,"a(CHEBI:""2-arachidonoylglycerol"")",2-arachidonoylglycerol
6727,Abundance,PUBCHEM,False,155160,,"a(PUBCHEM:""155160"")",155160
