:ID,:LABEL,namespace:string,bel:string,name:string,involved_other:string
2416,BiologicalProcess,GO,"bp(GO:""angiogenesis"")",angiogenesis,angiogenesis
2417,BiologicalProcess,GO,"bp(GO:""mitochondrial fragmentation involved in apoptotic process"")",mitochondrial fragmentation involved in apoptotic process,mitochondrial fragmentation involved in apoptotic process
2418,BiologicalProcess,GO,"bp(GO:""neurofibrillary tangle assembly"")",neurofibrillary tangle assembly,neurofibrillary tangle assembly
2419,BiologicalProcess,GO,"bp(GO:""long-term memory"")",long-term memory,long-term memory
2420,BiologicalProcess,GO,"bp(GO:""oxidative phosphorylation"")",oxidative phosphorylation,oxidative phosphorylation
2421,BiologicalProcess,GO,"bp(GO:""ERAD pathway"")",ERAD pathway,ERAD pathway
2422,BiologicalProcess,GO,"bp(GO:""mitochondrial unfolded protein response"")",mitochondrial unfolded protein response,mitochondrial unfolded protein response
2423,BiologicalProcess,GO,"bp(GO:""locomotory behavior"")",locomotory behavior,locomotory behavior
2424,BiologicalProcess,GO,"bp(GO:""calcium import into the mitochondrion"")",calcium import into the mitochondrion,calcium import into the mitochondrion
2425,BiologicalProcess,GO,"bp(GO:""neuron cellular homeostasis"")",neuron cellular homeostasis,neuron cellular homeostasis
2426,BiologicalProcess,GO,"bp(GO:""regulation of cellular component movement"")",regulation of cellular component movement,regulation of cellular component movement
2427,BiologicalProcess,GO,"bp(GO:""Fas signaling pathway"")",Fas signaling pathway,Fas signaling pathway
2428,BiologicalProcess,GO,"bp(GO:""short-term memory"")",short-term memory,short-term memory
2429,BiologicalProcess,GO,"bp(GO:""ATP metabolic process"")",ATP metabolic process,ATP metabolic process
2430,BiologicalProcess,GO,"bp(GO:""circadian sleep/wake cycle, wakefulness"")","circadian sleep/wake cycle, wakefulness","circadian sleep/wake cycle, wakefulness"
2431,BiologicalProcess,GO,"bp(GO:""microglial cell activation involved in immune response"")",microglial cell activation involved in immune response,microglial cell activation involved in immune response
2432,BiologicalProcess,GO,"bp(GO:""dorsal spinal cord development"")",dorsal spinal cord development,dorsal spinal cord development
2433,BiologicalProcess,GOBP,"bp(GOBP:""immune response"")",immune response,immune response
2434,BiologicalProcess,GOBP,"bp(GOBP:""membrane protein ectodomain proteolysis"")",membrane protein ectodomain proteolysis,membrane protein ectodomain proteolysis
2435,BiologicalProcess,GOBP,"bp(GOBP:""ATP biosynthetic process"")",ATP biosynthetic process,ATP biosynthetic process
2436,BiologicalProcess,GOBP,"bp(GOBP:""cell adhesion"")",cell adhesion,cell adhesion
2437,BiologicalProcess,GOBP,"bp(GOBP:""T cell proliferation"")",T cell proliferation,T cell proliferation
2438,BiologicalProcess,GOBP,"bp(GOBP:""synaptic transmission, cholinergic"")","synaptic transmission, cholinergic","synaptic transmission, cholinergic"
2439,BiologicalProcess,GOBP,"bp(GOBP:""hydroxymethylglutaryl-CoA reductase kinase activity"")",hydroxymethylglutaryl-CoA reductase kinase activity,hydroxymethylglutaryl-CoA reductase kinase activity
2440,BiologicalProcess,HP,"bp(HP:""NMDA glutamate receptor activity"")",NMDA glutamate receptor activity,NMDA glutamate receptor activity
2441,BiologicalProcess,GOBP,"bp(GOBP:""membrane lipid catabolic process"")",membrane lipid catabolic process,membrane lipid catabolic process
2442,BiologicalProcess,GOBP,"bp(GOBP:""positive regulation of endocytosis"")",positive regulation of endocytosis,positive regulation of endocytosis
2443,BiologicalProcess,GOBP,"bp(GOBP:""activation of GTPase activity"")",activation of GTPase activity,activation of GTPase activity
2444,BiologicalProcess,GOBP,"bp(GOBP:""behavior"")",behavior,behavior
2445,BiologicalProcess,HP,"bp(HP:""telomerase activity"")",telomerase activity,telomerase activity
2446,BiologicalProcess,GOBP,"bp(GOBP:""actin crosslink formation"")",actin crosslink formation,actin crosslink formation
2447,BiologicalProcess,GOBP,"bp(GOBP:""axon regeneration"")",axon regeneration,axon regeneration
2448,BiologicalProcess,GOBP,"bp(GOBP:""gamma-aminobutyric acid receptor clustering"")",gamma-aminobutyric acid receptor clustering,gamma-aminobutyric acid receptor clustering
2449,BiologicalProcess,GOBP,"bp(GOBP:""iron assimilation by chelation and transport"")",iron assimilation by chelation and transport,iron assimilation by chelation and transport
2450,BiologicalProcess,GO,"bp(GO:""L-glutamate import"")",L-glutamate import,L-glutamate import
2451,BiologicalProcess,GO,"bp(GO:""signal release from synapse"")",signal release from synapse,signal release from synapse
2452,BiologicalProcess,GO,"bp(GO:""neuron-neuron synaptic transmission"")",neuron-neuron synaptic transmission,neuron-neuron synaptic transmission
2453,BiologicalProcess,GO,"bp(GO:""dendritic spine morphogenesis"")",dendritic spine morphogenesis,dendritic spine morphogenesis
2454,BiologicalProcess,GO,"bp(GO:""complement activation"")",complement activation,complement activation
2455,BiologicalProcess,GO,"bp(GO:""lysosomal protein catabolic process"")",lysosomal protein catabolic process,lysosomal protein catabolic process
2456,BiologicalProcess,GO,"bp(GO:""tubulin complex assembly"")",tubulin complex assembly,tubulin complex assembly
2457,BiologicalProcess,GO,"bp(GO:""synapse maturation"")",synapse maturation,synapse maturation
2458,BiologicalProcess,GO,"bp(GO:""motor learning"")",motor learning,motor learning
2459,BiologicalProcess,NCIT,"bp(NCIT:""C17741"")",C17741,C17741
2460,BiologicalProcess,GO,"bp(GO:""activation of immune response"")",activation of immune response,activation of immune response
2461,BiologicalProcess,GO,"bp(GO:""transport across blood-brain barrier"")",transport across blood-brain barrier,transport across blood-brain barrier
2462,BiologicalProcess,GO,"bp(GO:""peroxisome proliferator activated receptor signaling pathway"")",peroxisome proliferator activated receptor signaling pathway,peroxisome proliferator activated receptor signaling pathway
2463,BiologicalProcess,GO,"bp(GO:""receptor clustering"")",receptor clustering,receptor clustering
2464,BiologicalProcess,GO,"bp(GO:""neuron maturation"")",neuron maturation,neuron maturation
2465,BiologicalProcess,GO,"bp(GO:""peptidyl-cysteine oxidation"")",peptidyl-cysteine oxidation,peptidyl-cysteine oxidation
2466,BiologicalProcess,GO,"bp(GO:""amyloid-beta clearance by transcytosis"")",amyloid-beta clearance by transcytosis,amyloid-beta clearance by transcytosis
2467,BiologicalProcess,GO,"bp(GO:""autophagosome membrane docking"")",autophagosome membrane docking,autophagosome membrane docking
2468,BiologicalProcess,GOBP,"bp(GOBP:""beta-amyloid clearance"")",beta-amyloid clearance,beta-amyloid clearance
2469,BiologicalProcess,GOBP,"bp(GOBP:""dendritic cell migration"")",dendritic cell migration,dendritic cell migration
2470,BiologicalProcess,MESHF,"bp(MESHF:""Memory, Short-Term"")","Memory, Short-Term","Memory, Short-Term"
2471,BiologicalProcess,GOBP,"bp(GOBP:""response to reactive oxygen species"")",response to reactive oxygen species,response to reactive oxygen species
2472,BiologicalProcess,GOBP,"bp(GOBP:""zinc ion homeostasis"")",zinc ion homeostasis,zinc ion homeostasis
2473,BiologicalProcess,GOBP,"bp(GOBP:""cholesterol efflux"")",cholesterol efflux,cholesterol efflux
2474,BiologicalProcess,GOBP,"bp(GOBP:""negative regulation of insulin receptor signaling pathway"")",negative regulation of insulin receptor signaling pathway,negative regulation of insulin receptor signaling pathway
2475,BiologicalProcess,GOBP,"bp(GOBP:""wound healing"")",wound healing,wound healing
2476,BiologicalProcess,GOBP,"bp(GOBP:""stress response to copper ion"")",stress response to copper ion,stress response to copper ion
2477,BiologicalProcess,HP,"bp(HP:""calcium channel activity"")",calcium channel activity,calcium channel activity
2478,BiologicalProcess,GOBP,"bp(GOBP:""synaptic vesicle to endosome fusion"")",synaptic vesicle to endosome fusion,synaptic vesicle to endosome fusion
2479,BiologicalProcess,GOBP,"bp(GOBP:""potassium ion import"")",potassium ion import,potassium ion import
2480,BiologicalProcess,CBP,"bp(CBP:""glutamate excitotoxicity"")",glutamate excitotoxicity,glutamate excitotoxicity
2481,BiologicalProcess,GOBP,"bp(GOBP:""viral entry into host cell"")",viral entry into host cell,viral entry into host cell
2482,BiologicalProcess,GO,"bp(GO:""immune response"")",immune response,immune response
2483,BiologicalProcess,GO,"bp(GO:""cytokine production"")",cytokine production,cytokine production
2484,BiologicalProcess,GO,"bp(GO:""blood vessel development"")",blood vessel development,blood vessel development
2485,BiologicalProcess,MESH,"bp(MESH:""Transendothelial and Transepithelial Migration"")",Transendothelial and Transepithelial Migration,Transendothelial and Transepithelial Migration
2486,BiologicalProcess,GO,"bp(GO:""T cell antigen processing and presentation"")",T cell antigen processing and presentation,T cell antigen processing and presentation
2487,BiologicalProcess,GO,"bp(GO:""excitatory postsynaptic potential"")",excitatory postsynaptic potential,excitatory postsynaptic potential
2488,BiologicalProcess,GO,"bp(GO:""astrocyte development"")",astrocyte development,astrocyte development
2489,BiologicalProcess,GO,"bp(GO:""protein K48-linked ubiquitination"")",protein K48-linked ubiquitination,protein K48-linked ubiquitination
2490,BiologicalProcess,GO,"bp(GO:""response to type I interferon"")",response to type I interferon,response to type I interferon
2491,BiologicalProcess,GO,"bp(GO:""T-helper 2 cell cytokine production"")",T-helper 2 cell cytokine production,T-helper 2 cell cytokine production
2492,BiologicalProcess,GO,"bp(GO:""positive regulation of calcium ion import"")",positive regulation of calcium ion import,positive regulation of calcium ion import
2493,BiologicalProcess,GO,"bp(GO:""cell cycle arrest"")",cell cycle arrest,cell cycle arrest
2494,BiologicalProcess,GO,"bp(GO:""Hsp90 deacetylation"")",Hsp90 deacetylation,Hsp90 deacetylation
2495,BiologicalProcess,GO,"bp(GO:""positive regulation of voltage-gated calcium channel activity"")",positive regulation of voltage-gated calcium channel activity,positive regulation of voltage-gated calcium channel activity
2496,BiologicalProcess,MESH,"bp(MESH:""D017774"")",D017774,D017774
2497,BiologicalProcess,GO,"bp(GO:""membrane hyperpolarization"")",membrane hyperpolarization,membrane hyperpolarization
2498,BiologicalProcess,MESH,"bp(MESH:""Membrane Potentials"")",Membrane Potentials,Membrane Potentials
2499,BiologicalProcess,GO,"bp(GO:""response to amino acid starvation"")",response to amino acid starvation,response to amino acid starvation
2500,BiologicalProcess,GO,"bp(GO:""glycosaminoglycan catabolic process"")",glycosaminoglycan catabolic process,glycosaminoglycan catabolic process
2501,BiologicalProcess,GO,"bp(GO:""histone acetylation"")",histone acetylation,histone acetylation
2502,BiologicalProcess,GOBP,"bp(GOBP:""macrophage cytokine production"")",macrophage cytokine production,macrophage cytokine production
2503,BiologicalProcess,GOBP,"bp(GOBP:""electron transport chain"")",electron transport chain,electron transport chain
2504,BiologicalProcess,GOBP,"bp(GOBP:""positive regulation of mitochondrial translation in response to stress"")",positive regulation of mitochondrial translation in response to stress,positive regulation of mitochondrial translation in response to stress
2505,BiologicalProcess,GOBP,"bp(GOBP:""regulation of natural killer cell apoptotic process"")",regulation of natural killer cell apoptotic process,regulation of natural killer cell apoptotic process
2506,BiologicalProcess,GOBP,"bp(GOBP:""axon guidance"")",axon guidance,axon guidance
2507,BiologicalProcess,GOBP,"bp(GOBP:""adrenergic receptor signaling pathway"")",adrenergic receptor signaling pathway,adrenergic receptor signaling pathway
2508,BiologicalProcess,GOBP,"bp(GOBP:""regulation of catalase activity"")",regulation of catalase activity,regulation of catalase activity
2509,BiologicalProcess,GOBP,"bp(GOBP:""iron ion homeostasis"")",iron ion homeostasis,iron ion homeostasis
2510,BiologicalProcess,PMIBP,"bp(PMIBP:""alpha synuclein fibrillation"")",alpha synuclein fibrillation,alpha synuclein fibrillation
2511,BiologicalProcess,GOBP,"bp(GOBP:""stem cell proliferation"")",stem cell proliferation,stem cell proliferation
2512,BiologicalProcess,GOBP,"bp(GOBP:""necrotic cell death"")",necrotic cell death,necrotic cell death
2513,BiologicalProcess,PTS,"bp(PTS:""ERK cascade"")",ERK cascade,ERK cascade
2514,BiologicalProcess,MESHPP,"bp(MESHPP:""Gene Transfer, Horizontal"")","Gene Transfer, Horizontal","Gene Transfer, Horizontal"
2515,BiologicalProcess,GO,"bp(GO:""social behavior"")",social behavior,social behavior
2516,BiologicalProcess,GO,"bp(GO:""canonical Wnt signaling pathway"")",canonical Wnt signaling pathway,canonical Wnt signaling pathway
2517,BiologicalProcess,GO,"bp(GO:""anterograde axonal protein transport"")",anterograde axonal protein transport,anterograde axonal protein transport
2518,BiologicalProcess,GO,"bp(GO:""calcium ion import into cytosol"")",calcium ion import into cytosol,calcium ion import into cytosol
2519,BiologicalProcess,GO,"bp(GO:""stress-activated protein kinase signaling cascade"")",stress-activated protein kinase signaling cascade,stress-activated protein kinase signaling cascade
2520,BiologicalProcess,GO,"bp(GO:""chromatin organization"")",chromatin organization,chromatin organization
2521,BiologicalProcess,GO,"bp(GO:""response to drug"")",response to drug,response to drug
2522,BiologicalProcess,GO,"bp(GO:""neuron-glial cell signaling"")",neuron-glial cell signaling,neuron-glial cell signaling
2523,BiologicalProcess,GO,"bp(GO:""sphingosine-1-phosphate receptor signaling pathway"")",sphingosine-1-phosphate receptor signaling pathway,sphingosine-1-phosphate receptor signaling pathway
2524,BiologicalProcess,MESH,"bp(MESH:""Neuronal Plasticity"")",Neuronal Plasticity,Neuronal Plasticity
2525,BiologicalProcess,GO,"bp(GO:""dendritic spine organization"")",dendritic spine organization,dendritic spine organization
2526,BiologicalProcess,GO,"bp(GO:""one-carbon metabolic process"")",one-carbon metabolic process,one-carbon metabolic process
2527,BiologicalProcess,GO,"bp(GO:""sodium ion transport"")",sodium ion transport,sodium ion transport
2528,BiologicalProcess,GO,"bp(GO:""coagulation"")",coagulation,coagulation
2529,BiologicalProcess,GOBP,"bp(GOBP:""immune response-regulating cell surface receptor signaling pathway involved in phagocytosis"")",immune response-regulating cell surface receptor signaling pathway involved in phagocytosis,immune response-regulating cell surface receptor signaling pathway involved in phagocytosis
2530,BiologicalProcess,GOBP,"bp(GOBP:""calcium ion import into cell"")",calcium ion import into cell,calcium ion import into cell
2531,BiologicalProcess,GOBP,"bp(GOBP:""erythrocyte clearance"")",erythrocyte clearance,erythrocyte clearance
2532,BiologicalProcess,GOBP,"bp(GOBP:""CD4-positive, alpha-beta T cell activation"")","CD4-positive, alpha-beta T cell activation","CD4-positive, alpha-beta T cell activation"
2533,BiologicalProcess,GOBP,"bp(GOBP:""response to unfolded protein"")",response to unfolded protein,response to unfolded protein
2534,BiologicalProcess,GOBP,"bp(GOBP:""pre-B cell receptor expression"")",pre-B cell receptor expression,pre-B cell receptor expression
2535,BiologicalProcess,GOBP,"bp(GOBP:""induction of apoptotic process"")",induction of apoptotic process,induction of apoptotic process
2536,BiologicalProcess,GOBP,"bp(GOBP:""regulation of cAMP-dependent protein kinase activity"")",regulation of cAMP-dependent protein kinase activity,regulation of cAMP-dependent protein kinase activity
2537,BiologicalProcess,GOBP,"bp(GOBP:""platelet activation"")",platelet activation,platelet activation
2538,BiologicalProcess,GOBP,"bp(GOBP:""apoptotic signaling pathway"")",apoptotic signaling pathway,apoptotic signaling pathway
2539,BiologicalProcess,GOBP,"bp(GOBP:""phospholipase C-activating G-protein coupled acetylcholine receptor signaling pathway"")",phospholipase C-activating G-protein coupled acetylcholine receptor signaling pathway,phospholipase C-activating G-protein coupled acetylcholine receptor signaling pathway
2540,BiologicalProcess,HP,"bp(HP:""spatial memory"")",spatial memory,spatial memory
2541,BiologicalProcess,GOBP,"bp(GOBP:""energy reserve metabolic process"")",energy reserve metabolic process,energy reserve metabolic process
2542,BiologicalProcess,GOBP,"bp(GOBP:""SNARE complex assembly"")",SNARE complex assembly,SNARE complex assembly
2543,BiologicalProcess,GO,"bp(GO:""cellular calcium ion homeostasis"")",cellular calcium ion homeostasis,cellular calcium ion homeostasis
2544,BiologicalProcess,GO,"bp(GO:""synaptic vesicle endocytosis"")",synaptic vesicle endocytosis,synaptic vesicle endocytosis
2545,BiologicalProcess,GO,"bp(GO:""ERK1 and ERK2 cascade"")",ERK1 and ERK2 cascade,ERK1 and ERK2 cascade
2546,BiologicalProcess,GO,"bp(GO:""cAMP-mediated signaling"")",cAMP-mediated signaling,cAMP-mediated signaling
2547,BiologicalProcess,GO,"bp(GO:""pre-B cell receptor expression"")",pre-B cell receptor expression,pre-B cell receptor expression
2548,BiologicalProcess,GO,"bp(GO:""apoptotic signaling pathway"")",apoptotic signaling pathway,apoptotic signaling pathway
2549,BiologicalProcess,GO,"bp(GO:""cell redox homeostasis"")",cell redox homeostasis,cell redox homeostasis
2550,BiologicalProcess,MESHPP,"bp(MESHPP:""exercise"")",exercise,exercise
2551,BiologicalProcess,NCIT,"bp(NCIT:""Protein Truncation"")",Protein Truncation,Protein Truncation
2552,BiologicalProcess,MESHPP,"bp(MESHPP:""Gastrointestinal Microbiome"")",Gastrointestinal Microbiome,Gastrointestinal Microbiome
2553,BiologicalProcess,MESHPP,"bp(MESHPP:""neuroprotective agents"")",neuroprotective agents,neuroprotective agents
2554,BiologicalProcess,GO,"bp(GO:""intracellular receptor signaling pathway"")",intracellular receptor signaling pathway,intracellular receptor signaling pathway
2555,BiologicalProcess,GO,"bp(GO:""keratinocyte migration"")",keratinocyte migration,keratinocyte migration
2556,BiologicalProcess,GO,"bp(GO:""modulation of chemical synaptic transmission"")",modulation of chemical synaptic transmission,modulation of chemical synaptic transmission
2557,BiologicalProcess,GO,"bp(GO:""mast cell activation"")",mast cell activation,mast cell activation
2558,BiologicalProcess,GO,"bp(GO:""cargo loading into vesicle"")",cargo loading into vesicle,cargo loading into vesicle
2559,BiologicalProcess,GO,"bp(GO:""mRNA stabilization"")",mRNA stabilization,mRNA stabilization
2560,BiologicalProcess,MESH,"bp(MESH:""Long-Term Potentiation"")",Long-Term Potentiation,Long-Term Potentiation
2561,BiologicalProcess,GO,"bp(GO:""response to insulin"")",response to insulin,response to insulin
2562,BiologicalProcess,GO,"bp(GO:""regulation of phosphatidylinositol 3-kinase signaling"")",regulation of phosphatidylinositol 3-kinase signaling,regulation of phosphatidylinositol 3-kinase signaling
2563,BiologicalProcess,GO,"bp(GO:""lysosomal lumen acidification"")",lysosomal lumen acidification,lysosomal lumen acidification
2564,BiologicalProcess,GO,"bp(GO:""intracellular distribution of mitochondria"")",intracellular distribution of mitochondria,intracellular distribution of mitochondria
2565,BiologicalProcess,GO,"bp(GO:""proteasomal ubiquitin-independent protein catabolic process"")",proteasomal ubiquitin-independent protein catabolic process,proteasomal ubiquitin-independent protein catabolic process
2566,BiologicalProcess,GOBP,"bp(GOBP:""aging"")",aging,aging
2567,BiologicalProcess,GOBP,"bp(GOBP:""cytoskeleton organization"")",cytoskeleton organization,cytoskeleton organization
2568,BiologicalProcess,GOBP,"bp(GOBP:""synapse assembly"")",synapse assembly,synapse assembly
2569,BiologicalProcess,GOBP,"bp(GOBP:""cell-cell signaling"")",cell-cell signaling,cell-cell signaling
2570,BiologicalProcess,GOBP,"bp(GOBP:""DNA damage response, detection of DNA damage"")","DNA damage response, detection of DNA damage","DNA damage response, detection of DNA damage"
2571,BiologicalProcess,GOBP,"bp(GOBP:""short-term synaptic potentiation"")",short-term synaptic potentiation,short-term synaptic potentiation
2572,BiologicalProcess,GOBP,"bp(GOBP:""positive regulation of glial cell apoptotic process"")",positive regulation of glial cell apoptotic process,positive regulation of glial cell apoptotic process
2573,BiologicalProcess,GOBP,"bp(GOBP:""calcium ion transport"")",calcium ion transport,calcium ion transport
2574,BiologicalProcess,GOBP,"bp(GOBP:""positive regulation of lysosomal membrane permeability"")",positive regulation of lysosomal membrane permeability,positive regulation of lysosomal membrane permeability
2575,BiologicalProcess,GOBP,"bp(GOBP:""phosphatidylinositol 3-kinase activity"")",phosphatidylinositol 3-kinase activity,phosphatidylinositol 3-kinase activity
2576,BiologicalProcess,GOBP,"bp(GOBP:""cellular potassium ion transport"")",cellular potassium ion transport,cellular potassium ion transport
2577,BiologicalProcess,GOBP,"bp(GOBP:""positive regulation of vasodilation"")",positive regulation of vasodilation,positive regulation of vasodilation
2578,BiologicalProcess,GOBP,"bp(GOBP:""memory deficits"")",memory deficits,memory deficits
2579,BiologicalProcess,GOBP,"bp(GOBP:""blood coagulation"")",blood coagulation,blood coagulation
2580,BiologicalProcess,GOBP,"bp(GOBP:""positive regulation of synaptic transmission, cholinergic"")","positive regulation of synaptic transmission, cholinergic","positive regulation of synaptic transmission, cholinergic"
2581,BiologicalProcess,GOBP,"bp(GOBP:""neuroblast proliferation"")",neuroblast proliferation,neuroblast proliferation
2582,BiologicalProcess,GO,"bp(GO:""walking behavior"")",walking behavior,walking behavior
2583,BiologicalProcess,GO,"bp(GO:""astrocyte activation"")",astrocyte activation,astrocyte activation
2584,BiologicalProcess,GO,"bp(GO:""synaptic signaling"")",synaptic signaling,synaptic signaling
2585,BiologicalProcess,GO,"bp(GO:""ion homeostasis"")",ion homeostasis,ion homeostasis
2586,BiologicalProcess,GO,"bp(GO:""regulation of calcium-mediated signaling"")",regulation of calcium-mediated signaling,regulation of calcium-mediated signaling
2587,BiologicalProcess,GO,"bp(GO:""protein catabolic process"")",protein catabolic process,protein catabolic process
2588,BiologicalProcess,GO,"bp(GO:""anterograde dendritic transport"")",anterograde dendritic transport,anterograde dendritic transport
2589,BiologicalProcess,GO,"bp(GO:""vesicle transport along microtubule"")",vesicle transport along microtubule,vesicle transport along microtubule
2590,BiologicalProcess,GO,"bp(GO:""chemical synaptic transmission"")",chemical synaptic transmission,chemical synaptic transmission
2591,BiologicalProcess,NCIT,"bp(NCIT:""C16407"")",C16407,C16407
2592,BiologicalProcess,GO,"bp(GO:""activation of innate immune response"")",activation of innate immune response,activation of innate immune response
2593,BiologicalProcess,GO,"bp(GO:""response to amyloid-beta"")",response to amyloid-beta,response to amyloid-beta
2594,BiologicalProcess,GO,"bp(GO:""sodium ion import across plasma membrane"")",sodium ion import across plasma membrane,sodium ion import across plasma membrane
2595,BiologicalProcess,GO,"bp(GO:""hyperpolarization of postsynaptic membrane"")",hyperpolarization of postsynaptic membrane,hyperpolarization of postsynaptic membrane
2596,BiologicalProcess,GO,"bp(GO:""GO:0007271"")",GO:0007271,GO:0007271
2597,BiologicalProcess,GO,"bp(GO:""cellular response to mechanical stimulus"")",cellular response to mechanical stimulus,cellular response to mechanical stimulus
2598,BiologicalProcess,GO,"bp(GO:""biosynthetic process"")",biosynthetic process,biosynthetic process
2599,BiologicalProcess,GO,"bp(GO:""cellular response to ethanol"")",cellular response to ethanol,cellular response to ethanol
2600,BiologicalProcess,GOBP,"bp(GOBP:""regulation of inflammatory response"")",regulation of inflammatory response,regulation of inflammatory response
2601,BiologicalProcess,GOBP,"bp(GOBP:""microglial cell migration"")",microglial cell migration,microglial cell migration
2602,BiologicalProcess,GOBP,"bp(GOBP:""angiogenesis"")",angiogenesis,angiogenesis
2603,BiologicalProcess,GOBP,"bp(GOBP:""neuron projection morphogenesis"")",neuron projection morphogenesis,neuron projection morphogenesis
2604,BiologicalProcess,GOBP,"bp(GOBP:""myeloid dendritic cell activation"")",myeloid dendritic cell activation,myeloid dendritic cell activation
2605,BiologicalProcess,GOBP,"bp(GOBP:""mitochondrion organization"")",mitochondrion organization,mitochondrion organization
2606,BiologicalProcess,GOBP,"bp(GOBP:""ER-associated protein catabolic process"")",ER-associated protein catabolic process,ER-associated protein catabolic process
2607,BiologicalProcess,GOBP,"bp(GOBP:""synaptic vesicle budding from endosome"")",synaptic vesicle budding from endosome,synaptic vesicle budding from endosome
2608,BiologicalProcess,GOBP,"bp(GOBP:""RNA metabolic process"")",RNA metabolic process,RNA metabolic process
2609,BiologicalProcess,MESHPP,"bp(MESHPP:""Membrane Potential, Mitochondrial"")","Membrane Potential, Mitochondrial","Membrane Potential, Mitochondrial"
2610,BiologicalProcess,GOBP,"bp(GOBP:""prolactin secretion"")",prolactin secretion,prolactin secretion
2611,BiologicalProcess,GOBP,"bp(GOBP:""histone deacetylase activity"")",histone deacetylase activity,histone deacetylase activity
2612,BiologicalProcess,GOBP,"bp(GOBP:""phospholipase A2 activity"")",phospholipase A2 activity,phospholipase A2 activity
2613,BiologicalProcess,GOCC,"bp(GOCC:""potassium channel complex"")",potassium channel complex,potassium channel complex
2614,BiologicalProcess,GOBP,"bp(GOBP:""gliogenesis"")",gliogenesis,gliogenesis
2615,BiologicalProcess,GOBP,"bp(GOBP:""oxidative phosphorylation"")",oxidative phosphorylation,oxidative phosphorylation
2616,BiologicalProcess,MESHPP,"bp(MESHPP:""Cell Transformation, Viral"")","Cell Transformation, Viral","Cell Transformation, Viral"
2617,BiologicalProcess,GO,"bp(GO:""synapse assembly"")",synapse assembly,synapse assembly
2618,BiologicalProcess,CONSO,"bp(CONSO:""Microgliosis"")",Microgliosis,Microgliosis
2619,BiologicalProcess,COSNO,"bp(COSNO:""APP processing"")",APP processing,APP processing
2620,BiologicalProcess,GO,"bp(GO:""regulation of oxidative phosphorylation"")",regulation of oxidative phosphorylation,regulation of oxidative phosphorylation
2621,BiologicalProcess,GO,"bp(GO:""detection of redox state"")",detection of redox state,detection of redox state
2622,BiologicalProcess,GO,"bp(GO:""actin filament organization"")",actin filament organization,actin filament organization
2623,BiologicalProcess,GO,"bp(GO:""necrotic cell death"")",necrotic cell death,necrotic cell death
2624,BiologicalProcess,GO,"bp(GO:""cytosolic ciliogenesis"")",cytosolic ciliogenesis,cytosolic ciliogenesis
2625,BiologicalProcess,GO,"bp(GO:""cellular response to DNA damage stimulus"")",cellular response to DNA damage stimulus,cellular response to DNA damage stimulus
2626,BiologicalProcess,GO,"bp(GO:""cerebrospinal fluid circulation"")",cerebrospinal fluid circulation,cerebrospinal fluid circulation
2627,BiologicalProcess,GO,"bp(GO:""positive regulation of blood pressure"")",positive regulation of blood pressure,positive regulation of blood pressure
2628,BiologicalProcess,GO,"bp(GO:""axon development"")",axon development,axon development
2629,BiologicalProcess,MESH,"bp(MESH:""Organelle Biogenesis"")",Organelle Biogenesis,Organelle Biogenesis
2630,BiologicalProcess,GOBP,"bp(GOBP:""tissue homeostasis"")",tissue homeostasis,tissue homeostasis
2631,BiologicalProcess,GOBP,"bp(GOBP:""toll-like receptor signaling pathway"")",toll-like receptor signaling pathway,toll-like receptor signaling pathway
2632,BiologicalProcess,GOBP,"bp(GOBP:""homeostatic process"")",homeostatic process,homeostatic process
2633,BiologicalProcess,GOBP,"bp(GOBP:""central nervous system development"")",central nervous system development,central nervous system development
2634,BiologicalProcess,GOBP,"bp(GOBP:""dendrite regeneration"")",dendrite regeneration,dendrite regeneration
2635,BiologicalProcess,GOBP,"bp(GOBP:""reactive oxygen species metabolic process"")",reactive oxygen species metabolic process,reactive oxygen species metabolic process
2636,BiologicalProcess,GOBP,"bp(GOBP:""cell communication"")",cell communication,cell communication
2637,BiologicalProcess,GOBP,"bp(GOBP:""phosphatidylinositol 3-kinase cascade"")",phosphatidylinositol 3-kinase cascade,phosphatidylinositol 3-kinase cascade
2638,BiologicalProcess,GOBP,"bp(GOBP:""regulation of neuronal synaptic plasticity"")",regulation of neuronal synaptic plasticity,regulation of neuronal synaptic plasticity
2639,BiologicalProcess,PMIBP,"bp(PMIBP:""neuroprotection"")",neuroprotection,neuroprotection
2640,BiologicalProcess,GOBP,"bp(GOBP:""neuron development"")",neuron development,neuron development
2641,BiologicalProcess,GOBP,"bp(GOBP:""negative regulation of mitosis"")",negative regulation of mitosis,negative regulation of mitosis
2642,BiologicalProcess,GOBP,"bp(GOBP:""lipid transport"")",lipid transport,lipid transport
2643,BiologicalProcess,GOBP,"bp(GOBP:""detection of misfolded protein"")",detection of misfolded protein,detection of misfolded protein
2644,BiologicalProcess,GOBP,"bp(GOBP:""Wnt receptor signaling pathway"")",Wnt receptor signaling pathway,Wnt receptor signaling pathway
2645,BiologicalProcess,GOBP,"bp(GOBP:""negative regulation of phagocytosis"")",negative regulation of phagocytosis,negative regulation of phagocytosis
2646,BiologicalProcess,GOBP,"bp(GOBP:""regulation of cAMP biosynthetic process"")",regulation of cAMP biosynthetic process,regulation of cAMP biosynthetic process
