:ID,:LABEL,table_link:string,label:string,db_id:string,indication:string,cas_number:string
17892,Drug,1866X1900,Gestrinone,,"Endometriosis with or without accompanying sterility. Treatment is limited to a single course of 6 months duration per lifetime [L1699, L1700].",16320-04-0
17893,Drug,1867X1633,Fentanyl,DB00813,For the treatment of cancer patients with severe pain that breaks through their regular narcotic therapy.,437-38-7
17894,Drug,1867X1868,Norgestrel,,Norgestrel in combination with ethinyl estradiol is indicated for the prevention of pregnancy in women who elect to use this product as a method of contraception.,6533-00-2
17895,Drug,1868X1786,Agomelatine,,Agomelatine is indicated for the treatment of major depressive episodes in adults.,138112-76-2
17896,Drug,1868X1858,Albiglutide,DB09043,Indicated as an adjunct to diet and exercise to improve glycemic control in adults with type 2 diabetes mellitus.,782500-75-8
17897,Drug,1869X1626,Doxazosin,DB00590,For treatment and management of mild to moderate hypertension and urinary obstruction symptoms caused by BPH.,74191-85-8
17898,Drug,1870X1625,Bosentan,DB00559,"Used in the treatment of pulmonary arterial hypertension (PAH), to improve exercise ability and to decrease the rate of clinical worsening (in patients with WHO Class III or IV symptoms).",147536-97-8
17899,Drug,1870X1859,Nintedanib,,Nintedanib is indicated for the treatment of idiopathic pulmonary fibrosis (IPF).,656247-17-5
17900,Drug,1871X1631,Isoflurane,DB00753,For induction and maintenance of general anesthesia.,26675-46-7
17901,Drug,1871X1858,Finafloxacin,,"Finafloxacin is indicated for the treatment of acute otitis externa (AOE) with or without an otowick, caused by susceptible strains of <i>Pseudomonas aeruginosa</i> and <i>Staphylococcus aureus</i> in patients age 1 year and older.",209342-40-5
17902,Drug,1872X1625,Doxapram,DB00561,For use as a temporary measure in hospitalized patients with acute respiratory insufficiency superimposed on chronic obstructive pulmonary disease.,309-29-5
17903,Drug,1873X1627,Bacitracin,DB00626,"For the treatment of infants with pneumonia and empyema caused by staphylococci shown to be susceptible to the drug. Also used in ointment form for topical treatment of a variety of localized skin and eye infections, as well as for the prevention of wound infections. Used against gram positive bacteria. Bacitracin is also used as an inhibitor of proteases and other enzymes.   However, specific activity of bactracin's inhibition of protein disulfide isomerase has been called into question.",1405-87-4
17904,Drug,1873X1858,Naloxegol,,Indicated for the treatment of opioid-induced constipation (OIC) in adult patients with chronic non-cancer pain.,854601-70-0
17905,Drug,1874X1619,Norepinephrine,DB00368,Mainly used to treat patients in vasodilatory shock states such as septic shock and neurogenic shock and has shown a survival benefit over dopamine. Also used as a vasopressor medication for patients with critical hypotension.,51-41-2
17906,Drug,1874X1654,Flunitrazepam,,"For short-term treatment of severe insomnias, that are not responsive to other hypnotics.",1622-62-4
17907,Drug,1874X1957,Desmethylsertraline,,,87857-41-8
17908,Drug,1875X1643,Amifostine,DB01143,For reduction in the cumulative renal toxicity in patients with ovarian cancer (using cisplatin) and moderate to severe xerostomia in patients undergoing post-operative radiation treatment for head and neck cancer.,20537-88-6
17909,Drug,1875X1956,Darglitazone,,,141200-24-0
17910,Drug,1876X1640,Fluocinonide,DB01047,A topical anti-inflammatory product for the relief of the inflammatory and pruritic manifestations of corticosteroid-responsive dermatoses.,356-12-7
17911,Drug,1877X1788,Betahistine,,For the reduction of episodes of vertigo association with Ménière's disease.,5638-76-6
17912,Drug,1877X1855,Indoramin,,,26844-12-2
17913,Drug,1878X1625,Thiopental,DB00599,"For use as the sole anesthetic agent for brief (15 minute) procedures, for induction of anesthesia prior to administration of other anesthetic agents, to supplement regional anesthesia, to provide hypnosis during balanced anesthesia with other agents for analgesia or muscle relaxation, for the control of convulsive states during or following inhalation anesthesia or local anesthesia, in neurosurgical patients with increased intracranial pressure, and for narcoanalysis and narcosynthesis in psychiatric disorders.",76-75-5
17914,Drug,1878X1852,Linagliptin,,Linagliptin is used for the management of type 2 diabetes mellitus.,668270-12-0
17915,Drug,1879X1617,Cetirizine,DB00341,"For the relief of symptoms associated with seasonal allergic rhinitis, perennial allergic rhinitis and the treatment of the uncomplicated skin manifestations of chronic idiopathic urticaria",83881-51-0
17916,Drug,1879X1655,Aceprometazine,,Aceprometazine is often used in combination with meprobamate for the treatment of sleep disorders.,13461-01-3
17917,Drug,1880X1615,Theophylline,DB00277,"For the treatment of the symptoms and reversible airflow obstruction associated with chronic asthma and other chronic lung diseases, such as emphysema and chronic bronchitis.",58-55-9
17918,Drug,1881X1622,Levallorphan,DB00504,"For the complete or partial reversal of narcotic depression, including respiratory depression, induced by opioids.",152-02-3
17919,Drug,1881X1853,Levomilnacipran,,Levomilnacipran is a serotonin and norepinephrine reuptake inhibitor and is indicated for the treatment of major depressive disorder (MDD).,96847-54-0
17920,Drug,2250X1621,Hexylcaine,DB00473,"Used as a local anesthetic for surface application, infiltration or nerve block",532-77-4
17921,Drug,2251X1616,Pentobarbital,DB00312,For the short-term treatment of insomnia.,76-74-4
17922,Drug,2251X1651,Barbital,,,57-44-3
17923,Drug,2251X1778,Alogliptin,,Indicated as an adjunct to diet and exercise to improve glycemic control in adults with type 2 diabetes mellitus.,850649-61-5
17924,Drug,2252X1615,Lidocaine,DB00281,For production of local or regional anesthesia by infiltration techniques such as percutaneous injection and intravenous regional anesthesia by peripheral nerve block techniques such as brachial plexus and intercostal and by central neural techniques such as lumbar and caudal epidural blocks.,137-58-6
17925,Drug,2252X1654,Ketazolam,,"Ketazolam could be used for the treatment of anxiety. In approved countries, it is indicated for the treatment of anxiety, tension, irritability and similar stress related symptoms.",27223-35-4
17926,Drug,2253X1620,Teniposide,DB00444,Teniposide is used for the treatment of refractory acute lymphoblastic leukaemia,29767-20-2
17927,Drug,2254X1615,Clemastine,DB00283,"For the relief of symptoms associated with allergic rhinitis such as sneezing, rhinorrhea, pruritus and acrimation. Also for the management of mild, uncomplicated allergic skin manifestations of urticaria and angioedema. Used as self-medication for temporary relief of symptoms associated with the common cold.",15686-51-8
17928,Drug,2254X1654,Quazepam,,Used to treat insomnia.,36735-22-5
17929,Drug,2254X1856,Cytisine,,Indicated for use in smoking cessation.,485-35-8
17930,Drug,2255X1618,Amlodipine,DB00381,For the treatment of hypertension and chronic stable angina.,88150-42-9
17931,Drug,2255X1655,Zuclopenthixol,DB01624,"Used in the management of acute psychoses such as mania or schizophrenia. However, the use of zuclopenthixol acetate in psychiatric emergencies as an alternative to standard treatments (haloperidol, clotiapine, etc.) should be cautioned, since well executed and documented trials of zuclopenthixol acetate for this use have yet to be conducted. Zuclopenthixol acetate is not intended for long-term use.",53772-83-1
17932,Drug,2255X1853,Amperozide,,,75558-90-6
17933,Drug,2256X1787,Methacholine,,"It is most commonly used for diagnosing bronchial hyperreactivity, using the bronchial challenge test.",55-92-5
17934,Drug,2256X1856,Vorapaxar,DB09030,"Vorapaxar is indicated for the reduction of thrombotic cardiovascular events in patients with a history of myocardial infarction (MI) or peripheral arterial disease (PAD). It is usually co-administered with acetylsalicylic acid (ASA) and/or clopidogrel, and should therefore be administered as an addition to these medications as it has not been studied alone.",618385-01-6
17935,Drug,2257X1613,Glimepiride,DB00222,For concomitant use with insulin for the treatment of noninsulin-dependent (type 2) diabetes mellitus.,93479-97-1
17936,Drug,2258X1610,Vitamin C,DB00126,"Used to treat vitamin C deficiency, scurvy, delayed wound and bone healing, urine acidification, and in general as an antioxidant. It has also been suggested to be an effective antiviral agent.",50-81-7
17937,Drug,2258X1644,Budesonide,DB01222,"The oral capsule is used for the treatment of mild to moderate active Crohn's disease. The oral tablet is used for induction of remission in patients with active, mild to moderate ulcerative colitis. The oral inhalation formulation is used for the treatment of asthma, non-infectious rhinitis (including hay fever and other allergies), and for treatment and prevention of nasal polyposis.",51333-22-3
17938,Drug,2258X1945,Alclofenac,,"Alclofenac is indicated in rheumatology, in particular for the treatment of rheumatoid arthritis, ankylosing spondylitis and, as an analgesic, in painful arthritic pathologies.",22131-79-9
17939,Drug,2259X1918,Brigatinib,,"The anaplastic lymphoma kinase positive, metastatic non-small cell lung cancer (ALK+ NSCLC), represents only 3-5% of the NSCLC cancer cases, but the ALK mutation, overexpression and presence in several oncogenic fusion proteins in solid and hematologic tumors have pointed out the importance as well as its potential as a cancer therapy target.[A31311] The ALK-related cases of NSCLC are associated with the presence of the fusion gene EML4-ALK which fused the ALK protein with the echinoderm microtubule-associated protein like-4 whose original function is the correct formation of microtubules.[A31313] The presence of the aberrant fusion protein results in abnormal signaling that provokes increased cell growth, proliferation and survival.[A31316] Crizotinib is indicated for the treatment of such cases but the presence of ALK kinase domain mutations confer resistance to the treatment. Thus, brigatinib is indicated for the treatment of patients with ALK+ NSCLC with intolerance to Crizotinib.[A31314]",1197953-54-0
17940,Drug,2260X1637,Frovatriptan,DB00998,For the acute treatment of migraine attacks with or without aura in adults.,158747-02-5
17941,Drug,2261X1634,Etacrynic acid,DB00903,"For the treatment of high blood pressure and edema caused by diseases like congestive heart failure, liver failure, and kidney failure.",58-54-8
17942,Drug,2261X1862,Efonidipine,,For the treatment of hypertension.,111011-63-3
17943,Drug,2262X1624,Dextropropoxyphene,DB00647,For the relief of mild to moderate pain,469-62-5
17944,Drug,2262X1779,Ambrisentan,,"Ambrisentan is indicated for treatment of idiopathic (‘primary’) pulmonary arterial hypertension (IPAH) and pulmonary arterial hypertension (PAH) associated with connective tissue disease in patients with WHO functional class II or III symptoms. In the United States of America, ambrisentan is also indicated in combination with tadalafil to reduce the risks of disease progression and hospitalization for worsening PAH, and to improve exercise ability.",177036-94-1
17945,Drug,2262X1849,Crizotinib,DB08865,Crizotinib is used for the treatment of locally advanced or metastatic non-small cell lung cancer (NSCLC) that is anaplastic-lymphoma kinase (ALK)-positive as detected by a FDA-approved test.,877399-52-5
17946,Drug,2263X1617,Methylphenidate,DB00422,"For use as an integral part of a total treatment program which typically includes other remedial measures (psychological, educational, social) for a stabilizing effect in children with a behavioral syndrome characterized by the following group of developmentally inappropriate symptoms: moderate-to-severe distractibility, short attention span, hyperactivity, emotional lability, and impulsivity.",113-45-1
17947,Drug,2263X1651,Dihydromorphine,,Dihydromorphine is an opioid analgesic used for moderate to severe pain relief.,509-60-4
17948,Drug,2263X1776,Vernakalant,,Indicated for the rapid conversion of recent onset of atrial fibrillation to sinus rhythm in adults for non-surgery patients that lasts for less than 7 days of duration and post-cardiac surgery patients with atrial fibrillation lasting less than 3 days of duration.,794466-70-9
17949,Drug,2264X1617,Methocarbamol,DB00423,"For use as an adjunct to rest, physical therapy, and other measures for the relief of discomforts associated with acute, painful musculoskeletal conditions.",532-03-6
17950,Drug,2265X1610,Oseltamivir,DB00198,Oseltamivir (Tamiflu) is for the treatment of uncomplicated acute illness due to influenza infection in patients 1 year and older who have been symptomatic for no more than 2 days. It is also used for the prophylaxis of influenza in adult patients and adolescents 13 years and older.,196618-13-0
17951,Drug,2265X1647,Allylestrenol,,"Allylestrenol was designed to be used for miscarriage prevention, prevention of premature labour and has been investigated for possible use in men for treatment for benign prostatic hyperplasia.",432-60-0
17952,Drug,1866X1638,Azelastine,DB00972,"For the symptomatic treatment of seasonal allergic rhinitis and non-allergic rhinitis, as well as symptomatic relief of ocular itching associated with allergic conjunctivitis.",58581-89-8
17953,Drug,1866X1676,Irosustat,DB02292,,288628-05-7
17954,Drug,1867X1870,Omega-3-carboxylic acids,,"OM3-CA is indicated as an adjunct to diet to reduce triglycerides levels in adults patients with severe hypertriglyceridemia (>500 mg/dL). The patients involved in this treatment should be laced with an appropriate lipid-lowering diet.[L2387]    Hypertriglyceridemia is defined as an elevated plasma triglyceride concentration. It is usually correlated to other secondary conditions such as poor diet, alcohol use, obesity, metabolic syndrome and type 2 diabetes.[A32630]",
17955,Drug,1868X1631,Prilocaine,DB00750,Used as a local anaesthetic and is often used in dentistry.,721-50-6
17956,Drug,1868X1860,Turoctocog alfa,,Turoctocog alfa is indicated for the treatment and prophylaxis of bleedings in patients presenting hemophilia A.[L1105] The treatment with turoctocog alfa is related with its use to control bleeding episodes or as a perioperative management.[L1106] Hemophilia A is a hereditary hemorrhagic disorder generated by the congenital deficit of the coagulation factor VIII. This disease is manifested as excessive spontaneous or trauma-driven bleeding. The coagulation factor VIII is a robust initiator of thrombin which is later required for the generation of fibrin to form a platelet plug and its gene is expressed in the X chromosome.[A31505],1192451-26-5
17957,Drug,1869X1627,Nicardipine,DB00622,Used for the management of patients with chronic stable angina and for the treatment of hypertension.,55985-32-5
17958,Drug,1870X1626,Fluocinolone Acetonide,DB00591,For the relief of the inflammatory and pruritic manifestations of corticosteroid-responsive dermatoses. Also for the treatment of chronic non-infectious uveitis affecting the posterior segment of the eye (Retisert).,67-73-2
17959,Drug,1870X1863,Loxoprofen,,"Loxoprofen is non-steroidal anti-inflammatory medication (NSAID) indicated for pain and inflammation related to musculoskeletal and joint disorders [L1226].   In addition to its effects on pain, it is an antipyretic and anti-inflammatory medication [L1227].",68767-14-6
17960,Drug,1871X1632,Cryptenamine,DB00785,For the treatment of hypertension.,1356-18-9
17961,Drug,1871X1859,Olodaterol,,"Olodaterol is indicated for use in chronic obstructive pulmonary disease (COPD), including chronic bronchitis and/or emphysema. It is not indicated for the treatment of acute exacerbations of COPD or for the treatment of asthma.",868049-49-4
17962,Drug,1872X1626,Ethosuximide,DB00593,For the treatment of petit mal epilepsy.,77-67-8
17963,Drug,1872X1863,Dexketoprofen,,"For short-term treatment of mild to moderate pain, including dysmenorrhoea, musculoskeletal pain and toothache [L1302].",22161-81-5
17964,Drug,1873X1629,Moexipril,DB00691,For the treatment of hypertension.,103775-10-6
17965,Drug,1873X1786,Reslizumab,,Indicated for the add-on maintenance treatment of patients with severe asthma aged 18 years and older with an eosinophilic phenotype.,
17966,Drug,1873X1859,Vilanterol,DB09082,"Vilanterol is approved for use in several combination products such as with fluticasone furoate under the tradename Breo Ellipta and in combination with umeclidinium bromide as Anoro Ellipta. Approved by the FDA in 2013, use of Breo Ellipta is indicated for the long-term, once-daily maintenance treatment of airflow obstruction in patients with COPD, including chronic bronchitis and emphysema. It is also indicated for once-daily maintenance treatment of asthma in patients aged 18 or older with reversible obstructive airways disease.",503068-34-6
17967,Drug,1874X1620,Nisoldipine,DB00401,For the treatment of hypertension. It may be used alone or in combination with other antihypertensive agents.,63675-72-9
17968,Drug,1874X1655,Dextroamphetamine,,Used to treat attention deficit hyperactivity disorder (ADHD).,51-64-9
17969,Drug,1875X1608,Leuprolide,DB00007,"For treatment of prostate cancer, endometriosis, uterine fibroids and premature puberty",53714-56-0
17970,Drug,1875X1644,Escitalopram,DB01175,Labeled indications include major depressive disorder (MDD) and generalized anxiety disorder (GAD). Unlabeled indications include treatment of mild dementia-associated agitation in nonpsychotic patients.,128196-01-0
17971,Drug,1875X1957,Reversin 121,,,174630-04-7
17972,Drug,1876X1641,Vigabatrin,DB01080,"For use as an adjunct in treatment resistant epilepsy, refractory complex partial seizures, and secondary generalized seizures. It is also used as monotherapy in infantile spasms in West syndrome.",68506-86-5
17973,Drug,1877X1630,Nitroglycerin,DB00727,For the prevention of angina,55-63-0
17974,Drug,1877X1790,Alcaftadine,,For the prevention of itching associated with allergic conjunctivitis.,147084-10-4
17975,Drug,1877X1858,Ibrutinib,,"Ibrutinib acquired an accelerated approval for the treatment of mantle cell lymphoma who have received at least one prior therapy.[FDA label] Mantle cell lymphoma (MCL) is a B-cell non-Hodgkin lymphoma that develops in the outer edge of a lymph node. MCL is usually diagnosed at late stages and it is easily spread into bone marrow, spleen, liver and gastrointestinal tract.[L1929]    Ibrutinib is indicated for the treatment of chronic lymphocytic leukemia (CLL) who have at least one prior therapy.[FDA label] CLL is a type of cancer caused by an overproduction of lymphocytes by the bone marrow. Some of the symptoms include swollen lymph nodes and tiredness.[L1931]    Ibrutinib is indicated for the treatment of chronic lymphocytic leukemia (CLL) with 17p deletion.[FDA label] CLL with 17p is a type of leukemia in which a deletion in 17p disrupts the tumor suppressor p53 by deleting one allele of the TP53 gene. The remaining allele is mainly inactivated and thus, this type of leukemia is unresponsive to p53-dependent treatments.[A32305]    Ibrutinib is indicated for the treatment of patients with Waldenstrom's Macroglobulinemia (WM).[FDA label] WM, also called lymphoplasmacytic lymphoma, is a type of non-Hodgkin lymphoma in which the cancer cells make large amounts of macroglobulin. The macroglobulin is a monoclonal protein that corresponds to the type of IgM antibodies and the unrestricted formation of this protein causes typical symptoms such as excessive bleeding and effects in vision and nervous system.[L1934]",936563-96-1
17976,Drug,1878X1626,Clofarabine,DB00631,For the treatment of pediatric patients 1 to 21 years old with relapsed or refractory acute lymphocytic (lymphoblastic) leukemia after at least two prior regimens. It is designated as an orphan drug by the FDA for this use.,123318-82-1
17977,Drug,1878X1780,Temsirolimus,,"For the treatment of renal cell carcinoma (RCC). Also investigated for use/treatment in breast cancer, lymphoma (unspecified), rheumatoid arthritis, and multiple myeloma.",162635-04-3
17978,Drug,1878X1853,Aleglitazar,DB08915,Investigated for use in patients with type II diabetes to reduce their risks of cardiovascular mortality and morbidity.,475479-34-6
17979,Drug,1879X1618,Timolol,DB00373,"In its oral form it is used to treat high blood pressure and prevent heart attacks, and occasionally to prevent migraine headaches. In its opthalmic form it is used to treat open-angle and occasionally secondary glaucoma.",26839-75-8
17980,Drug,1880X1616,Vindesine,DB00309,"For the treatment of acute leukaemia, malignant lymphoma, Hodgkin's disease, acute erythraemia and acute panmyelosis",53643-48-4
17981,Drug,1880X1655,Alverine,,Used to relieve cramps or spasms of the stomach and intestines. It is also useful in treating irritable bowel syndrome (IBS) and similar conditions. It can also be used to help relieve period pain. Alverine citrate is also under investigation to increase the cytotoxic effects of the proteasome inhibitor MG132 on breast cancer cells.,150-59-4
17982,Drug,1880X1850,Dimetindene,,"Indicated as symptomatic treatment of allergic reactions: urticaria, allergies of the upper respiratory tract such as hey fever and perennial rhinitis, food and drug allergies; pruritus of various origins, except pruritus due to cholestasis; insect bites. Dimethindene is also indicated for pruritus in eruptive skin diseases such as chicken-pox. Dimethindene can also be used as an adjuvant in eczema and other pruriginous dermatoses of allergic origin.",5636-83-9
17983,Drug,1881X1854,Ifenprodil,,,23210-56-2
17984,Drug,2250X1622,Tridihexethyl,DB00505,Used as an adjunct in the treatment of peptic ulcer disease and in Acquired nystagmus,60-49-1
17985,Drug,2251X1618,Palonosetron,DB00377,"For the prevention of acute and delayed nausea and vomiting associated with initial and repeat courses of moderately emetogenic cancer chemotherapy, as well as prevention of acute nausea and vomiting associated with highly emetogenic cancer chemotherapy. Also used for the prevention of postoperative nausea and vomiting for up to 24 hours post operation.",135729-56-5
17986,Drug,2251X1654,Ursodeoxycholic acid,,The drug reduces cholesterol absorption and is used to dissolve (cholesterol) gallstones in patients who want an alternative to surgery.,128-13-2
17987,Drug,2252X1616,Valproic Acid,DB00313,"For treatment and management of seizure disorders, mania, and prophylactic treatment of migraine headache. In epileptics, valproic acid is used to control absence seizures, tonic-clonic seizures (grand mal), complex partial seizures, and the seizures associated with Lennox-Gastaut syndrome.",99-66-1
17988,Drug,2252X1655,Pipotiazine,,For the maintenance treatment of chronic non-agitated schizophrenic patients.,39860-99-6
17989,Drug,2252X1782,Cangrelor,,"For use as an adjunct to percutaneous coronary intervention (PCI) for reducing the risk of periprocedural myocardial infarction (MI), repeat coronary revascularization, and stent thrombosis (ST) in patients in who have not been treated with a P2Y12 platelet inhibitor and are not being given a glycoprotein IIb/IIIa inhibitor.",163706-06-7
17990,Drug,2253X1621,Duloxetine,DB00476,"For the acute and maintenance treatment of major depressive disorder (MDD), as well as acute management of generalized anxiety disorder. Also used for the management of neuropathic pain associated with diabetic peripheral neuropathy, and fibromyalgia. Has been used in the management of moderate to severe stress urinary incontinence (SUI) in women.",116539-59-4
17991,Drug,2253X1850,Roxatidine acetate,,"For the treatment of disorders of the upper gastro-intestinal region that are due to an excess of hydrochloric acid in the gastric juice, i.e. duodenal ulcers, benign gastric ulcers. Also for prophylaxis of recurrent gastric and duodenal ulcers",78628-28-1
17992,Drug,2254X1616,Zolmitriptan,DB00315,For the acute treatment of adult migraine with or without auras.,139264-17-8
17993,Drug,2254X1655,Thiothixene,,For the management of schizophrenia.,3313-26-6
17994,Drug,2254X1787,Levonordefrin,,Used as a topical nasal decongestant and vasoconstrictor in dentistry.,829-74-3
17995,Drug,2254X1857,Ceritinib,,Ceritinib is a kinase inhibitor indicated for the treatment of patients with anaplastic lymphoma kinase (ALK)-positive metastatic non-small cell lung cancer (NSCLC) who have progressed on or are intolerant to crizotinib. This indication is approved under accelerated approval based on tumor response rate and duration of response. An improvement in survival or disease-related symptoms has not been established. Continued approval for this indication may be contingent upon verification and description of clinical benefit in confirmatory trials.,1032900-25-6
17996,Drug,2255X1619,Acetohexamide,DB00414,Used in the management of diabetes mellitus type 2 (adult-onset).,968-81-0
17997,Drug,2255X1855,Diosmin,,,520-27-4
17998,Drug,2256X1622,Aminocaproic Acid,DB00513,For use in the treatment of excessive postoperative bleeding.,60-32-2
17999,Drug,2256X1858,Quinagolide,,Indicated for the treatment of hyperprolactinemia (idiopathic or originating from a prolactin-secreting pituitary microadenoma or macroadenoma).,87056-78-8
18000,Drug,2258X1645,Dasatinib,,"For the treatment of adults with chronic, accelerated, or myeloid or lymphoid blast phase chronic myeloid leukemia with resistance or intolerance to prior therapy. Also indicated for the treatment of adults with Philadelphia chromosome-positive acute lymphoblastic leukemia with resistance or intolerance to prior therapy.",302962-49-8
18001,Drug,2259X1639,Acetophenazine,DB01063,For the treatment of disorganized and psychotic thinking. Also used to help treat false perceptions (e.g. hallucinations or delusions.),2751-68-0
18002,Drug,2260X1638,Ethinamate,DB01031,"Used for the short-term treatment of insomnia, however, it generally has been replaced by other sedative-hypnotic agents.",126-52-3
18003,Drug,2260X1916,Zalutumumab,DB12202,,667901-13-5
18004,Drug,2261X1635,Oxymetazoline,DB00935,For treatment of nasal congestion and redness associated with minor irritations of the eye,1491-59-4
18005,Drug,2261X1864,Butylscopolamine,DB09300,Used to treat abdmoninal cramping and pain [FDA Label].,7182-53-8
18006,Drug,2262X1625,Moricizine,DB00680,Used to treat irregular heartbeats (arrhythmias) and maintain a normal heart rate.,31883-05-3
18007,Drug,2263X1618,Pethidine,DB00454,Used to control moderate to severe pain.,57-42-1
18008,Drug,2263X1652,Probucol,,Used to lower LDL and HDL cholesterol.,23288-49-5
18009,Drug,2263X1779,Human C1-esterase inhibitor,,For routine prophylaxis against angioedema attacks in adolescent and adult patients with Hereditary Angioedema (HAE).,
18010,Drug,2264X1618,Loratadine,DB00455,"A self-medication that is used alone or in combination with pseudoephedrine sulfate for the symptomatic relief of seasonal allergic rhinitis. Also used for the symptomatic relief of pruritus, erythema, and urticaria associated with chronic idiopathic urticaria in patients (not for children under 6 unless directed by a clincian).",79794-75-5
18011,Drug,2265X1611,Pregabalin,DB00230,"Pregabalin is used for the management of neuropathic pain associated with diabetic peripheral neuropathy or spinal cord injury, and postherpetic neuralgia. It is not approved for the management of fibromyalgia or as adjuntive therapy for adult partial onset seizures.[FDA label]",148553-50-8
18012,Drug,2265X1650,Carfentanil,,Carfentanil is similar (but more potent) to the opioid analgesic fentanyl. It is used as a tranquilizer for large animals.,59708-52-0
18013,Drug,1867X1635,Sirolimus,DB00877,For the prophylaxis of organ rejection in patients receiving renal transplants.,53123-88-9
18014,Drug,1867X1893,Antithrombin Alfa,,Antithrombin alfa is a recombinant antithrombin it is indicated for the prevention of peri-operative and peri-partum thromboembolic events in patients with hereditary deficiency of antithrombin.,84720-88-7
18015,Drug,1868X1632,Propantheline,DB00782,"For the treatment of enuresis. It has also been used for hyperhidrosis, and cramps or spasms of the stomach, intestines or bladder.",298-50-0
18016,Drug,1868X1788,Ethanolamine Oleate,,"For the treatment of patients with esophageal varices that have recently bled, to prevent rebleeding.",2272-11-9
18017,Drug,1868X1864,Moxonidine,,For the treatment of mild to moderate essential or primary hypertension [L1025]. Effective as most first-line antihypertensives when used as monotherapy [A27137].,75438-57-2
22386,Drug,1869X1628,Latanoprost,DB00654,For the reduction of elevated intraocular pressure in patients with open-angle glaucoma or ocular hypertension.,130209-82-4
22387,Drug,1870X1627,Fluphenazine,DB00623,For management of manifestations of psychotic disorders.,69-23-8
22388,Drug,1870X1864,Pirlindole,,"For the treatment of major depression.    It is being studied in the treatment of fibromyalgia pain syndrome. One study determined that the effect of pirlindole on sensorimotor performance while driving a motor vehicle shows many similarities to that of placebo. The drug appears to stimulate the central nervous system, rather than exhibit a sedative effect, like many antidepressants.  Because of its selective, reversible inhibition of monoamine oxidase (MAO-A) and short half-life, unpleasant ""cheese effects"" are avoided. This refers to the effects of consuming tyramine-rich foods, such as cheese while medicated with monoamine oxidase inhibitors, leading to severe headaches and hypertension [L1395].  of The available evidence supports pirlindole as a safe and effective treatment option for the management of depression and fibromyalgia syndrome [L1394].",60762-57-4
22389,Drug,1871X1750,Phenolphthalein,,Used for over a century as a laxative.,77-09-8
22390,Drug,1872X1788,Mevastatin,,Not used therapeutically due to its many side effects.,73573-88-3
22391,Drug,1872X1867,Tipiracil,,"Tipiracil, in combination with trifluridine, is indicated for the treatment of refractory mestastatic colorectal cancer patients who keep progressing despite of treatment with standard chemotherapy and biologics.[A31256]",183204-74-2
22392,Drug,1873X1630,Methoxamine,DB00723,Indicated for the treatment and management of hypotension.,390-28-3
22393,Drug,1873X1788,Xylometazoline,,It is used for treating nasal congestion and minor inflammation due to allergies or colds.,526-36-3
22394,Drug,1874X1621,Prochlorperazine,DB00433,"For the symptomatic management of psychotic disorders, short term management of nonpsychotic anxiety in patients with generalized anxiety disorder, and for the control of severe nausea and vomiting of various causes.",58-38-8
22395,Drug,1875X1609,Glucagon recombinant,DB00040,"For treatment of severe hypoglycemia, also used in gastrointestinal imaging",16941-32-5
22396,Drug,1875X1645,Ridogrel,DB01207,Used as an adjunctive therapy to induce thrombolysis in patients suffering acute myocardial infarction.,110140-89-1
22397,Drug,1876X1608,Peginterferon alfa-2a,DB00008,Peginterferon alfa-2a is indicated for the treatment of HCV in combination with other antiviral drugs in patients over 5 years of age with compensated liver disease [FDA Label]. May be used as a monotherapy in patients with contraindications to or significant intolerance to other anti-viral therapies.    Peginterferon alfa-2a is also indicated as a monotherapy for adult patients with HBeAg positive and HBeAg negative chronic hepatitis B infection who have  compensated liver disease and evidence of viral replication and liver inflammation [FDA Label].,198153-51-4
22398,Drug,1876X1865,Molsidomine,,"The indications for use of molsidomine include ischemic heart disease, angina, chronic heart failure, and pulmonary hypertension [L1370, L1371].",25717-80-0
22399,Drug,1877X1631,Tetracycline,DB00759,"Used to treat bacterial infections such as Rocky Mountain spotted fever, typhus fever, tick fevers, Q fever, rickettsialpox and Brill-Zinsser disease. May be used to treat infections caused by Chlamydiae spp., B. burgdorferi (Lyme disease), and upper respiratory infections caused by typical (S. pneumoniae, H. influenzae, and M. catarrhalis) and atypical organisms (C. pneumoniae, M. pneumoniae, L. pneumophila). May also be used to treat acne. Tetracycline may be an alternative drug for people who are allergic to penicillin.",60-54-8
22400,Drug,1877X1791,Methylnaltrexone,,Treatment of opioids induced constipation in palliative patients that are inadequately responding to laxative therapy.,916055-93-1
22401,Drug,1877X1859,Eugenol,,Eugenol is not currently available in any FDA-approved drug products. There are a number of unapproved OTC products that advertise it for the use of toothache.  Eugenol is is also commonly used in combination with zinc oxide in dental procedures for the cementation of temporary prostheses and the temporary restoration of teeth and cavities.,97-53-0
22402,Drug,1878X1627,Flumethasone,DB00663,"For the treatment of contact dermatitis, atopic dermatitis, exczema, psoriasis, diaper rash and other skin conditions",2135-17-3
22403,Drug,1878X1856,Bromopride,,"Bromopride in indicated in the treatment of nausea and vomiting, including PONV (post-operative nausea and vomiting), gastroesophageal reflux disease (GERD/GORD), as well as endoscopy preparation and radiographic studies of the GI tract.",4093-35-0
22404,Drug,1880X1617,Terfenadine,DB00342,"For the treatment of allergic rhinitis, hay fever, and allergic skin disorders.",50679-08-8
