:ID,:LABEL,namespace:string,bel:string,name:string,involved_other:string
1367,Pathology,DOID,"path(DOID:""progressive relapsing multiple sclerosis"")",progressive relapsing multiple sclerosis,progressive relapsing multiple sclerosis
1368,Pathology,HP,"path(HP:""Seizures"")",Seizures,Seizures
1369,Pathology,DOID,"path(DOID:""allergic rhinitis"")",allergic rhinitis,allergic rhinitis
1370,Pathology,DOID,"path(DOID:""neuromyelitis optica"")",neuromyelitis optica,neuromyelitis optica
1371,Pathology,MESH,"path(MESH:""Movement Disorders"")",Movement Disorders,Movement Disorders
1372,Pathology,MESH,"path(MESH:""Protein Transport"")",Protein Transport,Protein Transport
1373,Pathology,MESH,"path(MESH:""Astigmatism"")",Astigmatism,Astigmatism
1374,Pathology,ADO,"path(ADO:""neuroinflammation"")",neuroinflammation,neuroinflammation
1375,Pathology,ADO,"path(ADO:""Late_Onset_Alzheimer_s_Disease"")",Late_Onset_Alzheimer_s_Disease,Late_Onset_Alzheimer_s_Disease
1376,Pathology,HP,"path(HP:""Hyperintensity of cerebral white matter on MRI"")",Hyperintensity of cerebral white matter on MRI,Hyperintensity of cerebral white matter on MRI
1377,Pathology,HP,"path(HP:""Delusions"")",Delusions,Delusions
1378,Pathology,NCIT,"path(NCIT:""C28004"")",C28004,C28004
1379,Pathology,MESH,"path(MESH:""Leukemia, Myeloid, Acute"")","Leukemia, Myeloid, Acute","Leukemia, Myeloid, Acute"
1380,Pathology,DOID,"path(DOID:""osteoarthritis"")",osteoarthritis,osteoarthritis
1381,Pathology,DOID,"path(DOID:""systemic lupus erythematosus"")",systemic lupus erythematosus,systemic lupus erythematosus
1382,Pathology,MESH,"path(MESH:""Virulence"")",Virulence,Virulence
1383,Pathology,MP,"path(MP:""0008235"")",0008235,0008235
1384,Pathology,MESH,"path(MESH:""Bulbo-Spinal Atrophy, X-Linked"")","Bulbo-Spinal Atrophy, X-Linked","Bulbo-Spinal Atrophy, X-Linked"
1385,Pathology,MESH,"path(MESH:""Neuronal Plasticity"")",Neuronal Plasticity,Neuronal Plasticity
1386,Pathology,MESH,"path(MESH:""Depression"")",Depression,Depression
1387,Pathology,DO,"path(DO:""Huntington's disease"")",Huntington's disease,Huntington's disease
1388,Pathology,MESHD,"path(MESHD:""Arthritis"")",Arthritis,Arthritis
1389,Pathology,MESHD,"path(MESHD:""Stroke"")",Stroke,Stroke
1390,Pathology,DOID,"path(DOID:""Niemann-Pick disease type C1"")",Niemann-Pick disease type C1,Niemann-Pick disease type C1
1391,Pathology,MESH,"path(MESH:""Inclusion Bodies"")",Inclusion Bodies,Inclusion Bodies
1392,Pathology,MESH,"path(MESH:""Salivation"")",Salivation,Salivation
1393,Pathology,MESH,"path(MESH:""Diarrhea"")",Diarrhea,Diarrhea
1394,Pathology,HP,"path(HP:""Abnormality of the cerebrospinal fluid"")",Abnormality of the cerebrospinal fluid,Abnormality of the cerebrospinal fluid
1395,Pathology,DOID,"path(DOID:""brain ischemia"")",brain ischemia,brain ischemia
1396,Pathology,DOID,"path(DOID:""schizophrenia"")",schizophrenia,schizophrenia
1397,Pathology,DOID,"path(DOID:""dystonia"")",dystonia,dystonia
1398,Pathology,EFO,"path(EFO:""maximal oxygen uptake measurement"")",maximal oxygen uptake measurement,maximal oxygen uptake measurement
1399,Pathology,MESH,"path(MESH:""Obesity"")",Obesity,Obesity
1400,Pathology,MESHD,"path(MESHD:""myocardial infarction"")",myocardial infarction,myocardial infarction
1401,Pathology,HP,"path(HP:""Sleep disturbance"")",Sleep disturbance,Sleep disturbance
1402,Pathology,EFO,"path(EFO:""hypoxia"")",hypoxia,hypoxia
1403,Pathology,MESH,"path(MESH:""Protein Unfolding"")",Protein Unfolding,Protein Unfolding
1404,Pathology,MESH,"path(MESH:""Oxidative Stress"")",Oxidative Stress,Oxidative Stress
1405,Pathology,MESH,"path(MESH:""Endosomes"")",Endosomes,Endosomes
1406,Pathology,DOID,"path(DOID:""lymphopenia"")",lymphopenia,lymphopenia
1407,Pathology,HP,"path(HP:""Optic neuropathy"")",Optic neuropathy,Optic neuropathy
1408,Pathology,DOID,"path(DOID:""inflammatory bowel disease"")",inflammatory bowel disease,inflammatory bowel disease
1409,Pathology,MESH,"path(MESH:""Autoimmune Diseases"")",Autoimmune Diseases,Autoimmune Diseases
1410,Pathology,HP,"path(HP:""Cerebellar atrophy"")",Cerebellar atrophy,Cerebellar atrophy
1411,Pathology,MESH,"path(MESH:""Huntington Disease"")",Huntington Disease,Huntington Disease
1412,Pathology,MESH,"path(MESH:""Endoplasmic Reticulum Stress"")",Endoplasmic Reticulum Stress,Endoplasmic Reticulum Stress
1413,Pathology,MESH,"path(MESH:""Stress, Physiological"")","Stress, Physiological","Stress, Physiological"
1414,Pathology,MESH,"path(MESH:""Hyperopia"")",Hyperopia,Hyperopia
1415,Pathology,MESHD,"path(MESHD:""Frontotemporal Dementia"")",Frontotemporal Dementia,Frontotemporal Dementia
1416,Pathology,MESH,"path(MESH:""Hypertrophy, Left Ventricular"")","Hypertrophy, Left Ventricular","Hypertrophy, Left Ventricular"
1417,Pathology,MESH,"path(MESH:""Heating"")",Heating,Heating
1418,Pathology,MESH,"path(MESH:""Arousal"")",Arousal,Arousal
1419,Pathology,MESH,"path(MESH:""Disease"")",Disease,Disease
1420,Pathology,MESH,"path(MESH:""JC Virus"")",JC Virus,JC Virus
1421,Pathology,MESH,"path(MESH:""Epstein-Barr Virus Infections"")",Epstein-Barr Virus Infections,Epstein-Barr Virus Infections
1422,Pathology,NCIT,"path(NCIT:""C78739"")",C78739,C78739
1423,Pathology,MESH,"path(MESH:""Language Disorders"")",Language Disorders,Language Disorders
1424,Pathology,HP,"path(HP:""Caudate atrophy"")",Caudate atrophy,Caudate atrophy
1425,Pathology,DOID,"path(DOID:""Niemann-Pick disease"")",Niemann-Pick disease,Niemann-Pick disease
1426,Pathology,DOID,"path(DOID:""progressive supranuclear palsy"")",progressive supranuclear palsy,progressive supranuclear palsy
1427,Pathology,MESH,"path(MESH:""Tremor"")",Tremor,Tremor
1428,Pathology,MESHD,"path(MESHD:""Alcoholism"")",Alcoholism,Alcoholism
1429,Pathology,MESHD,"path(MESHD:""Learning Disorders"")",Learning Disorders,Learning Disorders
1430,Pathology,MESH,"path(MESH:""Late Onset Disorders"")",Late Onset Disorders,Late Onset Disorders
1431,Pathology,MESH,"path(MESH:""Sjogren's Syndrome"")",Sjogren's Syndrome,Sjogren's Syndrome
1432,Pathology,MESH,"path(MESH:""Muscular Atrophy"")",Muscular Atrophy,Muscular Atrophy
1433,Pathology,MESH,"path(MESH:""Herpes Simplex"")",Herpes Simplex,Herpes Simplex
1434,Pathology,MESH,"path(MESH:""Injection Site Reaction"")",Injection Site Reaction,Injection Site Reaction
1435,Pathology,DOID,"path(DOID:""optic atrophy"")",optic atrophy,optic atrophy
1436,Pathology,MESH,"path(MESH:""Social Behavior Disorders"")",Social Behavior Disorders,Social Behavior Disorders
1437,Pathology,HP,"path(HP:""Autosomal dominant inheritance"")",Autosomal dominant inheritance,Autosomal dominant inheritance
1438,Pathology,EFO,"path(EFO:""peripheral neuropathy"")",peripheral neuropathy,peripheral neuropathy
1439,Pathology,HP,"path(HP:""Dyskinesia"")",Dyskinesia,Dyskinesia
1440,Pathology,MESH,"path(MESH:""Vomiting"")",Vomiting,Vomiting
1441,Pathology,MESH,"path(MESH:""Recognition (Psychology)"")",Recognition (Psychology),Recognition (Psychology)
1442,Pathology,MESHD,"path(MESHD:""Glaucoma"")",Glaucoma,Glaucoma
1443,Pathology,MESHD,"path(MESHD:""Cerebrovascular Disorders"")",Cerebrovascular Disorders,Cerebrovascular Disorders
1444,Pathology,MESH,"path(MESH:""Axonal Transport"")",Axonal Transport,Axonal Transport
1445,Pathology,DOID,"path(DOID:""diarrhea"")",diarrhea,diarrhea
1446,Pathology,DOID,"path(DOID:""glomerulonephritis"")",glomerulonephritis,glomerulonephritis
1447,Pathology,HP,"path(HP:""Headache"")",Headache,Headache
1448,Pathology,MESH,"path(MESH:""Pyroptosis"")",Pyroptosis,Pyroptosis
1449,Pathology,MESH,"path(MESH:""Toxoplasmosis"")",Toxoplasmosis,Toxoplasmosis
1450,Pathology,DO,"path(DO:""neuroinflammation"")",neuroinflammation,neuroinflammation
1451,Pathology,MESHD,"path(MESHD:""Alzheimer disease"")",Alzheimer disease,Alzheimer disease
1452,Pathology,MESH,"path(MESH:""Paraparesis, Spastic"")","Paraparesis, Spastic","Paraparesis, Spastic"
1453,Pathology,MESH,"path(MESH:""Wallerian Degeneration"")",Wallerian Degeneration,Wallerian Degeneration
1454,Pathology,MESH,"path(MESH:""Attention Deficit Disorder with Hyperactivity"")",Attention Deficit Disorder with Hyperactivity,Attention Deficit Disorder with Hyperactivity
1455,Pathology,HP,"path(HP:""Neurofibrillary tangles"")",Neurofibrillary tangles,Neurofibrillary tangles
1456,Pathology,MESH,"path(MESH:""Nicotine Chewing Gum"")",Nicotine Chewing Gum,Nicotine Chewing Gum
1457,Pathology,MESH,"path(MESH:""Memory, Short-Term"")","Memory, Short-Term","Memory, Short-Term"
1458,Pathology,MESH,"path(MESH:""Immunity, Humoral"")","Immunity, Humoral","Immunity, Humoral"
1459,Pathology,MESH,"path(MESH:""Work"")",Work,Work
1460,Pathology,DOID,"path(DOID:""anxiety disorder"")",anxiety disorder,anxiety disorder
1461,Pathology,MESH,"path(MESH:""Cell Differentiation"")",Cell Differentiation,Cell Differentiation
1462,Pathology,CONSO,"path(CONSO:""Corticobasal Degeneration"")",Corticobasal Degeneration,Corticobasal Degeneration
1463,Pathology,MESHD,"path(MESHD:""DNA Virus Infections"")",DNA Virus Infections,DNA Virus Infections
1464,Pathology,MESHD,"path(MESHD:""Infection"")",Infection,Infection
1465,Pathology,EFO,"path(EFO:""neurodegenerative disease"")",neurodegenerative disease,neurodegenerative disease
1466,Pathology,GO,"path(GO:""mitophagy"")",mitophagy,mitophagy
1467,Pathology,NCIT,"path(NCIT:""C78251"")",C78251,C78251
1468,Pathology,MESH,"path(MESH:""Exercise"")",Exercise,Exercise
1469,Pathology,MESH,"path(MESH:""Aphasia"")",Aphasia,Aphasia
1470,Pathology,MESH,"path(MESH:""Illness Behavior"")",Illness Behavior,Illness Behavior
1471,Pathology,MESH,"path(MESH:""Neurocognitive Disorders"")",Neurocognitive Disorders,Neurocognitive Disorders
1472,Pathology,EFO,"path(EFO:""Thyroid Gland Undifferentiated (Anaplastic) Carcinoma"")",Thyroid Gland Undifferentiated (Anaplastic) Carcinoma,Thyroid Gland Undifferentiated (Anaplastic) Carcinoma
1473,Pathology,HP,"path(HP:""Senile plaques"")",Senile plaques,Senile plaques
1474,Pathology,MESH,"path(MESH:""Stress Disorders, Traumatic"")","Stress Disorders, Traumatic","Stress Disorders, Traumatic"
1475,Pathology,MESH,"path(MESH:""Vestibular Diseases"")",Vestibular Diseases,Vestibular Diseases
1476,Pathology,MESHD,"path(MESHD:""Hypoxia, Brain"")","Hypoxia, Brain","Hypoxia, Brain"
1477,Pathology,MESHD,"path(MESHD:""Diabetes Mellitus"")",Diabetes Mellitus,Diabetes Mellitus
1478,Pathology,MESH,"path(MESH:""RING Finger Domains"")",RING Finger Domains,RING Finger Domains
1479,Pathology,DOID,"path(DOID:""atrioventricular block"")",atrioventricular block,atrioventricular block
1480,Pathology,MESH,"path(MESH:""Mycoses"")",Mycoses,Mycoses
1481,Pathology,HP,"path(HP:""Encephalopathy"")",Encephalopathy,Encephalopathy
1482,Pathology,HP,"path(HP:""Abnormal proportion of CD4+ effector memory cells"")",Abnormal proportion of CD4+ effector memory cells,Abnormal proportion of CD4+ effector memory cells
1483,Pathology,MESH,"path(MESH:""Apathy"")",Apathy,Apathy
1484,Pathology,MESH,"path(MESH:""Protein Aggregation, Pathological"")","Protein Aggregation, Pathological","Protein Aggregation, Pathological"
1485,Pathology,MESH,"path(MESH:""Unfolded Protein Response"")",Unfolded Protein Response,Unfolded Protein Response
1486,Pathology,CONSO,"path(CONSO:""neurotoxicity"")",neurotoxicity,neurotoxicity
1487,Pathology,MESHD,"path(MESHD:""Nausea"")",Nausea,Nausea
1488,Pathology,MESHD,"path(MESHD:""Amyotrophic Lateral Sclerosis"")",Amyotrophic Lateral Sclerosis,Amyotrophic Lateral Sclerosis
1489,Pathology,MESH,"path(MESH:""Hypertrophy"")",Hypertrophy,Hypertrophy
1490,Pathology,MESH,"path(MESH:""Maze Learning"")",Maze Learning,Maze Learning
1491,Pathology,MESH,"path(MESH:""Tertiary Lymphoid Structures"")",Tertiary Lymphoid Structures,Tertiary Lymphoid Structures
1492,Pathology,NCIT,"path(NCIT:""Cognitive Impairment"")",Cognitive Impairment,Cognitive Impairment
1493,Pathology,MESHD,"path(MESHD:""Neuroimmunomodulation"")",Neuroimmunomodulation,Neuroimmunomodulation
1494,Pathology,MESH,"path(MESH:""Diet, High-Fat"")","Diet, High-Fat","Diet, High-Fat"
1495,Pathology,HP,"path(HP:""Confusion"")",Confusion,Confusion
1496,Pathology,MESH,"path(MESH:""Psychotic Disorders"")",Psychotic Disorders,Psychotic Disorders
1497,Pathology,MESH,"path(MESH:""Dizziness"")",Dizziness,Dizziness
1498,Pathology,MESH,"path(MESH:""Hyperglycemia"")",Hyperglycemia,Hyperglycemia
1499,Pathology,MESH,"path(MESH:""Behavior and Behavior Mechanisms"")",Behavior and Behavior Mechanisms,Behavior and Behavior Mechanisms
1500,Pathology,MESH,"path(MESH:""Alcoholism"")",Alcoholism,Alcoholism
1501,Pathology,MESH,"path(MESH:""Spatial Learning"")",Spatial Learning,Spatial Learning
1502,Pathology,NNS,"path(NNS:""chronic CNS injury"")",chronic CNS injury,chronic CNS injury
1503,Pathology,MESHD,"path(MESHD:""Glioma"")",Glioma,Glioma
1504,Pathology,MESH,"path(MESH:""Motor Neuron Disease"")",Motor Neuron Disease,Motor Neuron Disease
1505,Pathology,HP,"path(HP:""Ischemic stroke"")",Ischemic stroke,Ischemic stroke
1506,Pathology,MESH,"path(MESH:""Proteinuria"")",Proteinuria,Proteinuria
1507,Pathology,HP,"path(HP:""Myelopathy"")",Myelopathy,Myelopathy
1508,Pathology,MESH,"path(MESH:""Problem Behavior"")",Problem Behavior,Problem Behavior
1509,Pathology,MESH,"path(MESH:""Spinal Cord Injuries"")",Spinal Cord Injuries,Spinal Cord Injuries
1510,Pathology,MESH,"path(MESH:""Stereotypic Movement Disorder"")",Stereotypic Movement Disorder,Stereotypic Movement Disorder
1511,Pathology,DOID,"path(DOID:""Rett syndrome"")",Rett syndrome,Rett syndrome
1512,Pathology,MESH,"path(MESH:""Gliosis"")",Gliosis,Gliosis
1513,Pathology,MESH,"path(MESH:""Inflammation"")",Inflammation,Inflammation
1514,Pathology,MESHD,"path(MESHD:""Prostatic Neoplasms"")",Prostatic Neoplasms,Prostatic Neoplasms
1515,Pathology,MESHD,"path(MESHD:""Diffuse Axonal Injury"")",Diffuse Axonal Injury,Diffuse Axonal Injury
1516,Pathology,MESH,"path(MESH:""Fasting"")",Fasting,Fasting
1517,Pathology,EFO,"path(EFO:""familial amyotrophic lateral sclerosis"")",familial amyotrophic lateral sclerosis,familial amyotrophic lateral sclerosis
1518,Pathology,MESH,"path(MESH:""Encephalopathy, Bovine Spongiform"")","Encephalopathy, Bovine Spongiform","Encephalopathy, Bovine Spongiform"
1519,Pathology,HP,"path(HP:""Dyspnea"")",Dyspnea,Dyspnea
1520,Pathology,MESH,"path(MESH:""Opportunistic Infections"")",Opportunistic Infections,Opportunistic Infections
1521,Pathology,DOID,"path(DOID:""CADASIL"")",CADASIL,CADASIL
1522,Pathology,MESH,"path(MESH:""Metabolome"")",Metabolome,Metabolome
1523,Pathology,DOID,"path(DOID:""tic disorder"")",tic disorder,tic disorder
1524,Pathology,HP,"path(HP:""Bradykinesia"")",Bradykinesia,Bradykinesia
1525,Pathology,DOID,"path(DOID:""cognitive disorder"")",cognitive disorder,cognitive disorder
1526,Pathology,CONSO,"path(CONSO:""CONSO00027"")",CONSO00027,CONSO00027
1527,Pathology,MESH,"path(MESH:""Compulsive Behavior"")",Compulsive Behavior,Compulsive Behavior
1528,Pathology,HP,"path(HP:""Paranoia"")",Paranoia,Paranoia
1529,Pathology,MESH,"path(MESH:""Hypokinesia"")",Hypokinesia,Hypokinesia
1530,Pathology,MESH,"path(MESH:""Diffuse Axonal Injury"")",Diffuse Axonal Injury,Diffuse Axonal Injury
1531,Pathology,DOID,"path(DOID:""hepatocellular carcinoma"")",hepatocellular carcinoma,hepatocellular carcinoma
1532,Pathology,DOID,"path(DOID:""secondary progressive multiple sclerosis"")",secondary progressive multiple sclerosis,secondary progressive multiple sclerosis
1533,Pathology,HP,"path(HP:""Dysphasia"")",Dysphasia,Dysphasia
1534,Pathology,MESH,"path(MESH:""Longevity"")",Longevity,Longevity
1535,Pathology,MESH,"path(MESH:""Nerve Degeneration"")",Nerve Degeneration,Nerve Degeneration
1536,Pathology,MESH,"path(MESH:""Chromosome Aberrations"")",Chromosome Aberrations,Chromosome Aberrations
1537,Pathology,HP,"path(HP:""Limb muscle weakness"")",Limb muscle weakness,Limb muscle weakness
1538,Pathology,NCIT,"path(NCIT:""Hypertension"")",Hypertension,Hypertension
1539,Pathology,MESHD,"path(MESHD:""Brain Injuries, Traumatic "")","Brain Injuries, Traumatic ","Brain Injuries, Traumatic "
1540,Pathology,MESHD,"path(MESHD:""Neuroblastoma"")",Neuroblastoma,Neuroblastoma
1541,Pathology,MESHPP,"path(MESHPP:""DNA Damage"")",DNA Damage,DNA Damage
1542,Pathology,MESH,"path(MESH:""Chest Pain"")",Chest Pain,Chest Pain
1543,Pathology,MESH,"path(MESH:""Immunity"")",Immunity,Immunity
1544,Pathology,NCIT,"path(NCIT:""C21007"")",C21007,C21007
1545,Pathology,MESH,"path(MESH:""Social Isolation"")",Social Isolation,Social Isolation
1546,Pathology,DOID,"path(DOID:""neuropathy"")",neuropathy,neuropathy
1547,Pathology,MESH,"path(MESH:""Hypoxia"")",Hypoxia,Hypoxia
1548,Pathology,MESH,"path(MESH:""Craving"")",Craving,Craving
1549,Pathology,MESH,"path(MESH:""Proteus Syndrome"")",Proteus Syndrome,Proteus Syndrome
1550,Pathology,MESHD,"path(MESHD:""Hyperglycemia"")",Hyperglycemia,Hyperglycemia
1551,Pathology,MESH,"path(MESH:""Cysts"")",Cysts,Cysts
1552,Pathology,MESH,"path(MESH:""Protein Stability"")",Protein Stability,Protein Stability
1553,Pathology,MESH,"path(MESH:""Pain"")",Pain,Pain
1554,Pathology,DOID,"path(DOID:""thyroid gland disease"")",thyroid gland disease,thyroid gland disease
1555,Pathology,MESH,"path(MESH:""Macular Edema"")",Macular Edema,Macular Edema
1556,Pathology,DOID,"path(DOID:""antiphospholipid syndrome"")",antiphospholipid syndrome,antiphospholipid syndrome
1557,Pathology,MESH,"path(MESH:""Pediatric Autoimmune Neuropsychiatric Disorders Associated with Streptococcal infections"")",Pediatric Autoimmune Neuropsychiatric Disorders Associated with Streptococcal infections,Pediatric Autoimmune Neuropsychiatric Disorders Associated with Streptococcal infections
1558,Pathology,MESH,"path(MESH:""Suicidal Ideation"")",Suicidal Ideation,Suicidal Ideation
1559,Pathology,HP,"path(HP:""Abnormality of the cell cycle"")",Abnormality of the cell cycle,Abnormality of the cell cycle
1560,Pathology,DOID,"path(DOID:""prion disease"")",prion disease,prion disease
1561,Pathology,MESH,"path(MESH:""Cerebral Amyloid Angiopathy, Familial"")","Cerebral Amyloid Angiopathy, Familial","Cerebral Amyloid Angiopathy, Familial"
1562,Pathology,MESH,"path(MESH:""Seizures"")",Seizures,Seizures
1563,Pathology,MESH,"path(MESH:""Cell Death"")",Cell Death,Cell Death
1564,Pathology,MESH,"path(MESH:""Reward"")",Reward,Reward
1565,Pathology,MESH,"path(MESH:""Light"")",Light,Light
1566,Pathology,MESH,"path(MESH:""Mitochondrial Diseases"")",Mitochondrial Diseases,Mitochondrial Diseases
1567,Pathology,DOID,"path(DOID:""myocardial infarction"")",myocardial infarction,myocardial infarction
1568,Pathology,DOID,"path(DOID:""relapsing-remitting multiple sclerosis"")",relapsing-remitting multiple sclerosis,relapsing-remitting multiple sclerosis
1569,Pathology,DOID,"path(DOID:""cerebellar ataxia"")",cerebellar ataxia,cerebellar ataxia
1570,Pathology,MESH,"path(MESH:""Cell Enlargement"")",Cell Enlargement,Cell Enlargement
1571,Pathology,MESH,"path(MESH:""Apoptosis"")",Apoptosis,Apoptosis
1572,Pathology,DOID,"path(DOID:""amyloidosis"")",amyloidosis,amyloidosis
1573,Pathology,MESH,"path(MESH:""Colitis, Ulcerative"")","Colitis, Ulcerative","Colitis, Ulcerative"
1574,Pathology,MESHD,"path(MESHD:""Neurodegenerative Diseases"")",Neurodegenerative Diseases,Neurodegenerative Diseases
1575,Pathology,MESH,"path(MESH:""Delusions"")",Delusions,Delusions
1576,Pathology,MESH,"path(MESH:""Liver Diseases"")",Liver Diseases,Liver Diseases
1577,Pathology,MESH,"path(MESH:""Body Mass Index"")",Body Mass Index,Body Mass Index
1578,Pathology,DOID,"path(DOID:""Crohn's disease"")",Crohn's disease,Crohn's disease
1579,Pathology,HP,"path(HP:""Autism"")",Autism,Autism
1580,Pathology,MESH,"path(MESH:""Cognition"")",Cognition,Cognition
1581,Pathology,MESH,"path(MESH:""Anger"")",Anger,Anger
1582,Pathology,MESHD,"path(MESHD:""inflammatory response"")",inflammatory response,inflammatory response
1583,Pathology,NCIT,"path(NCIT:""Hyperhomocysteinemia"")",Hyperhomocysteinemia,Hyperhomocysteinemia
1584,Pathology,DOID,"path(DOID:""sleep disorder"")",sleep disorder,sleep disorder
1585,Pathology,MESH,"path(MESH:""Mortality, Premature"")","Mortality, Premature","Mortality, Premature"
1586,Pathology,MESH,"path(MESH:""Diabetes Mellitus"")",Diabetes Mellitus,Diabetes Mellitus
1587,Pathology,CONSO,"path(CONSO:""protein aggregation"")",protein aggregation,protein aggregation
1588,Pathology,MESH,"path(MESH:""RNA Recognition Motif"")",RNA Recognition Motif,RNA Recognition Motif
1589,Pathology,MESH,"path(MESH:""Tobacco Smoking"")",Tobacco Smoking,Tobacco Smoking
1590,Pathology,MESH,"path(MESH:""Cachexia"")",Cachexia,Cachexia
1591,Pathology,HP,"path(HP:""Spasticity"")",Spasticity,Spasticity
1592,Pathology,DOID,"path(DOID:""progressive multifocal leukoencephalopathy"")",progressive multifocal leukoencephalopathy,progressive multifocal leukoencephalopathy
1593,Pathology,MESH,"path(MESH:""Oral Ulcer"")",Oral Ulcer,Oral Ulcer
1594,Pathology,MESH,"path(MESH:""Cell Aggregation"")",Cell Aggregation,Cell Aggregation
1595,Pathology,DOID,"path(DOID:""learning disability"")",learning disability,learning disability
1596,Pathology,MESH,"path(MESH:""Neuropathology"")",Neuropathology,Neuropathology
1597,Pathology,DOID,"path(DOID:""bipolar disorder"")",bipolar disorder,bipolar disorder
1598,Pathology,DOID,"path(DOID:""autosomal recessive Parkinson's disease 14"")",autosomal recessive Parkinson's disease 14,autosomal recessive Parkinson's disease 14
1599,Pathology,CONSO,"path(CONSO:""CONSO00068"")",CONSO00068,CONSO00068
1600,Pathology,MESH,"path(MESH:""Muscle Hypotonia"")",Muscle Hypotonia,Muscle Hypotonia
1601,Pathology,MESHD,"path(MESHD:""Nervous System Diseases"")",Nervous System Diseases,Nervous System Diseases
1602,Pathology,MESH,"path(MESH:""Mitochondrial Size"")",Mitochondrial Size,Mitochondrial Size
1603,Pathology,MESH,"path(MESH:""Crohn Disease"")",Crohn Disease,Crohn Disease
1604,Pathology,MESH,"path(MESH:""Meningitis"")",Meningitis,Meningitis
1605,Pathology,HP,"path(HP:""Myocardial immune cell infiltration"")",Myocardial immune cell infiltration,Myocardial immune cell infiltration
1606,Pathology,HP,"path(HP:""Parkinsonism"")",Parkinsonism,Parkinsonism
1607,Pathology,MESH,"path(MESH:""Carbohydrate Metabolism"")",Carbohydrate Metabolism,Carbohydrate Metabolism
1608,Pathology,MESH,"path(MESH:""Hallucinations"")",Hallucinations,Hallucinations
1609,Pathology,MESH,"path(MESH:""Alcohol Drinking"")",Alcohol Drinking,Alcohol Drinking
1610,Pathology,HP,"path(HP:""Decreased antibody level in blood"")",Decreased antibody level in blood,Decreased antibody level in blood
1611,Pathology,MESH,"path(MESH:""Retinal Degeneration"")",Retinal Degeneration,Retinal Degeneration
1612,Pathology,HP,"path(HP:""Hallucinations"")",Hallucinations,Hallucinations
1613,Pathology,MESH,"path(MESH:""Tachyphylaxis"")",Tachyphylaxis,Tachyphylaxis
1614,Pathology,MESH,"path(MESH:""Cardiomyopathies"")",Cardiomyopathies,Cardiomyopathies
1615,Pathology,MESH,"path(MESH:""Headache"")",Headache,Headache
1616,Pathology,EFO,"path(EFO:""developmental disability"")",developmental disability,developmental disability
1617,Pathology,DOID,"path(DOID:""Lewy body dementia"")",Lewy body dementia,Lewy body dementia
1618,Pathology,EFO,"path(EFO:""stroke"")",stroke,stroke
1619,Pathology,DOID,"path(DOID:""ciliopathy"")",ciliopathy,ciliopathy
1620,Pathology,DOID,"path(DOID:""axonal neuropathy"")",axonal neuropathy,axonal neuropathy
1621,Pathology,MESH,"path(MESH:""Behavior, Addictive"")","Behavior, Addictive","Behavior, Addictive"
1622,Pathology,MESHD,"path(MESHD:""Stress"")",Stress,Stress
1623,Pathology,MESHD,"path(MESHD:""Wounds and Injuries"")",Wounds and Injuries,Wounds and Injuries
1624,Pathology,DOID,"path(DOID:""Niemann-Pick disease type C2"")",Niemann-Pick disease type C2,Niemann-Pick disease type C2
1625,Pathology,MESH,"path(MESH:""RNA Splicing"")",RNA Splicing,RNA Splicing
1626,Pathology,MESH,"path(MESH:""Hypothermia"")",Hypothermia,Hypothermia
1627,Pathology,MESH,"path(MESH:""Supranuclear Palsy, Progressive"")","Supranuclear Palsy, Progressive","Supranuclear Palsy, Progressive"
1628,Pathology,HP,"path(HP:""Allergy"")",Allergy,Allergy
1629,Pathology,MESH,"path(MESH:""Alopecia"")",Alopecia,Alopecia
1630,Pathology,MESH,"path(MESH:""Optic Atrophy, Hereditary, Leber"")","Optic Atrophy, Hereditary, Leber","Optic Atrophy, Hereditary, Leber"
1631,Pathology,OMIT,"path(OMIT:""0016183"")",0016183,0016183
1632,Pathology,MESH,"path(MESH:""Mental Disorders"")",Mental Disorders,Mental Disorders
1633,Pathology,MESHD,"path(MESHD:""hypertrophy"")",hypertrophy,hypertrophy
1634,Pathology,NCIT,"path(NCIT:""Diabetes Mellitus"")",Diabetes Mellitus,Diabetes Mellitus
1635,Pathology,MESHD,"path(MESHD:""Status Epilepticus"")",Status Epilepticus,Status Epilepticus
1636,Pathology,MESH,"path(MESH:""Life Expectancy"")",Life Expectancy,Life Expectancy
1637,Pathology,HP,"path(HP:""Ataxia"")",Ataxia,Ataxia
7098,Pathology,MESH,"path(MESH:""HIV Infections"")",HIV Infections,HIV Infections
7099,Pathology,CONSO,"path(CONSO:""Excitotoxicity"")",Excitotoxicity,Excitotoxicity
7100,Pathology,MESH,"path(MESH:""Growth"")",Growth,Growth
7101,Pathology,MESH,"path(MESH:""Diabetic Neuropathies"")",Diabetic Neuropathies,Diabetic Neuropathies
7102,Pathology,MESH,"path(MESH:""Tobacco Use Disorder"")",Tobacco Use Disorder,Tobacco Use Disorder
7103,Pathology,MESH,"path(MESH:""Vision Disorders"")",Vision Disorders,Vision Disorders
7104,Pathology,HP,"path(HP:""Facial palsy"")",Facial palsy,Facial palsy
7105,Pathology,MESH,"path(MESH:""RNA Stability"")",RNA Stability,RNA Stability
7106,Pathology,MESH,"path(MESH:""Pathology"")",Pathology,Pathology
7107,Pathology,HP,"path(HP:""Increased inflammatory response"")",Increased inflammatory response,Increased inflammatory response
