:ID,:LABEL,namespace:string,species:float,label:string,pure:boolean,bel:string,name:string,involved_genes:string,suggested_corrections:string,hgnc:string
5856,Rna,MGI,10090.0,,False,"r(MGI:""Star"")",Star,Star,,
5857,Rna,HGNC,9606.0,stearoyl-CoA desaturase 5,False,"r(HGNC:""SCD5"")",SCD5,SCD5,,1575X7575
5858,Rna,HGNC,9606.0,ZFP69 zinc finger protein B,False,"r(HGNC:""ZFP69B"")",ZFP69B,ZFP69B,,1566X8090
5859,Rna,HGNC,9606.0,ferritin light chain,False,"r(HGNC:""FTL"")",FTL,FTL,,1569X6017
5860,Rna,HGNC,9606.0,eukaryotic translation initiation factor 2 alpha kinase 2,False,"r(HGNC:""EIF2AK2"")",EIF2AK2,EIF2AK2,,1573X5888
5861,Rna,RGD,10116.0,,False,"r(RGD:""Egr3"")",Egr3,Egr3,,
5862,Rna,RGD,10116.0,,False,"r(RGD:""Timp3"")",Timp3,Timp3,,
5863,Rna,HGNC,9606.0,ZFP92 zinc finger protein,False,"r(HGNC:""ZFP92"")",ZFP92,ZFP92,,1572X8089
5864,Rna,HGNC,9606.0,interleukin 17D,False,"r(HGNC:""IL17D"")",IL17D,IL17D,,1568X6237
5865,Rna,RGD,10116.0,,False,"r(RGD:""Hk1"")",Hk1,Hk1,,
5866,Rna,HGNC,9606.0,heat shock protein family A (Hsp70) member 1 like,False,"r(HGNC:""HSPA1L"")",HSPA1L,HSPA1L,,1567X6180
5867,Rna,RGD,10116.0,,False,"r(RGD:""Zfp458"")",Zfp458,Zfp458,,
5868,Rna,HGNC,9606.0,Wnt family member 5B,False,"r(HGNC:""WNT5B"")",WNT5B,WNT5B,,1568X8062
5869,Rna,RGD,10116.0,,False,"r(RGD:""Cd40"")",Cd40,Cd40,,
5870,Rna,MGI,10090.0,,,"r(MGI:""Cpne2"",loc(MESHA:""Microglia""))",Cpne2,Cpne2,,
5871,Rna,RGD,10116.0,,False,"r(RGD:""Sphk1"")",Sphk1,Sphk1,,
5872,Rna,HGNC,9606.0,zinc finger protein 527,False,"r(HGNC:""ZNF527"")",ZNF527,ZNF527,,1575X8117
5873,Rna,RGD,10116.0,,False,"r(RGD:""Plaur"")",Plaur,Plaur,,
5874,Rna,FLYBASE,7227.0,,False,"r(FLYBASE:""dally"")",dally,dally,,
5875,Rna,HGNC,9606.0,"hydroxy-delta-5-steroid dehydrogenase, 3 beta- and steroid delta-isomerase 2",False,"r(HGNC:""HSD3B2"")",HSD3B2,HSD3B2,,1562X6176
5876,Rna,RGD,10116.0,,False,"r(RGD:""Zfp26"")",Zfp26,Zfp26,,
5877,Rna,RGD,10116.0,,False,"r(RGD:""Trpv5"")",Trpv5,Trpv5,,
5878,Rna,MGI,10090.0,,False,"r(MGI:""E430018J23Rik"")",E430018J23Rik,E430018J23Rik,,
5879,Rna,HGNC,9606.0,lymphocyte cytosolic protein 2,False,"r(HGNC:""LCP2"")",LCP2,LCP2,,1575X6333
5880,Rna,MGI,10090.0,,False,"r(MGI:""Egr1"")",Egr1,Egr1,,
5881,Rna,HGNC,9606.0,claudin 18,False,"r(HGNC:""CLDN18"")",CLDN18,CLDN18,,1570X5715
5882,Rna,HGNC,9606.0,translocase of inner mitochondrial membrane 23,False,"r(HGNC:""TIMM23"")",TIMM23,TIMM23,,1569X7836
5883,Rna,HGNC,9606.0,F-box protein 25,False,"r(HGNC:""FBXO25"")",FBXO25,FBXO25,,1563X5975
5884,Rna,MGI,10090.0,,False,"r(MGI:""Zfp398"")",Zfp398,Zfp398,,
5885,Rna,RGD,10116.0,,False,"r(RGD:""Atp1a1"")",Atp1a1,Atp1a1,,
5886,Rna,MGI,10090.0,,False,"r(MGI:""Zmat3"")",Zmat3,Zmat3,,
5887,Rna,HGNC,9606.0,sialic acid binding Ig like lectin 10,False,"r(HGNC:""SIGLEC10"")",SIGLEC10,SIGLEC10,,1573X7617
5888,Rna,HGNC,9606.0,fructose-bisphosphatase 1,False,"r(HGNC:""FBP1"")",FBP1,FBP1,,1567X5972
5889,Rna,FLYBASE,7227.0,,False,"r(FLYBASE:""kibra"")",kibra,kibra,,
5890,Rna,MGI,10090.0,,False,"r(MGI:""Hes1"")",Hes1,Hes1,,
5891,Rna,HGNC,9606.0,defensin beta 1,False,"r(HGNC:""DEFB1"")",DEFB1,DEFB1,,1570X5812
5892,Rna,HGNC,9606.0,solute carrier organic anion transporter family member 1A2,False,"r(HGNC:""SLCO1A2"")",SLCO1A2,SLCO1A2,,1575X7656
5893,Rna,HGNC,9606.0,jagged canonical Notch ligand 1,False,"r(HGNC:""JAG1"")",JAG1,JAG1,,1576X6260
5894,Rna,RGD,10116.0,,False,"r(RGD:""Cldn6"")",Cldn6,Cldn6,,
5895,Rna,HGNC,9606.0,ATPase Na+/K+ transporting subunit beta 2,False,"r(HGNC:""ATP1B2"")",ATP1B2,ATP1B2,,1567X5530
5896,Rna,HGNC,9606.0,Rac family small GTPase 2,False,"r(HGNC:""RAC2"")",RAC2,RAC2,,1563X7137
5897,Rna,RGD,10116.0,,False,"r(RGD:""Zfp39"")",Zfp39,Zfp39,,
5898,Rna,RGD,10116.0,,False,"r(RGD:""Reg4"")",Reg4,Reg4,,
5899,Rna,HGNC,9606.0,G protein-coupled receptor 34,False,"r(HGNC:""GPR34"")",GPR34,GPR34,,1563X6079
5900,Rna,HGNC,9606.0,neuronal differentiation 1,False,"r(HGNC:""NEUROD1"")",NEUROD1,NEUROD1,,1565X6822
5901,Rna,HGNC,9606.0,phospholipase A2 group IVC,False,"r(HGNC:""PLA2G4C"")",PLA2G4C,PLA2G4C,,1567X7026
5902,Rna,RGD,10116.0,,False,"r(RGD:""Tgfb1"")",Tgfb1,Tgfb1,,
5903,Rna,HGNC,9606.0,brain derived neurotrophic factor,False,"r(HGNC:""BDNF"")",BDNF,BDNF,,1569X5558
5904,Rna,HGNC,9606.0,zinc finger protein 177,False,"r(HGNC:""ZNF177"")",ZNF177,ZNF177,,1564X8103
5905,Rna,RGD,10116.0,,False,"r(RGD:""Ilk"")",Ilk,Ilk,,
5906,Rna,MGI,10090.0,,,"r(MGI:""Tjp1"",loc(MESHA:""Microglia""))",Tjp1,Tjp1,,
5907,Rna,HGNC,9606.0,zinc finger protein 778,False,"r(HGNC:""ZNF778"")",ZNF778,ZNF778,,1576X8131
5908,Rna,HGNC,9606.0,homeobox B9,False,"r(HGNC:""HOXB9"")",HOXB9,HOXB9,,1563X6170
5909,Rna,RGD,10116.0,,False,"r(RGD:""Sesn2"")",Sesn2,Sesn2,,
5910,Rna,MGI,10090.0,,False,"r(MGI:""Mdm2"")",Mdm2,Mdm2,,
5911,Rna,HGNC,9606.0,"major histocompatibility complex, class II, DO alpha",False,"r(HGNC:""HLA-DOA"")",HLA-DOA,HLA-DOA,,1562X6140
5912,Rna,HGNC,9606.0,"acid phosphatase 5, tartrate resistant",False,"r(HGNC:""ACP5"")",ACP5,ACP5,,1574X5426
5913,Rna,MGI,10090.0,,False,"r(MGI:""Foxa3"")",Foxa3,Foxa3,,
5914,Rna,HGNC,9606.0,interleukin 7,False,"r(HGNC:""IL7"")",IL7,IL7,,1572X6234
5915,Rna,RGD,10116.0,,False,"r(RGD:""Apoa1"")",Apoa1,Apoa1,,
5916,Rna,MGI,10090.0,,,"r(MGI:""Tspan7"",loc(MESHA:""Microglia""))",Tspan7,Tspan7,,
5917,Rna,HGNC,9606.0,ATPase plasma membrane Ca2+ transporting 2,False,"r(HGNC:""ATP2B2"")",ATP2B2,ATP2B2,,1562X5531
5918,Rna,HGNC,9606.0,zinc finger protein 669,False,"r(HGNC:""ZNF669"")",ZNF669,ZNF669,,1566X8127
5919,Rna,HGNC,9606.0,zinc finger protein 432,False,"r(HGNC:""ZNF432"")",ZNF432,ZNF432,,1574X8112
5920,Rna,HGNC,9606.0,neurogenin 3,False,"r(HGNC:""NEUROG3"")",NEUROG3,NEUROG3,,1572X6821
5921,Rna,RGD,10116.0,,False,"r(RGD:""Tsc2"")",Tsc2,Tsc2,,
5922,Rna,RGD,10116.0,,False,"r(RGD:""Atp1a4"")",Atp1a4,Atp1a4,,
5923,Rna,HGNC,9606.0,zinc finger protein 8,False,"r(HGNC:""ZNF8"")",ZNF8,ZNF8,,1561X8096
5924,Rna,HGNC,9606.0,neuropeptide Y,False,"r(HGNC:""NPY"")",NPY,NPY,,1568X6854
5925,Rna,HGNC,9606.0,"acyl-CoA oxidase 3, pristanoyl",False,"r(HGNC:""ACOX3"")",ACOX3,ACOX3,,1567X5427
5926,Rna,HGNC,9606.0,ATP binding cassette subfamily C member 4,False,"r(HGNC:""ABCC4"")",ABCC4,ABCC4,,1572X5416
5927,Rna,MGI,10090.0,,False,"r(MGI:""Zfp11"")",Zfp11,Zfp11,,
5928,Rna,RGD,10116.0,,False,"r(RGD:""Il17f"")",Il17f,Il17f,,
5929,Rna,HGNC,9606.0,glucose-6-phosphatase catalytic subunit 1,False,"r(HGNC:""G6PC1"")",G6PC1,G6PC,"{""name"": ""previous symbol used; use instead current symbol:G6PC1""}",1569X6023
5930,Rna,MGI,10090.0,,False,"r(MGI:""Xbp1"")",Xbp1,Xbp1,,
5931,Rna,FLYBASE,7227.0,,False,"r(FLYBASE:""emc"")",emc,emc,,
5932,Rna,RGD,10116.0,,False,"r(RGD:""RT1-Db1"")",RT1-Db1,RT1-Db1,,
5933,Rna,MGI,10090.0,,False,"r(MGI:""Atp1b4"")",Atp1b4,Atp1b4,,
5934,Rna,MGI,10090.0,,False,"r(MGI:""Bmp4"")",Bmp4,Bmp4,,
5935,Rna,HGNC,9606.0,cholinergic receptor nicotinic beta 1 subunit,False,"r(HGNC:""CHRNB1"")",CHRNB1,CHRNB1,,1570X5703
5936,Rna,MGI,10090.0,,False,"r(MGI:""Nqo1"")",Nqo1,Nqo1,,
5937,Rna,HGNC,9606.0,triggering receptor expressed on myeloid cells 1,,"r(HGNC:""TREM1"",var(""?""))",TREM1,TREM1,,1572X7915
5938,Rna,MGI,10090.0,,False,"r(MGI:""Gabarapl1"")",Gabarapl1,Gabarapl1,,
5939,Rna,HGNC,9606.0,interleukin 1 receptor accessory protein,False,"r(HGNC:""IL1RAP"")",IL1RAP,IL1RAP,,1563X6234
5940,Rna,RGD,10116.0,,False,"r(RGD:""Pck2"")",Pck2,Pck2,,
5941,Rna,RGD,10116.0,,False,"r(RGD:""Itgam"")",Itgam,Itgam,,
5942,Rna,HGNC,9606.0,claudin 6,False,"r(HGNC:""CLDN6"")",CLDN6,CLDN6,,1572X5714
5943,Rna,HGNC,9606.0,zinc finger protein 57,False,"r(HGNC:""ZNF57"")",ZNF57,ZNF57,,1572X8097
5944,Rna,HGNC,9606.0,sphingosine-1-phosphate receptor 4,False,"r(HGNC:""S1PR4"")",S1PR4,S1PR4,,1575X7561
5945,Rna,HGNC,9606.0,bone marrow stromal cell antigen 2,False,"r(HGNC:""BST2"")",BST2,BST2,,1562X5582
5946,Rna,HGNC,9606.0,glutathione S-transferase mu 3,False,"r(HGNC:""GSTM3"")",GSTM3,GSTM3,,1565X6095
5947,Rna,MGI,10090.0,,False,"r(MGI:""Myh7"")",Myh7,Myh7,,
5948,Rna,RGD,10116.0,,False,"r(RGD:""Flt1"")",Flt1,Flt1,,
5949,Rna,RGD,10116.0,,False,"r(RGD:""Cebpg"")",Cebpg,Cebpg,,
5950,Rna,HGNC,9606.0,BAG cochaperone 2,False,"r(HGNC:""BAG2"")",BAG2,BAG2,,1573X5548
5951,Rna,MGI,10090.0,,False,"r(MGI:""Slc8a2"")",Slc8a2,Slc8a2,,
5952,Rna,HGNC,9606.0,zinc finger protein 268,False,"r(HGNC:""ZNF268"")",ZNF268,ZNF268,,1562X8107
5953,Rna,MGI,10090.0,,False,"r(MGI:""H2-Ab1"")",H2-Ab1,H2-Ab1,,
5954,Rna,MGI,10090.0,,False,"r(MGI:""Per2"")",Per2,Per2,,
5955,Rna,HGNC,9606.0,interleukin 1 beta,,"r(HGNC:""IL1B"",loc(MESHA:""Microglia""))",IL1B,IL1B,,1574X6232
5956,Rna,HGNC,9606.0,notch receptor 1,False,"r(HGNC:""NOTCH1"")",NOTCH1,NOTCH1,,1569X6843
5957,Rna,MGI,10090.0,,False,"r(MGI:""Slco1a5"")",Slco1a5,Slco1a5,,
5958,Rna,RGD,10116.0,,False,"r(RGD:""Hsd17b2"")",Hsd17b2,Hsd17b2,,
5959,Rna,MGI,10090.0,,False,"r(MGI:""Zfp647"")",Zfp647,Zfp647,,
5960,Rna,HGNC,9606.0,fms related receptor tyrosine kinase 4,False,"r(HGNC:""FLT4"")",FLT4,FLT4,,1566X5994
5961,Rna,RGD,10116.0,,False,"r(RGD:""Zfp90"")",Zfp90,Zfp90,,
5962,Rna,HGNC,9606.0,cytochrome P450 family 27 subfamily A member 1,False,"r(HGNC:""CYP27A1"")",CYP27A1,CYP27A1,,1575X5792
5963,Rna,RGD,10116.0,,False,"r(RGD:""Icam1"")",Icam1,Icam1,,
5964,Rna,MGI,10090.0,,,"r(MGI:""Lgals3"",loc(MESHA:""Microglia""))",Lgals3,Lgals3,,
5965,Rna,HGNC,9606.0,period circadian regulator 3,False,"r(HGNC:""PER3"")",PER3,PER3,,1566X6989
5966,Rna,RGD,10116.0,,False,"r(RGD:""Hspa1a"")",Hspa1a,Hspa1a,,
5967,Rna,HGNC,9606.0,lysosomal associated membrane protein 1,False,"r(HGNC:""LAMP1"")",LAMP1,LAMP1,,1564X6327
5968,Rna,MGI,10090.0,,False,"r(MGI:""G6pc3"")",G6pc3,G6pc3,,
5969,Rna,MGI,10090.0,,False,"r(MGI:""Pnpla2"")",Pnpla2,Pnpla2,,
5970,Rna,MGI,10090.0,,False,"r(MGI:""Zfp719"")",Zfp719,Zfp719,,
5971,Rna,RGD,10116.0,,False,"r(RGD:""RGD1584023"")",RGD1584023,RGD1584023,,
5972,Rna,RGD,10116.0,,False,"r(RGD:""Hnf4g"")",Hnf4g,Hnf4g,,
5973,Rna,HGNC,9606.0,S-phase kinase associated protein 1,False,"r(HGNC:""SKP1"")",SKP1,SKP1,,1567X7624
5974,Rna,MGI,10090.0,,False,"r(MGI:""Lta"")",Lta,Lta,,
5975,Rna,RGD,10116.0,,False,"r(RGD:""Col4a3"")",Col4a3,Col4a3,,
5976,Rna,MGI,10090.0,,False,"r(MGI:""Zfp354c"")",Zfp354c,Zfp354c,,
5977,Rna,MGI,10090.0,,False,"r(MGI:""Wnt3a"")",Wnt3a,Wnt3a,,
5978,Rna,HGNC,9606.0,nitric oxide synthase 3,False,"r(HGNC:""NOS3"")",NOS3,NOS3,,1566X6844
5979,Rna,RGD,10116.0,,False,"r(RGD:""Traf1"")",Traf1,Traf1,,
5980,Rna,HGNC,9606.0,microRNA 10b,False,"r(HGNC:""MIR10B"")",MIR10B,MIR10B,,1567X6574
5981,Rna,RGD,10116.0,,False,"r(RGD:""Arc"")",Arc,Arc,,
5982,Rna,MGI,10090.0,,False,"r(MGI:""Zfp46"")",Zfp46,Zfp46,,
5983,Rna,HGNC,9606.0,lactate dehydrogenase B,False,"r(HGNC:""LDHB"")",LDHB,LDHB,,1566X6336
5984,Rna,MGI,10090.0,,False,"r(MGI:""Ido1"")",Ido1,Ido1,,
5985,Rna,MGI,10090.0,,False,"r(MGI:""Ager"")",Ager,Ager,,
5986,Rna,MGI,10090.0,,,"r(MGI:""Abi1"",loc(MESHA:""Microglia""))",Abi1,Abi1,,
5987,Rna,MGI,10090.0,,False,"r(MGI:""Cldn23"")",Cldn23,Cldn23,,
5988,Rna,HGNC,9606.0,superoxide dismutase 2,False,"r(HGNC:""SOD2"")",SOD2,SOD2,,1575X7723
5989,Rna,HGNC,9606.0,eukaryotic translation initiation factor 2 alpha kinase 3,False,"r(HGNC:""EIF2AK3"")",EIF2AK3,EIF2AK3,,1574X5888
5990,Rna,RGD,10116.0,,False,"r(RGD:""Fxyd2"")",Fxyd2,Fxyd2,,
5991,Rna,MGI,10090.0,,False,"r(MGI:""Ehhadh"")",Ehhadh,Ehhadh,,
5992,Rna,HGNC,9606.0,zinc finger protein 169,False,"r(HGNC:""ZNF169"")",ZNF169,ZNF169,,1561X8103
5993,Rna,MGI,10090.0,,False,"r(MGI:""Zfp809"")",Zfp809,Zfp809,,
5994,Rna,HGNC,9606.0,Fc gamma receptor Ia,False,"r(HGNC:""FCGR1A"")",FCGR1A,FCGR1A,,1570X5977
5995,Rna,MGI,10090.0,,False,"r(MGI:""Hsd3b2"")",Hsd3b2,Hsd3b2,,
5996,Rna,MGI,10090.0,,False,"r(MGI:""Sat2"")",Sat2,Sat2,,
5997,Rna,KEGG,,,False,"r(KEGG:""rno:317366"")",rno:317366,rno:317366,,
5998,Rna,MGI,10090.0,,,"r(MGI:""St3gal6"",loc(MESHA:""Microglia""))",St3gal6,St3gal6,,
5999,Rna,HGNC,9606.0,zinc finger protein 343,False,"r(HGNC:""ZNF343"")",ZNF343,ZNF343,,1569X8109
6000,Rna,HGNC,9606.0,fatty acid desaturase 2,False,"r(HGNC:""FADS2"")",FADS2,FADS2,,1562X5942
6001,Rna,HGNC,9606.0,zinc finger protein 212,False,"r(HGNC:""ZNF212"")",ZNF212,ZNF212,,1567X8104
6002,Rna,MGI,10090.0,,False,"r(MGI:""Id1"")",Id1,Id1,,
6003,Rna,HGNC,9606.0,sortilin related VPS10 domain containing receptor 1,False,"r(HGNC:""SORCS1"")",SORCS1,SORCS1,,1573X7724
6004,Rna,FLYBASE,7227.0,,False,"r(FLYBASE:""grim"")",grim,grim,,
6005,Rna,HGNC,9606.0,zinc finger protein 320,False,"r(HGNC:""ZNF320"")",ZNF320,ZNF320,,1568X8109
9828,Rna,MGI,10090.0,,False,"r(MGI:""Cyp7b1"")",Cyp7b1,Cyp7b1,,
9829,Rna,MGI,10090.0,,False,"r(MGI:""Prlr"")",Prlr,Prlr,,
9830,Rna,HGNC,9606.0,discs large MAGUK scaffold protein 4,False,"r(HGNC:""DLG4"")",DLG4,DLG4,,1565X5830
9831,Rna,HGNC,9606.0,zinc finger protein 101,False,"r(HGNC:""ZNF101"")",ZNF101,ZNF101,,1575X8099
9832,Rna,HGNC,9606.0,glycogen synthase kinase 3 beta,False,"r(HGNC:""GSK3B"")",GSK3B,GSK3B,,1570X6092
9833,Rna,HGNC,9606.0,apolipoprotein C3,False,"r(HGNC:""APOC3"")",APOC3,APOC3,,1568X5495
9834,Rna,HGNC,9606.0,zinc finger protein 74,False,"r(HGNC:""ZNF74"")",ZNF74,ZNF74,,1565X8099
9835,Rna,HGNC,9606.0,GABA type A receptor associated protein like 1,False,"r(HGNC:""GABARAPL1"")",GABARAPL1,GABARAPL1,,1564X6025
9836,Rna,HGNC,9606.0,"Jun proto-oncogene, AP-1 transcription factor subunit",False,"r(HGNC:""JUN"")",JUN,JUN,,1568X6266
9837,Rna,MGI,10090.0,,False,"r(MGI:""Vegfd"")",Vegfd,Vegfd,,
9838,Rna,MGI,10090.0,,False,"r(MGI:""Nr4a2"")",Nr4a2,Nr4a2,,
9839,Rna,MGI,10090.0,,False,"r(MGI:""Zfp780b"")",Zfp780b,Zfp780b,,
9840,Rna,MGI,10090.0,,False,"r(MGI:""Mef2b"")",Mef2b,Mef2b,,
9841,Rna,RGD,10116.0,,False,"r(RGD:""Zfp180"")",Zfp180,Zfp180,,
9842,Rna,RGD,10116.0,,False,"r(RGD:""Foxa3"")",Foxa3,Foxa3,,
9843,Rna,HGNC,9606.0,myosin heavy chain 10,False,"r(HGNC:""MYH10"")",MYH10,MYH10,,1564X6783
9844,Rna,RGD,10116.0,,False,"r(RGD:""Cldn16"")",Cldn16,Cldn16,,
9845,Rna,MGI,10090.0,,False,"r(MGI:""Zfp708"")",Zfp708,Zfp708,,
9846,Rna,MGI,10090.0,,False,"r(MGI:""Pdk1"")",Pdk1,Pdk1,,
9847,Rna,RGD,10116.0,,False,"r(RGD:""Cxcl1"")",Cxcl1,Cxcl1,,
9848,Rna,HGNC,9606.0,PML nuclear body scaffold,False,"r(HGNC:""PML"")",PML,PML,,1561X7039
9849,Rna,MGI,10090.0,,False,"r(MGI:""Arc"")",Arc,Arc,,
9850,Rna,HGNC,9606.0,endoplasmic reticulum aminopeptidase 1,False,"r(HGNC:""ERAP1"")",ERAP1,ERAP1,,1574X5916
9851,Rna,RGD,10116.0,,False,"r(RGD:""Zfp663"")",Zfp663,Zfp663,,
9852,Rna,HGNC,9606.0,hydroxysteroid 17-beta dehydrogenase 2,False,"r(HGNC:""HSD17B2"")",HSD17B2,HSD17B2,,1576X6174
9853,Rna,FLYBASE,7227.0,,False,"r(FLYBASE:""lz"")",lz,lz,,
9854,Rna,RGD,10116.0,,False,"r(RGD:""Slc7a11"")",Slc7a11,Slc7a11,,
9855,Rna,MGI,10090.0,,False,"r(MGI:""Zfp558"")",Zfp558,Zfp558,,
9856,Rna,HGNC,9606.0,interleukin 15 receptor subunit alpha,False,"r(HGNC:""IL15RA"")",IL15RA,IL15RA,,1563X6237
9857,Rna,HGNC,9606.0,zinc finger protein 37A,False,"r(HGNC:""ZNF37A"")",ZNF37A,ZNF37A,,1562X8098
9858,Rna,HGNC,9606.0,cytochrome P450 family 7 subfamily B member 1,False,"r(HGNC:""CYP7B1"")",CYP7B1,CYP7B1,,1575X5791
9859,Rna,MGI,10090.0,,False,"r(MGI:""Slc2a2"")",Slc2a2,Slc2a2,,
9860,Rna,HGNC,9606.0,enolase 2,False,"r(HGNC:""ENO2"")",ENO2,ENO2,,1561X5909
9861,Rna,HGNC,9606.0,zinc finger protein 160,False,"r(HGNC:""ZNF160"")",ZNF160,ZNF160,,1575X8101
9862,Rna,HGNC,9606.0,apolipoprotein A5,False,"r(HGNC:""APOA5"")",APOA5,APOA5,,1565X5494
9863,Rna,HGNC,9606.0,glutathione S-transferase pi 1,False,"r(HGNC:""GSTP1"")",GSTP1,GSTP1,,1574X6094
9864,Rna,RGD,10116.0,,False,"r(RGD:""Gata3"")",Gata3,Gata3,,
9865,Rna,HGNC,9606.0,TNF alpha induced protein 3,,"r(HGNC:""TNFAIP3"",loc(MESHA:""Microglia""))",TNFAIP3,TNFAIP3,,1562X7871
9866,Rna,HGNC,9606.0,protein phosphatase 1 catalytic subunit gamma,False,"r(HGNC:""PPP1CC"")",PPP1CC,PPP1CC,,1565X7066
9867,Rna,RGD,10116.0,,False,"r(RGD:""Tyrp1"")",Tyrp1,Tyrp1,,
9868,Rna,MGI,10090.0,,False,"r(MGI:""Zfp78"")",Zfp78,Zfp78,,
9869,Rna,HGNC,9606.0,SRY-box transcription factor 2,False,"r(HGNC:""SOX2"")",SOX2,SOX2,,1566X7727
9870,Rna,MGI,10090.0,,False,"r(MGI:""Zfp472"")",Zfp472,Zfp472,,
9871,Rna,HGNC,9606.0,parathyroid hormone,False,"r(HGNC:""PTH"")",PTH,PTH,,1569X7113
9872,Rna,MGI,10090.0,,False,"r(MGI:""Zfp51"")",Zfp51,Zfp51,,
9873,Rna,RGD,10116.0,,False,"r(RGD:""Rorc"")",Rorc,Rorc,,
9874,Rna,MGI,10090.0,,False,"r(MGI:""Irf1"")",Irf1,Irf1,,
9875,Rna,RGD,10116.0,,False,"r(RGD:""Wnt1"")",Wnt1,Wnt1,,
9876,Rna,HGNC,9606.0,zinc finger protein 713,False,"r(HGNC:""ZNF713"")",ZNF713,ZNF713,,1566X8130
9877,Rna,MGI,10090.0,,False,"r(MGI:""Bak1"")",Bak1,Bak1,,
9878,Rna,MGI,10090.0,,,"r(MGI:""Csf3r"",loc(MESHA:""Microglia""))",Csf3r,Csf3r,,
9879,Rna,HGNC,9606.0,zinc finger protein 670,False,"r(HGNC:""ZNF670"")",ZNF670,ZNF670,,1567X8127
9880,Rna,HGNC,9606.0,growth arrest specific 5,False,"r(HGNC:""GAS5"")",GAS5,GAS5,,1569X6037
9881,Rna,MGI,10090.0,,False,"r(MGI:""Hrk"")",Hrk,Hrk,,
9882,Rna,HGNC,9606.0,TNF superfamily member 11,False,"r(HGNC:""TNFSF11"")",TNFSF11,TNFSF11,,1564X7873
9883,Rna,HGNC,9606.0,zinc finger protein 492,False,"r(HGNC:""ZNF492"")",ZNF492,ZNF492,,1571X8115
9884,Rna,HGNC,9606.0,ferritin heavy chain 1,False,"r(HGNC:""FTH1"")",FTH1,FTH1,,1573X6015
9885,Rna,HGNC,9606.0,zinc finger protein 597,False,"r(HGNC:""ZNF597"")",ZNF597,ZNF597,,1568X8123
9886,Rna,FLYBASE,7227.0,,False,"r(FLYBASE:""crb"")",crb,crb,,
9887,Rna,RGD,10116.0,,False,"r(RGD:""Zfp113"")",Zfp113,Zfp113,,
9888,Rna,MGI,10090.0,,False,"r(MGI:""Cd86"")",Cd86,Cd86,,
9889,Rna,HGNC,9606.0,CD1b molecule,False,"r(HGNC:""CD1B"")",CD1B,CD1B,,1567X5654
9890,Rna,MGI,10090.0,,False,"r(MGI:""Klf2"")",Klf2,Klf2,,
9891,Rna,HGNC,9606.0,laminin subunit gamma 2,False,"r(HGNC:""LAMC2"")",LAMC2,LAMC2,,1562X6327
9892,Rna,RGD,10116.0,,False,"r(RGD:""Rbl2"")",Rbl2,Rbl2,,
9893,Rna,HGNC,9606.0,macrophage receptor with collagenous structure,False,"r(HGNC:""MARCO"")",MARCO,MARCO,,1570X6540
9894,Rna,HGNC,9606.0,"mucin 2, oligomeric mucus/gel-forming",False,"r(HGNC:""MUC2"")",MUC2,MUC2,,1563X6777
9895,Rna,HGNC,9606.0,C-C motif chemokine ligand 4,False,"r(HGNC:""CCL4"")",CCL4,CCL4,,1571X5644
9896,Rna,MGI,10090.0,,False,"r(MGI:""Zfp940"")",Zfp940,Zfp940,,
9897,Rna,HGNC,9606.0,matrix metallopeptidase 14,False,"r(HGNC:""MMP14"")",MMP14,MMP14,,1568X6704
9898,Rna,HGNC,9606.0,perilipin 1,False,"r(HGNC:""PLIN1"")",PLIN1,PLIN1,,1568X7034
9899,Rna,RGD,10116.0,,False,"r(RGD:""Cldn14"")",Cldn14,Cldn14,,
9900,Rna,HGNC,9606.0,tumor protein p53 inducible protein 3,False,"r(HGNC:""TP53I3"")",TP53I3,TP53I3,,1572X7880
9901,Rna,RGD,10116.0,,False,"r(RGD:""Zfp27"")",Zfp27,Zfp27,,
9902,Rna,RGD,10116.0,,False,"r(RGD:""Cdh17"")",Cdh17,Cdh17,,
9903,Rna,HGNC,9606.0,transforming growth factor alpha,False,"r(HGNC:""TGFA"")",TGFA,TGFA,,1565X7827
9904,Rna,MGI,10090.0,,False,"r(MGI:""Zfp959"")",Zfp959,Zfp959,,
9905,Rna,MGI,10090.0,,False,"r(MGI:""Crh"")",Crh,Crh,,
9906,Rna,HGNC,9606.0,cysteinyl leukotriene receptor 1,False,"r(HGNC:""CYSLTR1"")",CYSLTR1,CYSLTR1,,1574X5793
9907,Rna,RGD,10116.0,,False,"r(RGD:""Pdgfa"")",Pdgfa,Pdgfa,,
9908,Rna,RGD,10116.0,,False,"r(RGD:""Bmp4"")",Bmp4,Bmp4,,
9909,Rna,HGNC,9606.0,interferon regulatory factor 1,False,"r(HGNC:""IRF1"")",IRF1,IRF1,,1575X6251
9910,Rna,HGNC,9606.0,zinc finger protein 763,False,"r(HGNC:""ZNF763"")",ZNF763,ZNF763,,1561X8133
9911,Rna,MGI,10090.0,,False,"r(MGI:""Pmaip1"")",Pmaip1,Pmaip1,,
9912,Rna,HGNC,9606.0,phospholipase A2 group IVA,False,"r(HGNC:""PLA2G4A"")",PLA2G4A,PLA2G4A,,1565X7026
9913,Rna,MGI,10090.0,,,"r(MGI:""Epb41l2"",loc(MESHA:""Microglia""))",Epb41l2,Epb41l2,,
9914,Rna,RGD,10116.0,,False,"r(RGD:""Col4a2"")",Col4a2,Col4a2,,
