:ID,:LABEL,namespace:string,species:float,pure:boolean,involved_other:string,bel:string,name:string,involved_genes:string
930,Complex,,9606.0,False,,"complex(p(HGNC:""CD33"",pmod(Ph)),p(HGNC:""PTPN6"",pmod(Ph,Y)))",,PTPN6;CD33
931,Complex,,,False,,"complex(p(HGNC:""SUGT1""),p(INTERPRO:""Leucine-rich repeat""))",,Leucine-rich repeat;SUGT1
932,Complex,,9606.0,False,,"complex(p(HGNC:""BNIP3""),p(HGNC:""E2F1""))",,BNIP3;E2F1
933,Complex,,9606.0,False,,"complex(p(HGNC:""SMAD1""),p(HGNC:""SMAD4""),p(HGNC:""YAP1""))",,YAP1;SMAD1;SMAD4
934,Complex,,9606.0,False,,"complex(p(HGNC:""AKT1S1""),p(HGNC:""DEPTOR""),p(HGNC:""MLST8""),p(HGNC:""MTOR""),p(HGNC:""RPTOR""))",,RPTOR;DEPTOR;AKT1S1;MLST8;MTOR
935,Complex,,9606.0,False,,"complex(p(HGNC:""DPYSL2""),p(HGNC:""TUBA4A""))",,DPYSL2;TUBA4A
936,Complex,,,False,deoxyribonucleic acid;poly(ethylene imine),"complex(a(CHEBI:""deoxyribonucleic acid""),a(CHEBI:""poly(ethylene imine)""))",,
937,Complex,,9606.0,False,,"complex(p(HGNC:""PPP2CA""),p(HGNC:""SET""))",,PPP2CA;SET
938,Complex,,9606.0,False,CONSO00093,"complex(a(CONSO:""CONSO00093""),p(HGNC:""VAMP1""))",,VAMP1
939,Complex,,9606.0,False,,"complex(p(HGNC:""RASSF5""),composite(p(HGNC:""BTRC""),p(HGNC:""FBXW11"")))",,FBXW11;RASSF5;BTRC
940,Complex,,9606.0,False,,"complex(p(HGNC:""APP""),p(HGNC:""SHC1""))",,APP;SHC1
941,Complex,,,False,amyloid-beta aggregates;Dendrites,"complex(a(CONSO:""amyloid-beta aggregates""),a(MESH:""Dendrites""))",,
942,Complex,,,False,,"complex(p(HGNC:""UBQLN1""),p(MESH:""Proteins"",pmod(Ub)))",,Proteins;UBQLN1
943,Complex,,9606.0,False,,"complex(p(HGNC:""CREB1"",pmod(Ph,S,133)),p(HGNC:""GSK3B""))",,GSK3B;CREB1
944,Complex,,9606.0,False,,"complex(p(HGNC:""DDX5""),p(HGNC:""DROSHA""))",,DDX5;DROSHA
945,Complex,,10090.0,False,,"complex(p(MGI:""Itgb1""),composite(p(MGI:""Itga2""),p(MGI:""Itga2b""),p(MGI:""Itga3""),p(MGI:""Itga6""),p(MGI:""Itgav"")))",,Itga2b;Itgb1;Itga3;Itga2;Itga6;Itgav
946,Complex,,10116.0,False,,"complex(p(RGD:""Kif3a""),composite(p(RGD:""Arrb1""),p(RGD:""Arrb2"")))",,Kif3a;Arrb2;Arrb1
947,Complex,,,False,,"complex(p(FPLX:""CEBP""),p(HGNC:""SUMO1""))",,SUMO1;CEBP
948,Complex,,9606.0,False,androgen,"complex(a(CHEBI:""androgen""),p(HGNC:""AR""))",,AR
949,Complex,,9606.0,False,,"complex(p(HGNC:""BAG3""),p(HGNC:""HSF1""))",,BAG3;HSF1
950,Complex,,9606.0,False,,"complex(p(HGNC:""DOCK2""),p(HGNC:""ELMO1""))",,ELMO1;DOCK2
951,Complex,,10116.0,False,,"complex(p(RGD:""Pparg""),composite(p(RGD:""Rxra""),p(RGD:""Rxrb""),p(RGD:""Rxrg"")))",,Rxrb;Rxra;Rxrg;Pparg
952,Complex,,9606.0,False,sialic acid,"complex(a(CHEBI:""sialic acid"",loc(PFAM:""Glycoprotein"")),p(HGNC:""SIGLEC15""))",,SIGLEC15
953,Complex,,,False,,"complex(p(GO:""neurofibrillary tangle""),p(HGNC:""CAPN1""))",,neurofibrillary tangle;CAPN1
954,Complex,,9606.0,False,,"complex(p(HGNC:""PSMD4""),p(HGNC:""USP14""))",,USP14;PSMD4
955,Complex,,9606.0,False,,"complex(p(HGNC:""CHRM1""),p(HGNC:""MAPT""))",,CHRM1;MAPT
956,Complex,,,False,,"complex(p(CONSO:""amyloid-beta oligomers""),p(HGNC:""IGF1R""))",,amyloid-beta oligomers;IGF1R
957,Complex,,,False,Proteins;Molecular Chaperones,"complex(a(MESH:""Molecular Chaperones""),a(MESH:""Proteins""))",,
958,Complex,,,False,calcium(2+),"complex(a(CHEBI:""calcium(2+)""),p(FPLX:""CALM""))",,CALM
959,Complex,,9606.0,False,,"complex(p(HGNC:""PSEN1""),p(HGNC:""PSEN1""),p(HGNC:""PSEN2""))",,PSEN2;PSEN1
960,Complex,,,False,Tau aggregates,"complex(a(CONSO:""Tau aggregates""),p(CONSO:""20 S Proteasome""))",,20 S Proteasome
961,Complex,,,False,,"complex(p(HGNC:""AKT1""),p(HGNC:""ARRB1""),p(HGNC:""GSK3B""),p(HGNC:""PPP2R5B""),p(INTERPRO:""Dopamine D2 receptor""))",,GSK3B;Dopamine D2 receptor;PPP2R5B;AKT1;ARRB1
962,Complex,,9606.0,False,,"complex(p(HGNC:""GRB2""),p(HGNC:""PTPN11""))",,GRB2;PTPN11
963,Complex,,10090.0,False,,"complex(p(MGI:""Tgfbr1""),p(MGI:""Tgfbr2""))",,Tgfbr1;Tgfbr2
964,Complex,,10090.0,False,,"complex(p(MGI:""Erbb2""),p(MGI:""Erbb3""))",,Erbb2;Erbb3
965,Complex,,10090.0,False,,"complex(p(MGI:""Slc51a""),p(MGI:""Slc51b""))",,Slc51a;Slc51b
966,Complex,,9606.0,False,,"complex(p(HGNC:""HDAC6""),p(HGNC:""MAPT""))",,MAPT;HDAC6
967,Complex,,,False,,"complex(p(CONSO:""CONSO00071""),p(HGNC:""NAE1""))",,NAE1;CONSO00071
968,Complex,,9606.0,False,,"complex(p(HGNC:""PRKN""),p(HGNC:""STUB1""))",,PRKN;STUB1
969,Complex,,9606.0,False,305,"complex(a(PUBCHEM:""305""),p(HGNC:""CHRNA7""))",,CHRNA7
970,Complex,,9606.0,False,,"complex(p(HGNC:""STAT1""),p(HGNC:""STAT2""))",,STAT1;STAT2
971,Complex,,10090.0,False,,"complex(p(MGI:""Ifngr1""),p(MGI:""Ifngr2""))",,Ifngr2;Ifngr1
972,Complex,,,False,,"complex(p(HGNC:""NRXN1""),p(INTERPRO:""Neuroligin""))",,NRXN1;Neuroligin
973,Complex,,,False,multivesicular body;autophagosome,"complex(a(GO:""autophagosome""),a(GO:""multivesicular body""))",,
974,Complex,,,False,,"complex(p(HGNC:""CHRNA7""),p(PUBCHEM:""9795278""))",,9795278;CHRNA7
975,Complex,,9606.0,False,,"complex(p(HGNC:""AR""),composite(p(HGNC:""HSP90AA1""),p(HGNC:""HSP90AB1""),p(HGNC:""HSP90B1"")))",,AR;HSP90AA1;HSP90AB1;HSP90B1
976,Complex,,10116.0,False,,"complex(p(RGD:""Erbb2""),p(RGD:""Erbb4""))",,Erbb2;Erbb4
977,Complex,,9606.0,False,,"complex(p(HGNC:""CEP164""),p(HGNC:""TTBK2""))",,CEP164;TTBK2
978,Complex,GO,,False,PUMA-BCL-2 complex,"complex(GO:""PUMA-BCL-2 complex"")",PUMA-BCL-2 complex,
979,Complex,,9606.0,False,phosphatidylethanolamine,"complex(a(CHEBI:""phosphatidylethanolamine""),p(HGNC:""GABARAPL2"",frag(""?"")))",,GABARAPL2
980,Complex,,,False,,"complex(p(HGNC:""DROSHA""),p(HGNC:""TARDBP""),p(MESH:""MicroRNAs""))",,MicroRNAs;DROSHA;TARDBP
981,Complex,,9606.0,False,,"complex(p(HGNC:""ERBB2""),p(HGNC:""ERBB3""))",,ERBB3;ERBB2
982,Complex,,10090.0,False,,"complex(p(MGI:""Nfkb1""),p(MGI:""Rela""))",,Nfkb1;Rela
983,Complex,,10116.0,False,,"complex(p(RGD:""Pclo""),p(RGD:""Rims2""))",,Rims2;Pclo
984,Complex,,9606.0,False,,"complex(p(HGNC:""TGFBR1""),p(HGNC:""TRAF6""))",,TRAF6;TGFBR1
985,Complex,,9606.0,False,,"complex(p(HGNC:""AIM2""),p(HGNC:""EIF2AK2""))",,AIM2;EIF2AK2
986,Complex,,7227.0,False,,"complex(p(FLYBASE:""dco""),p(FLYBASE:""per""))",,dco;per
987,Complex,,10090.0,False,,"complex(p(MGI:""Itgb1""),composite(p(MGI:""Itga4""),p(MGI:""Itga5"")))",,Itgb1;Itga4;Itga5
988,Complex,,9606.0,False,,"complex(p(HGNC:""SDC1""),p(HGNC:""SDC2""))",,SDC2;SDC1
989,Complex,GO,,False,IPAF inflammasome complex,"complex(GO:""IPAF inflammasome complex"")",IPAF inflammasome complex,
990,Complex,,9606.0,False,,"complex(p(HGNC:""PSMA5""),p(HGNC:""PSMD4""))",,PSMA5;PSMD4
991,Complex,,9606.0,False,,"complex(p(HGNC:""SNCA""),p(HGNC:""VAMP2""))",,VAMP2;SNCA
992,Complex,,10090.0,False,,"complex(p(MGI:""Apaf1""),p(MGI:""Casp9""),composite(p(MGI:""Cycs""),p(MGI:""Cyct"")))",,Casp9;Apaf1;Cycs;Cyct
993,Complex,,9606.0,False,sialic acid,"complex(a(CHEBI:""sialic acid"",loc(MESHA:""Neurons"")),p(HGNC:""SIGLEC12""))",,SIGLEC12
994,Complex,,9606.0,False,,"complex(p(HGNC:""FAS""),p(HGNC:""FASLG""))",,FAS;FASLG
995,Complex,,,False,,"complex(p(CONSO:""DC8E8""),p(CONSO:""Tau isoform C (410 aa)""))",,DC8E8;Tau isoform C (410 aa)
996,Complex,,9606.0,False,,"complex(composite(p(HGNC:""CHRM1""),p(HGNC:""CHRM2""),p(HGNC:""F2R""),p(HGNC:""LPAR1""),p(HGNC:""LPAR2""),p(HGNC:""LPAR3""),p(HGNC:""LPAR4""),p(HGNC:""LPAR5""),p(HGNC:""LPAR6"")),composite(p(HGNC:""GNB1""),p(HGNC:""GNB2""),p(HGNC:""GNB3""),p(HGNC:""GNB4""),p(HGNC:""GNB5""),p(HGNC:""GNG10""),p(HGNC:""GNG11""),p(HGNC:""GNG12""),p(HGNC:""GNG13""),p(HGNC:""GNG2""),p(HGNC:""GNG3""),p(HGNC:""GNG4""),p(HGNC:""GNG5""),p(HGNC:""GNG7""),p(HGNC:""GNG8""),p(HGNC:""GNGT1""),p(HGNC:""GNGT2"")))",,CHRM2;CHRM1;LPAR1;LPAR2;LPAR3;LPAR4;GNGT1;GNG10;GNG3;GNG2;GNGT2;GNG5;GNG4;GNG7;GNG8;F2R;GNG12;GNG11;GNG13;LPAR5;LPAR6;GNB2;GNB1;GNB4;GNB3;GNB5
997,Complex,,9606.0,False,,"complex(p(HGNC:""APP""),p(HGNC:""LRP1""))",,APP;LRP1
998,Complex,,9606.0,False,,"complex(p(HGNC:""PRKACA""),p(HGNC:""RAF1""))",,PRKACA;RAF1
999,Complex,CONSO,,False,alpha-7 beta-2 nAChR,"complex(CONSO:""alpha-7 beta-2 nAChR"")",alpha-7 beta-2 nAChR,
1000,Complex,,9606.0,False,,"complex(p(HGNC:""IRF7""),p(HGNC:""IRF7""))",,IRF7
1001,Complex,,9606.0,False,,"complex(p(HGNC:""NGF""),p(HGNC:""NTRK1""))",,NTRK1;NGF
1002,Complex,,,False,,"complex(p(HGNC:""MAPT"",pmod(Ph,S,396)),p(HGNCGENEFAMILY:""Heat shock 90kDa proteins""))",,MAPT;Heat shock 90kDa proteins
1003,Complex,,,False,,"complex(p(HGNC:""CDC37""),p(INTERPRO:""Heat shock protein Hsp90 family""))",,CDC37;Heat shock protein Hsp90 family
1004,Complex,,9606.0,False,,"complex(p(HGNC:""SNCA""),p(HGNC:""SNCA""))",,SNCA
1005,Complex,,,False,,"complex(p(HGNC:""APOE"",var(""p.His158Arg""),var(""p.Leu115Arg"")),p(MGI:""Trem2""))",,Trem2;APOE
1006,Complex,,,False,spiperone,"complex(a(CHEBI:""spiperone""),p(HGNCGENEFAMILY:""5-hydroxytryptamine receptors, G protein-coupled""))",,"5-hydroxytryptamine receptors, G protein-coupled"
1007,Complex,,9606.0,False,,"complex(p(HGNC:""AR""),p(HGNC:""HSPA8""))",,AR;HSPA8
1008,Complex,,9606.0,False,,"complex(p(HGNC:""MAPT""),p(HGNC:""TUBB""))",,TUBB;MAPT
1009,Complex,,9606.0,False,,"complex(p(HGNC:""BCL3""),p(HGNC:""NFKB1""))",,BCL3;NFKB1
1010,Complex,,10116.0,False,,"complex(p(RGD:""Jun""),composite(p(RGD:""Mapk10""),p(RGD:""Mapk8""),p(RGD:""Mapk9"")))",,Mapk9;Jun;Mapk8;Mapk10
1011,Complex,,10090.0,False,,"complex(composite(p(MGI:""Tead1""),p(MGI:""Tead2""),p(MGI:""Tead3""),p(MGI:""Tead4"")),composite(p(MGI:""Wwtr1""),p(MGI:""Yap1"")))",,Tead3;Yap1;Tead2;Tead1;Wwtr1;Tead4
1012,Complex,,,False,,"complex(p(HGNC:""SYK""),p(SCOMP:""FcR Gamma Chain Complex"",pmod(Ph)))",,FcR Gamma Chain Complex;SYK
1013,Complex,,,False,,"complex(p(HGNC:""VCAM1""),p(MESH:""Receptors, Very Late Antigen"",loc(MESH:""Lymphocytes"")))",,"VCAM1;Receptors, Very Late Antigen"
1014,Complex,,,False,,"complex(p(FPLX:""AKT""),p(HGNC:""AGAP2""))",,AGAP2;AKT
1015,Complex,,,False,,"complex(p(INTERPRO:""MiT/TFE transcription factors, C-terminal""),p(INTERPRO:""MiT/TFE transcription factors, N-terminal""))",,"MiT/TFE transcription factors, N-terminal;MiT/TFE transcription factors, C-terminal"
1016,Complex,,10090.0,False,,"complex(composite(p(MGI:""Crebbp""),p(MGI:""Ep300""),p(MGI:""Kat2a""),p(MGI:""Kat2b"")),composite(p(MGI:""Maml1""),p(MGI:""Maml2""),p(MGI:""Maml3"")))",,Crebbp;Kat2b;Kat2a;Maml1;Maml2;Ep300;Maml3
1017,Complex,,9606.0,False,,"complex(p(HGNC:""MAVS""),p(HGNC:""TRAF3""))",,MAVS;TRAF3
1018,Complex,,10090.0,False,,"complex(p(MGI:""avian reticuloendotheliosis viral (v-rel) oncogene related B""),p(MGI:""nuclear factor of kappa light polypeptide gene enhancer in B cells 1, p105""))",,"avian reticuloendotheliosis viral (v-rel) oncogene related B;nuclear factor of kappa light polypeptide gene enhancer in B cells 1, p105"
1019,Complex,,,False,"1,1-dimethyl-4-phenylpiperazinium iodide","complex(a(CHEBI:""1,1-dimethyl-4-phenylpiperazinium iodide""),p(FPLX:""CHRN""))",,CHRN
1020,Complex,,7227.0,False,,"complex(p(FLYBASE:""Lkb1""),p(FLYBASE:""Mo25""),p(FLYBASE:""Stlk""))",,Mo25;Stlk;Lkb1
1021,Complex,,9606.0,False,,"complex(p(HGNC:""DCC""),p(HGNC:""DCC""))",,DCC
1022,Complex,,10090.0,False,,"complex(p(MGI:""Rbl1""),p(MGI:""Tfdp1""),composite(p(MGI:""E2f4""),p(MGI:""E2f5"")))",,Rbl1;E2f4;E2f5;Tfdp1
1023,Complex,,9606.0,False,microtubule,"complex(a(GO:""microtubule""),p(HGNC:""ADNP""))",,ADNP
1024,Complex,,,False,,"complex(p(FPLX:""CHRN""),p(HGNC:""RIC3""))",,RIC3;CHRN
1025,Complex,,9606.0,False,,"complex(p(HGNC:""IFNAR1""),p(HGNC:""IFNAR2""))",,IFNAR2;IFNAR1
1026,Complex,,10090.0,False,,"complex(composite(p(MGI:""Creb1""),p(MGI:""Creb3""),p(MGI:""Creb3l1""),p(MGI:""Creb3l2""),p(MGI:""Creb3l3""),p(MGI:""Creb3l4"")),composite(p(MGI:""Crebbp""),p(MGI:""Ep300"")))",,Creb1;Crebbp;Creb3;Creb3l3;Ep300;Creb3l4;Creb3l1;Creb3l2
1027,Complex,,9606.0,False,,"complex(p(HGNC:""APBB1""),p(HGNC:""APP""),p(HGNC:""LRP1""))",,APP;LRP1;APBB1
1028,Complex,,9606.0,False,,"complex(p(HGNC:""APOE""),p(HGNC:""LPL""))",,LPL;APOE
1029,Complex,,9606.0,False,,"complex(p(HGNC:""PPIF""),p(HGNC:""SLC25A4""))",,PPIF;SLC25A4
1030,Complex,,,False,,"complex(p(HGNC:""EGLN1""),p(INTERPRO:""Heat shock protein Hsp90 family""))",,EGLN1;Heat shock protein Hsp90 family
1031,Complex,,9606.0,False,filamentous actin,"complex(a(GO:""filamentous actin""),p(HGNC:""MAPT"",frag(""277_280"")))",,MAPT
1032,Complex,,7227.0,False,,"complex(p(FLYBASE:""hth""),p(FLYBASE:""tsh""),p(FLYBASE:""yki""))",,yki;tsh;hth
1033,Complex,,10116.0,False,,"complex(p(RGD:""Cbl""),composite(p(RGD:""Crk""),p(RGD:""Crkl""),p(RGD:""LOC100911248"")),composite(p(RGD:""Crk""),p(RGD:""Crkl""),p(RGD:""LOC100911248"")))",,Crkl;Cbl;Crk;LOC100911248
1034,Complex,,10116.0,False,,"complex(p(RGD:""Atg12""),p(RGD:""Atg5""),composite(p(RGD:""Atg16l1""),p(RGD:""Atg16l2"")))",,Atg16l2;Atg16l1;Atg5;Atg12
1035,Complex,,10090.0,False,Antigen-Antibody Complex,"complex(a(MESHC:""Antigen-Antibody Complex""),p(MGI:""App"",frag(""1_42""),loc(MESHA:""Microglia"")))",,App
1036,Complex,,9606.0,False,,"complex(p(HGNC:""NGF""),p(HGNC:""NGFR""))",,NGFR;NGF
1037,Complex,,9606.0,False,actin cytoskeleton,"complex(complex(GO:""actin cytoskeleton""),p(HGNC:""CDH2""))",,CDH2
1038,Complex,,9606.0,False,,"complex(p(HGNC:""ABL2""),p(HGNC:""CDC37""))",,CDC37;ABL2
1039,Complex,,,False,amyloid-beta derived diffusible ligands;synapse,"complex(a(CONSO:""amyloid-beta derived diffusible ligands""),a(GO:""synapse""))",,
1040,Complex,,9606.0,False,,"complex(p(HGNC:""CLEC4E""),p(HGNC:""FCER1G""))",,FCER1G;CLEC4E
1041,Complex,,10090.0,False,,"complex(p(MGI:""Apaf1""),composite(p(MGI:""Cycs""),p(MGI:""Cyct"")))",,Apaf1;Cycs;Cyct
1042,Complex,,10116.0,False,,"complex(p(RGD:""Rbl1""),composite(p(RGD:""E2f4""),p(RGD:""E2f5"")),composite(p(RGD:""Tfdp1""),p(RGD:""Tfdp2"")))",,Rbl1;E2f4;Tfdp2;E2f5;Tfdp1
1043,Complex,,9606.0,False,,"complex(p(HGNC:""MYD88""),p(HGNC:""TLR2""))",,MYD88;TLR2
1044,Complex,,,False,,"complex(p(HGNC:""CNTNAP2""),p(MESH:""Immunoglobulin G""))",,CNTNAP2;Immunoglobulin G
1045,Complex,,9606.0,False,,"complex(p(HGNC:""PFDN5""),p(HGNC:""VBP1""))",,VBP1;PFDN5
1046,Complex,,10090.0,False,,"complex(composite(p(MGI:""Masp1""),p(MGI:""Masp2"")),composite(p(MGI:""Mbl1""),p(MGI:""Mbl2"")))",,Masp1;Masp2;Mbl1;Mbl2
1047,Complex,,9606.0,False,,"complex(p(HGNC:""TNFRSF13C""),p(HGNC:""TNFSF13B""))",,TNFRSF13C;TNFSF13B
1048,Complex,,9606.0,False,,"complex(p(HGNC:""APP""),p(HGNC:""GRB2""),p(HGNC:""SHC2""))",,APP;SHC2;GRB2
1049,Complex,GO,,False,voltage-gated calcium channel complex,"complex(GO:""voltage-gated calcium channel complex"")",voltage-gated calcium channel complex,
1050,Complex,,10116.0,False,,"complex(p(RGD:""Per2""),composite(p(RGD:""Cry1""),p(RGD:""Cry2"")),composite(p(RGD:""Csnk1d""),p(RGD:""Csnk1e"")))",,Per2;Cry1;Cry2;Csnk1d;Csnk1e
1051,Complex,,9606.0,False,ibuprofen,"complex(a(CHEBI:""ibuprofen""),p(HGNC:""PPARG""))",,PPARG
1052,Complex,,9606.0,False,,"complex(p(HGNC:""PMPCA""),p(HGNC:""PMPCB""))",,PMPCB;PMPCA
1053,Complex,,,False,,"complex(p(CONSO:""alpha-Bungarotoxin""),p(MESH:""Heterotrimeric GTP-Binding Proteins""))",,alpha-Bungarotoxin;Heterotrimeric GTP-Binding Proteins
1054,Complex,,9606.0,False,,"complex(composite(p(HGNC:""BTRC""),p(HGNC:""FBXW11"")),composite(p(HGNC:""CUL1""),p(HGNC:""RBX1""),p(HGNC:""SKP1"")))",,FBXW11;CUL1;BTRC;RBX1;SKP1
1055,Complex,,9606.0,False,proteasome complex,"complex(a(GO:""proteasome complex""),p(HGNC:""UCHL5""))",,UCHL5
1056,Complex,GO,,False,ribonucleoprotein granule,"complex(GO:""ribonucleoprotein granule"")",ribonucleoprotein granule,
1057,Complex,,9606.0,False,,"complex(p(HGNC:""HUS1""),p(HGNC:""RAD1""),composite(p(HGNC:""RAD9A""),p(HGNC:""RAD9B"")))",,HUS1;RAD1;RAD9B;RAD9A
1058,Complex,,10116.0,False,,"complex(p(RGD:""Itgal""),p(RGD:""Itgb2""))",,Itgb2;Itgal
1059,Complex,,10116.0,False,,"complex(p(RGD:""Erbb2""),p(RGD:""Erbb3""))",,Erbb2;Erbb3
1060,Complex,,9606.0,False,,"complex(p(HGNC:""MAPRE3""),p(HGNC:""TTBK2""))",,MAPRE3;TTBK2
1061,Complex,GO,,False,BIM-BCL-2 complex,"complex(GO:""BIM-BCL-2 complex"")",BIM-BCL-2 complex,
1062,Complex,,9606.0,False,,"complex(p(HGNC:""ATG4A""),p(HGNC:""ATG7""))",,ATG4A;ATG7
1063,Complex,,9606.0,False,,"complex(p(HGNC:""RACK1""),p(HGNC:""TARDBP""))",,RACK1;TARDBP
1064,Complex,,9606.0,False,,"complex(p(HGNC:""ERBB3""),p(HGNC:""MET""))",,ERBB3;MET
1065,Complex,,10116.0,False,,"complex(p(RGD:""Tlr2""),p(RGD:""Tlr6""))",,Tlr6;Tlr2
1066,Complex,,9606.0,False,sialic acid,"complex(a(CHEBI:""sialic acid"",loc(MESHA:""Neuroglia"")),p(HGNC:""SIGLEC7""))",,SIGLEC7
1067,Complex,,9606.0,False,,"complex(p(HGNC:""BAD""),p(HGNC:""BCL2L1""))",,BAD;BCL2L1
1068,Complex,,9606.0,False,,"complex(p(HGNC:""BAG5""),p(HGNC:""MAD2L1""))",,BAG5;MAD2L1
1069,Complex,,,False,,"complex(p(HGNC:""BAG1""),p(INTERPRO:""Heat shock protein 70 family""))",,BAG1;Heat shock protein 70 family
1070,Complex,,10090.0,False,,"complex(p(MGI:""Fadd""),p(MGI:""Tradd""))",,Tradd;Fadd
1071,Complex,,10116.0,False,,"complex(p(RGD:""Nck2""),composite(p(RGD:""LOC100910732""),p(RGD:""Pak1""),p(RGD:""Pak2""),p(RGD:""Pak3""),p(RGD:""Pak4""),p(RGD:""Pak6""),p(RGD:""Pak7"")))",,Pak1;Pak7;Nck2;Pak6;LOC100910732;Pak3;Pak2;Pak4
1072,Complex,,9606.0,False,sialic acid,"complex(a(CHEBI:""sialic acid""),p(HGNC:""CD22""))",,CD22
1073,Complex,GO,,False,MHC class II protein complex,"complex(GO:""MHC class II protein complex"")",MHC class II protein complex,
1074,Complex,,,False,,"complex(p(HGNC:""SUGT1""),p(INTERPRO:""Leucine-rich repeat domain superfamily""))",,SUGT1;Leucine-rich repeat domain superfamily
1075,Complex,,10116.0,False,,"complex(p(RGD:""Itgam""),p(RGD:""Itgb2""))",,Itgam;Itgb2
1076,Complex,,10116.0,False,,"complex(p(RGD:""Cdh5""),p(RGD:""Ctnnb1""),p(RGD:""Kdr""))",,Cdh5;Kdr;Ctnnb1
1077,Complex,,9606.0,False,,"complex(p(HGNC:""CHUK""),p(HGNC:""IKBKB""))",,IKBKB;CHUK
1078,Complex,,9606.0,False,,"complex(g(HGNC:""CARD8""),g(HGNC:""IL6""))",,IL6;CARD8
1079,Complex,,,False,T-Lymphocytes;Glatiramer Acetate,"complex(a(MESH:""Glatiramer Acetate""),a(MESH:""T-Lymphocytes""))",,
1080,Complex,,9606.0,False,,"complex(p(HGNC:""CDH5""),p(HGNC:""CTNNB1""),p(HGNC:""KDR""))",,CDH5;KDR;CTNNB1
1081,Complex,,10090.0,False,,"complex(p(MGI:""Erbb2""),p(MGI:""Erbb2""))",,Erbb2
1082,Complex,,10090.0,False,,"complex(p(MGI:""Cdc37""),composite(p(MGI:""Hsp90aa1""),p(MGI:""Hsp90ab1""),p(MGI:""Hsp90b1"")))",,Hsp90b1;Cdc37;Hsp90ab1;Hsp90aa1
1083,Complex,,,False,amyloid-beta,"complex(a(CHEBI:""amyloid-beta""),p(GFAM:""Toll like receptors"",loc(MESHA:""Microglia"")))",,Toll like receptors
1084,Complex,,9606.0,False,,"complex(p(HGNC:""LAMP2""),p(HGNC:""SNCA"",var(""p.Ala30Pro"")))",,LAMP2;SNCA
1085,Complex,,9606.0,False,gambogic amide,"complex(a(MESH:""gambogic amide""),p(HGNC:""NTRK1""))",,NTRK1
1086,Complex,,10090.0,False,,"complex(p(MGI:""Casp2""),p(MGI:""Pidd1""))",,Pidd1;Casp2
1087,Complex,,9606.0,False,microtubule,"complex(complex(GO:""microtubule""),p(HGNC:""MAPT""))",,MAPT
1088,Complex,,9606.0,False,,"complex(p(HGNC:""ACHE""),p(HGNC:""APP"",frag(""672_713"")))",,ACHE;APP
1089,Complex,,,False,amyloid-beta,"complex(a(CHEBI:""amyloid-beta""),a(CHEBI:""amyloid-beta""),a(CHEBI:""amyloid-beta""))",,
1090,Complex,,9606.0,False,alpha-synuclein aggregates,"complex(a(CONSO:""alpha-synuclein aggregates""),p(HGNC:""PSMC4""))",,PSMC4
1091,Complex,,9606.0,False,choline,"complex(a(CHEBI:""choline""),p(HGNC:""CHRNA7""))",,CHRNA7
6006,Complex,,9606.0,False,,"complex(p(HGNC:""CDK2""),composite(p(HGNC:""CCNA1""),p(HGNC:""CCNA2"")))",,CCNA2;CCNA1;CDK2
6007,Complex,,10090.0,False,,"complex(p(MGI:""Erbb3""),p(MGI:""Met""))",,Erbb3;Met
6008,Complex,,,False,Fingolimod,"complex(a(DRUGBANK:""Fingolimod""),p(HGNCGENEFAMILY:""Sphingosine 1-phosphate receptors""))",,Sphingosine 1-phosphate receptors
6009,Complex,,,False,,"complex(p(FPLX:""PI3K_p85""),p(HGNC:""CHRNA7""),p(HGNC:""FYN""))",,PI3K_p85;CHRNA7;FYN
6010,Complex,,9606.0,False,,"complex(p(HGNC:""IPO8""),p(HGNC:""MITF"",loc(GO:""cytoplasm"")))",,IPO8;MITF
6011,Complex,,7227.0,False,,"complex(p(FLYBASE:""CG9062""),p(FLYBASE:""Usp1""))",,CG9062;Usp1
6012,Complex,,10090.0,False,,"complex(p(MGI:""Fras1""),p(MGI:""Npnt""),composite(p(MGI:""Frem1""),p(MGI:""Frem2"")))",,Frem2;Frem1;Fras1;Npnt
6013,Complex,,9606.0,False,,"complex(p(HGNC:""MAP3K7""),p(HGNC:""TRAF6""),complex(p(HGNC:""TAB2""),p(HGNC:""TAB3"")))",,TRAF6;TAB3;TAB2;MAP3K7
6014,Complex,,9606.0,False,Amyloid precursor protein intracellular domain,"complex(complex(PMICOMP:""Amyloid precursor protein intracellular domain""),p(HGNC:""APBB1""),p(HGNC:""KAT5""))",,KAT5;APBB1
6015,Complex,,9606.0,False,fingolimod,"complex(a(CHEBI:""fingolimod"",loc(MESH:""T-Lymphocytes"")),p(HGNC:""S1PR1"",loc(MESH:""T-Lymphocytes"")))",,S1PR1
6016,Complex,,9606.0,False,,"complex(p(HGNC:""CHRM3""),p(HGNC:""GNAQ""))",,CHRM3;GNAQ
6017,Complex,,10090.0,False,,"complex(p(MGI:""Azi2""),p(MGI:""Tank""),p(MGI:""Tbkbp1""))",,Tbkbp1;Azi2;Tank
6018,Complex,,10090.0,False,,"complex(p(MGI:""Traf2""),p(MGI:""Traf6""))",,Traf6;Traf2
